OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day,Snow_Emerg
531,12/31/2019 12:36pm,Snow Emergency,"3732 Aldrich Ave N,Minneapolis,MN",45.023116,-93.289106,4,McKinley,Camden,4,2,Kasota
532,12/31/2019 12:36pm,Snow Emergency,"1408 7th st se,Minneapolis,MN",44.98306,-93.23306,3,Marcy Holmes,University,2,2,Kasota
533,12/31/2019 12:37pm,Snow Emergency,"428 12th Ave se,Minneapolis,MN",44.981979,-93.238038,3,Marcy Holmes,University,1,2,Kasota
534,12/31/2019 12:38pm,Snow Emergency,"300 GRAMERCY AVE,Minneapolis,MN",44.9798,-93.30152,5,Harrison,Near North,4,2,Kasota
535,12/31/2019 12:39pm,Snow Emergency,"4016 Aldrich Ave N,Minneapolis,MN",45.02808,-93.28899,4,Webber - Camden,Camden,6,2,Kasota
536,12/31/2019 12:40pm,Snow Emergency,"2310 girard ave s,Minneapolis,MN",44.95977,-93.29728,7,East Isles,Calhoun Isle,5,2,Kasota
537,12/31/2019 12:41pm,Snow Emergency,"1918 2ND AVE S ,Minneapolis,MN",44.96325,-93.27437,6,Steven's Square - Loring Heights,Central,2,2,Kasota
538,12/31/2019 12:41pm,Snow Emergency,"424 12th Ave se,Minneapolis,MN",44.981912,-93.23809,3,Marcy Holmes,University,1,2,Kasota
539,12/31/2019 12:42pm,Snow Emergency,"408 NEWTON AVE N,Minneapolis,MN",44.981772,-93.305685,5,Harrison,Near North,1,2,Kasota
540,12/31/2019 12:42pm,Snow Emergency,"3146 22nd ave,Minneapolis,MN",44.945082,-93.240765,9,Corcoran,Powderhorn,6,2,Kasota
541,12/31/2019 12:44pm,Snow Emergency,"510 knox ave n,Minneapolis,MN",44.98311,-93.30161,5,Harrison,Near North,5,2,Kasota
542,12/31/2019 12:45pm,Snow Emergency,"704 Upton ave n ,Minneapolis,MN",44.98532,-93.31428,5,Willard - Hay,Near North,4,2,Kasota
543,12/31/2019 12:46pm,Snow Emergency,"1314 Girard Ave N,Minneapolis,MN",44.99255,-93.29675,5,Near - North,Near North,6,2,Kasota
544,12/31/2019 12:47pm,Snow Emergency,"3928 15th ave s,Minneapolis,MN",44.93142,-93.25402,8,Bancroft,Powderhorn,4,2,Kasota
545,12/31/2019 12:48pm,Snow Emergency,"3128 22 nd ave,Minneapolis,MN",44.9457,-93.24111,9,Corcoran,Powderhorn,4,2,Kasota
546,12/31/2019 12:50pm,Snow Emergency,"1940 Upton ave n ,Minneapolis,MN",44.999421,-93.314455,5,Willard - Hay,Near North,2,2,Kasota
547,12/31/2019 12:51pm,Snow Emergency,"312 GRAMERCY AVE,Minneapolis,MN",44.98008,-93.3012,5,Harrison,Near North,5,2,Kasota
548,12/31/2019 12:52pm,Snow Emergency,"3112 16th Avenue South,Minneapolis,MN",44.94607,-93.25157,9,Powderhorn Park,Powderhorn,5,2,Kasota
549,12/31/2019 12:53pm,Snow Emergency,"420 7th st se,Minneapolis,MN",44.988732,-93.247151,3,Marcy Holmes,University,2,2,Kasota
550,12/31/2019 12:53pm,Snow Emergency,"1104 14th ave se,Minneapolis,MN",44.99099,-93.23165,1,Como,University,5,2,Kasota
551,12/31/2019 12:54pm,Snow Emergency,"1706 2nd ave s ,Minneapolis,MN",44.96592,-93.27438,6,Steven's Square - Loring Heights,Central,4,2,Kasota
552,12/31/2019 12:54pm,Snow Emergency,"342 MORGAN AVE N,Minneapolis,MN",44.981238,-93.304355,5,Harrison,Near North,4,2,Kasota
553,12/31/2019 12:54pm,Snow Emergency,"1820 Stevens ave s,Minneapolis,MN",44.96449,-93.27563,6,Steven's Square - Loring Heights,Central,1,2,Kasota
554,12/31/2019 12:55pm,Snow Emergency,"1312 7th st se,Minneapolis,MN",44.98345,-93.23444,3,Marcy Holmes,University,3,2,Kasota
555,12/31/2019 12:56pm,Snow Emergency,"1114 14th ave se,Minneapolis,MN",44.99131,-93.23165,1,Como,University,3,2,Kasota
556,12/31/2019 12:57pm,Snow Emergency,"1014 7TH ST SE,Minneapolis,MN",44.9852,-93.23851,3,Marcy Holmes,University,3,2,Kasota
557,12/31/2019 12:57pm,Snow Emergency,"1114 14th ave se,Minneapolis,MN",44.99131,-93.23165,1,Como,University,4,2,Kasota
558,12/31/2019 12:58pm,Snow Emergency,"1092 14th ave se,Minneapolis,MN",44.99061,-93.23164,1,Como,University,2,2,Kasota
559,12/31/2019 12:58pm,Snow Emergency,"1806 Upton Ave n ,Minneapolis,MN",44.99798,-93.31424,5,Willard - Hay,Near North,2,2,Kasota
560,12/31/2019 12:58pm,Snow Emergency,"3326 Aldrich Ave n,Minneapolis,MN",45.01578,-93.28891,4,McKinley,Camden,3,2,Kasota
561,12/31/2019 12:59pm,Snow Emergency,"3304 22nd ,Minneapolis,MN",44.94264,-93.24095,9,Corcoran,Powderhorn,2,2,Kasota
562,12/31/2019 01:01pm,Snow Emergency,"2620 Thomas Ave n ,Minneapolis,MN",45.0066,-93.31295,4,Willard - Hay,Near North,2,2,Kasota
563,12/31/2019 01:02pm,Snow Emergency,"1812 Clinton Ave. S.,Minneapolis,MN",44.96466,-93.27182,6,Steven's Square - Loring Heights,Central,1,2,Kasota
564,12/31/2019 01:02pm,Snow Emergency,"214 19TH ST E,Minneapolis,MN",44.96431,-93.27309,6,Steven's Square - Loring Heights,Central,3,2,Kasota
565,12/31/2019 01:02pm,Snow Emergency,"3406 22nd ave so,Minneapolis,MN",44.941077,-93.240725,9,Corcoran,Powderhorn,6,2,Kasota
566,12/31/2019 01:03pm,Snow Emergency,"532 oliver ave n,Minneapolis,MN",44.983508,-93.306834,5,Harrison,Near North,4,2,Kasota
567,12/31/2019 01:04pm,Snow Emergency,"1720 STEVENS AVE S ,Minneapolis,MN",44.965954,-93.275405,6,Steven's Square - Loring Heights,Central,5,2,Kasota
568,12/31/2019 01:04pm,Snow Emergency,"802 15th ave ne,Minneapolis,MN",45.003305,-93.249555,1,Logan Park,Northeast,1,2,Kasota
569,12/31/2019 01:05pm,Snow Emergency,"4042 bryant ave n,Minneapolis,MN",45.02889,-93.29026,4,Webber - Camden,Camden,4,2,Kasota
570,12/31/2019 01:05pm,Snow Emergency,"312 19TH ST E,Minneapolis,MN",44.964075,-93.272076,6,Steven's Square - Loring Heights,Central,1,2,Kasota
571,12/31/2019 01:06pm,Snow Emergency,"322 GRAMERCY AVE,Minneapolis,MN",44.980433,-93.300973,5,Harrison,Near North,3,2,Kasota
572,12/31/2019 01:07pm,Snow Emergency,"2228 5TH AVE N,Minneapolis,MN",44.982775,-93.308801,5,Harrison,Near North,4,2,Kasota
573,12/31/2019 01:07pm,Snow Emergency,"1144 15th ave se,Minneapolis,MN",44.992342,-93.230549,1,Como,University,4,2,Kasota
574,12/31/2019 01:07pm,Snow Emergency,"1064 13th ave se,Minneapolis,MN",44.98985,-93.233,2,Como,University,3,2,Kasota
575,12/31/2019 01:08pm,Snow Emergency,"3010 19th Avenue South,Minneapolis,MN",44.948054,-93.244975,9,Corcoran,Powderhorn,4,2,Kasota
576,12/31/2019 01:09pm,Snow Emergency,"330 ulysses st ne,Minneapolis,MN",44.992631,-93.236041,1,Como,University,4,2,Kasota
577,12/31/2019 01:09pm,Snow Emergency,"1402 Girard Ave N,Minneapolis,MN",44.99321,-93.29675,5,Near - North,Near North,1,2,Kasota
578,12/31/2019 01:12pm,Snow Emergency,"1401 7th st se,Minneapolis,MN",44.983491,-93.233177,3,Marcy Holmes,University,3,2,Kasota
579,12/31/2019 01:12pm,Snow Emergency,"3834 bryant ave n,Minneapolis,MN",45.02496,-93.29022,4,Webber - Camden,Camden,3,2,Kasota
580,12/31/2019 01:15pm,Snow Emergency,"1420 6th st se,Minneapolis,MN",44.98191,-93.23348,3,Marcy Holmes,University,4,2,Kasota
581,12/31/2019 01:15pm,Snow Emergency,"1314 3rd st ne,Minneapolis,MN",45.001154,-93.264745,3,Sheridan,Northeast,1,2,Kasota
582,12/31/2019 01:15pm,Snow Emergency,"1824 Stevens ave S ,Minneapolis,MN",44.964264,-93.275405,6,Steven's Square - Loring Heights,Central,3,2,Kasota
583,12/31/2019 01:17pm,Snow Emergency,"300 12th ave ne,Minneapolis,MN",44.99961,-93.26435,3,Sheridan,Northeast,4,2,Kasota
584,12/31/2019 01:17pm,Snow Emergency,"3012 20th ave s,Minneapolis,MN",44.947903,-93.243755,9,Corcoran,Powderhorn,1,2,Kasota
585,12/31/2019 01:18pm,Snow Emergency,"2108 6th st ne,Minneapolis,MN",45.00947,-93.25895,1,Holland,Northeast,3,2,Kasota
586,12/31/2019 01:20pm,Snow Emergency,"1538 5th st ne,Minneapolis,MN",45.00421,-93.2606,3,Sheridan,Northeast,6,2,Kasota
587,12/31/2019 01:20pm,Snow Emergency,"2202 5TH AVE N,Minneapolis,MN",44.982775,-93.308549,5,Harrison,Near North,4,2,Kasota
588,12/31/2019 01:21pm,Snow Emergency,"1924 stevens ave s ,Minneapolis,MN",44.963,-93.27565,6,Steven's Square - Loring Heights,Central,3,2,Kasota
589,12/31/2019 01:21pm,Snow Emergency,"1320 7th se,Minneapolis,MN",44.98334,-93.23379,3,Marcy Holmes,University,1,2,Kasota
590,12/31/2019 01:21pm,Snow Emergency,"1224 6th ST se,Minneapolis,MN",44.983251,-93.236586,3,Marcy Holmes,University,5,2,Kasota
591,12/31/2019 01:22pm,Snow Emergency,"414 7th st se,Minneapolis,MN",44.98851,-93.24711,3,Marcy Holmes,University,3,2,Kasota
592,12/31/2019 01:23pm,Snow Emergency,"1814 Upton ave n ,Minneapolis,MN",44.99817,-93.31423,5,Willard - Hay,Near North,6,2,Kasota
593,12/31/2019 01:24pm,Snow Emergency,"2410 Clinton ave s,Minneapolis,MN",44.95826,-93.27213,10,Whittier,Powderhorn,1,2,Kasota
594,12/31/2019 01:24pm,Snow Emergency,"418 12th ave se,Minneapolis,MN",44.981812,-93.238167,3,Marcy Holmes,University,6,2,Kasota
595,12/31/2019 01:25pm,Snow Emergency,"820 15th ave ne,Minneapolis,MN",45.003305,-93.249487,1,Logan Park,Northeast,6,2,Kasota
596,12/31/2019 01:25pm,Snow Emergency,"920 6th st se ,Minneapolis,MN",44.984788,-93.240422,3,Marcy Holmes,University,4,2,Kasota
597,12/31/2019 01:26pm,Snow Emergency,"706 15th ave ne,Minneapolis,MN",45.002945,-93.252168,1,Logan Park,Northeast,5,2,Kasota
598,12/31/2019 01:26pm,Snow Emergency,"1406 7TH ST SE,Minneapolis,MN",44.98312,-93.2332,3,Marcy Holmes,University,1,2,Kasota
599,12/31/2019 01:27pm,Snow Emergency,"1520 33rd st E,Minneapolis,MN",44.943055,-93.253009,9,Powderhorn Park,Powderhorn,4,2,Kasota
600,12/31/2019 01:27pm,Snow Emergency,"3034 16th ave s,Minneapolis,MN",44.947315,-93.251415,9,Powderhorn Park,Powderhorn,5,2,Kasota
601,12/31/2019 01:27pm,Snow Emergency,"1424 Girard Ave N,Minneapolis,MN",44.994,-93.2969,5,Near - North,Near North,5,2,Kasota
602,12/31/2019 01:28pm,Snow Emergency,"1228 7 th st se,Minneapolis,MN",44.984214,-93.235764,3,Marcy Holmes,University,3,2,Kasota
603,12/31/2019 01:28pm,Snow Emergency,"300 QUEEN AVE N,Minneapolis,MN",44.98003,-93.30935,5,Harrison,Near North,2,2,Kasota
604,12/31/2019 01:29pm,Snow Emergency,"916 6th st se,Minneapolis,MN",44.98475,-93.24059,3,Marcy Holmes,University,5,2,Kasota
605,12/31/2019 01:29pm,Snow Emergency,"3102 10th ave s,Minneapolis,MN",44.946302,-93.260289,9,Powderhorn Park,Powderhorn,2,2,Kasota
606,12/31/2019 01:29pm,Snow Emergency,"1518 33rd st E,Minneapolis,MN",44.943055,-93.253063,9,Powderhorn Park,Powderhorn,4,2,Kasota
607,12/31/2019 01:29pm,Snow Emergency,"2716 Upton ave n ,Minneapolis,MN",45.008042,-93.314445,4,Willard - Hay,Near North,1,2,Kasota
608,12/31/2019 01:31pm,Snow Emergency,"1120 5th street SE,Minneapolis,MN",44.98246,-93.23845,3,Marcy Holmes,University,4,2,Kasota
609,12/31/2019 01:31pm,Snow Emergency,"334 newton ave n,Minneapolis,MN",44.980954,-93.305685,5,Harrison,Near North,5,2,Kasota
610,12/31/2019 01:32pm,Snow Emergency,"1526 37th st e,Minneapolis,MN",44.936055,-93.253025,9,Powderhorn Park,Powderhorn,5,2,Kasota
611,12/31/2019 01:34pm,Snow Emergency,"3014 16th Avenue South,Minneapolis,MN",44.94801,-93.251419,9,Powderhorn Park,Powderhorn,1,2,Kasota
612,12/31/2019 01:34pm,Snow Emergency,"1412 7th st se,Minneapolis,MN",44.983014,-93.232748,3,Marcy Holmes,University,3,2,Kasota
613,12/31/2019 01:34pm,Snow Emergency,"324 QUEEN AVE N,Minneapolis,MN",44.980889,-93.309575,5,Harrison,Near North,4,2,Kasota
614,12/31/2019 01:34pm,Snow Emergency,"3730 Bryant Ave n,Minneapolis,MN",45.02303,-93.2902,4,McKinley,Camden,3,2,Kasota
615,12/31/2019 01:35pm,Snow Emergency,"802 12TH AVE SE,Minneapolis,MN",44.985536,-93.235199,3,Marcy Holmes,University,2,2,Kasota
616,12/31/2019 01:35pm,Snow Emergency,"3506 15th av s,Minneapolis,MN",44.93923,-93.25405,9,Powderhorn Park,Powderhorn,2,2,Kasota
617,12/31/2019 01:38pm,Snow Emergency,"1928 Clinton Ave. S.,Minneapolis,MN",44.96298,-93.27195,6,Steven's Square - Loring Heights,Central,3,2,Kasota
618,12/31/2019 01:40pm,Snow Emergency,"1808 Stevens ave s ,Minneapolis,MN",44.96487,-93.27563,6,Steven's Square - Loring Heights,Central,4,2,Kasota
619,12/31/2019 01:42pm,Snow Emergency,"332 NEWTON AVE N,Minneapolis,MN",44.980939,-93.305685,5,Harrison,Near North,4,2,Kasota
620,12/31/2019 01:46pm,Snow Emergency,"1114 6th st ne,Minneapolis,MN",44.9992,-93.25926,3,Sheridan,Northeast,6,2,Kasota
621,12/31/2019 01:48pm,Snow Emergency,"620 15th ave ne,Minneapolis,MN",45.002945,-93.25736,1,Logan Park,Northeast,6,2,Kasota
622,12/31/2019 01:48pm,Snow Emergency,"1086 13th av se,Minneapolis,MN",44.99044,-93.23292,2,Como,University,2,2,Kasota
623,12/31/2019 01:49pm,Snow Emergency,"2102 pleasant ave s,Minneapolis,MN",44.962315,-93.283055,10,Whittier,Powderhorn,2,2,Kasota
624,12/31/2019 01:49pm,Snow Emergency,"318 QUEEN AVE N,Minneapolis,MN",44.980564,-93.309445,5,Harrison,Near North,1,2,Kasota
625,12/31/2019 01:50pm,Snow Emergency,"1216 Jefferson St Ne,Minneapolis,MN",45.000382,-93.255115,1,Logan Park,Northeast,6,2,Kasota
626,12/31/2019 01:53pm,Snow Emergency,"1518 Girard Ave N,Minneapolis,MN",44.99483,-93.29675,5,Near - North,Near North,3,2,Kasota
627,12/31/2019 01:53pm,Snow Emergency,"2318 32nd st e,Minneapolis,MN",44.94497,-93.23794,9,Corcoran,Powderhorn,3,2,Kasota
628,12/31/2019 01:55pm,Snow Emergency,"3120 Elliot ,Minneapolis,MN",44.94584,-93.26172,9,Powderhorn Park,Powderhorn,5,2,Kasota
629,12/31/2019 01:58pm,Snow Emergency,"1806 talmage ave se,Minneapolis,MN",44.989495,-93.226672,1,Como,University,1,2,Kasota
630,12/31/2019 01:58pm,Snow Emergency,"1410 jefferson st ne,Minneapolis,MN",45.00235,-93.25537,1,Logan Park,Northeast,5,2,Kasota
631,12/31/2019 01:58pm,Snow Emergency,"3142 10th Avenue South,Minneapolis,MN",44.94531,-93.26045,9,Powderhorn Park,Powderhorn,3,2,Kasota
632,12/31/2019 01:59pm,Snow Emergency,"406 NEWTON AVE N,Minneapolis,MN",44.981757,-93.305685,5,Harrison,Near North,5,2,Kasota
633,12/31/2019 02:00pm,Snow Emergency,"3350 Bryant Ave n,Minneapolis,MN",45.01655,-93.29017,4,McKinley,Camden,3,2,Kasota
634,12/31/2019 02:02pm,Snow Emergency,"1046 19TH AVE SE,Minneapolis,MN",44.98919,-93.22519,1,Como,University,5,2,Kasota
635,12/31/2019 02:02pm,Snow Emergency,"124 Clifton ave ,Minneapolis,MN",44.965043,-93.283525,7,Loring Park,Central,1,2,Kasota
636,12/31/2019 02:02pm,Snow Emergency,"976 17TH ave se,Minneapolis,MN",44.986933,-93.228408,2,Como,University,4,2,Kasota
637,12/31/2019 02:04pm,Snow Emergency,"2338 Thomas ave n ,Minneapolis,MN",45.00352,-93.31296,5,Willard - Hay,Near North,2,2,Kasota
638,12/31/2019 02:04pm,Snow Emergency,"3104 elliot,Minneapolis,MN",44.94629,-93.26172,9,Powderhorn Park,Powderhorn,1,2,Kasota
639,12/31/2019 02:06pm,Snow Emergency,"336 ulysses st ne,Minneapolis,MN",44.992926,-93.235985,1,Como,University,6,2,Kasota
640,12/31/2019 02:07pm,Snow Emergency,"208 19TH ST E,Minneapolis,MN",44.964075,-93.273758,6,Steven's Square - Loring Heights,Central,1,2,Kasota
641,12/31/2019 02:07pm,Snow Emergency,"3046 18th Avenue South,Minneapolis,MN",44.9469,-93.24903,9,Powderhorn Park,Powderhorn,4,2,Kasota
642,12/31/2019 02:07pm,Snow Emergency,"1140 winter st ne,Minneapolis,MN",44.993155,-93.236286,1,Como,University,4,2,Kasota
643,12/31/2019 02:08pm,Snow Emergency,"4126 Bryant Ave N,Minneapolis,MN",45.03022,-93.29027,4,Webber - Camden,Camden,4,2,Kasota
644,12/31/2019 02:08pm,Snow Emergency,"1642 Thomas ave n ,Minneapolis,MN",44.99641,-93.31297,5,Willard - Hay,Near North,2,2,Kasota
645,12/31/2019 02:09pm,Snow Emergency,"142 19TH ST E,Minneapolis,MN",44.964075,-93.27492,6,Steven's Square - Loring Heights,Central,6,2,Kasota
646,12/31/2019 02:11pm,Snow Emergency,"1408 Irving Ave N,Minneapolis,MN",44.99332,-93.29905,5,Near - North,Near North,4,2,Kasota
647,12/31/2019 02:11pm,Snow Emergency,"46 OLIVER AVE N,Minneapolis,MN",44.97861,-93.306915,5,Harrison,Near North,3,2,Kasota
648,12/31/2019 02:14pm,Snow Emergency,"400LOGAN AVE N,Minneapolis,MN",44.98172,-93.30289,5,Harrison,Near North,3,2,Kasota
649,12/31/2019 02:14pm,Snow Emergency,"1020 24TH AVE SE,Minneapolis,MN",44.9886,-93.21862,1,Como,University,4,2,Kasota
650,12/31/2019 02:14pm,Snow Emergency,"2706 Upton Ave n ,Minneapolis,MN",45.007992,-93.314445,4,Willard - Hay,Near North,5,2,Kasota
651,12/31/2019 02:14pm,Snow Emergency,"2412 california st ne,Minneapolis,MN",45.012761,-93.269035,3,Bottineau,Northeast,3,2,Kasota
652,12/31/2019 02:15pm,Snow Emergency,"878 19th ave se,Minneapolis,MN",44.9858,-93.22517,2,Como,University,3,2,Kasota
653,12/31/2019 02:16pm,Snow Emergency,"2508 pleasant ave s,Minneapolis,MN",44.95696,-93.28336,10,Whittier,Powderhorn,4,2,Kasota
654,12/31/2019 02:17pm,Snow Emergency,"2220 talmage ave se,Minneapolis,MN",44.989559,-93.221159,1,Como,University,4,2,Kasota
655,12/31/2019 02:17pm,Snow Emergency,"1512 8th st se,Minneapolis,MN",44.983606,-93.231016,2,University of Minnesota,University,2,2,Kasota
656,12/31/2019 02:18pm,Snow Emergency,"1514 Thomas Ave n ,Minneapolis,MN",44.99459,-93.31297,5,Willard - Hay,Near North,1,2,Kasota
657,12/31/2019 02:19pm,Snow Emergency,"202 Clifton AVE,Minneapolis,MN",44.965283,-93.282772,7,Loring Park,Central,3,2,Kasota
658,12/31/2019 02:20pm,Snow Emergency,"1010 16TH AVE se,Minneapolis,MN",44.9882,-93.2291,1,Como,University,3,2,Kasota
659,12/31/2019 02:21pm,Snow Emergency,"134 14th ave ne,Minneapolis,MN",45.0017,-93.268992,3,Sheridan,Northeast,6,2,Kasota
660,12/31/2019 02:24pm,Snow Emergency,"614 12th Ave se,Minneapolis,MN",44.984095,-93.236339,3,Marcy Holmes,University,4,2,Kasota
661,12/31/2019 02:24pm,Snow Emergency,"2412 california st ne,Minneapolis,MN",45.012761,-93.269035,3,Bottineau,Northeast,5,2,Kasota
662,12/31/2019 02:26pm,Snow Emergency,"4114 Bryant Ave N,Minneapolis,MN",45.02984,-93.29027,4,Webber - Camden,Camden,6,2,Kasota
663,12/31/2019 02:26pm,Snow Emergency,"2414 california st ne,Minneapolis,MN",45.01249,-93.26918,3,Bottineau,Northeast,6,2,Kasota
664,12/31/2019 02:28pm,Snow Emergency,"2216 california st ne,Minneapolis,MN",45.010687,-93.269035,3,Bottineau,Northeast,3,2,Kasota
665,12/31/2019 02:29pm,Snow Emergency,"3022 12th ave,Minneapolis,MN",44.947675,-93.257754,9,Powderhorn Park,Powderhorn,6,2,Kasota
666,12/31/2019 02:31pm,Snow Emergency,"326 QUEEN AVE S,Minneapolis,MN",44.97368,-93.309755,7,Bryn - Mawr,Calhoun Isle,4,2,Kasota
667,12/31/2019 02:31pm,Snow Emergency,"1212 powderhorn,Minneapolis,MN",44.94588,-93.25709,9,Powderhorn Park,Powderhorn,5,2,Kasota
668,12/31/2019 02:32pm,Snow Emergency,"1118 Irving Ave N,Minneapolis,MN",44.98965,-93.29939,5,Near - North,Near North,5,2,Kasota
669,12/31/2019 02:33pm,Snow Emergency,"2218 HAWTHORNE AVE N,Minneapolis,MN",44.975475,-93.308699,7,Bryn - Mawr,Calhoun Isle,3,2,Kasota
670,12/31/2019 02:33pm,Snow Emergency,"3522 bryant ave n,Minneapolis,MN",45.0193,-93.29018,4,McKinley,Camden,5,2,Kasota
671,12/31/2019 02:34pm,Snow Emergency,"1522 Thomas ave n ,Minneapolis,MN",44.99481,-93.31297,5,Willard - Hay,Near North,3,2,Kasota
672,12/31/2019 02:38pm,Snow Emergency,"1624 Sheridan ave n ,Minneapolis,MN",44.995896,-93.311915,5,Willard - Hay,Near North,2,2,Kasota
673,12/31/2019 02:38pm,Snow Emergency,"3816 standish,Minneapolis,MN",44.93348,-93.24007,12,Standish,Powderhorn,3,2,Kasota
674,12/31/2019 02:38pm,Snow Emergency,"302 Clifton ,Minneapolis,MN",44.96621,-93.2833,7,Loring Park,Central,3,2,Kasota
675,12/31/2019 02:40pm,Snow Emergency,"646 buchanan st ne,Minneapolis,MN",44.99643,-93.24005,3,Beltrami,Northeast,4,2,Kasota
676,12/31/2019 02:37pm,Snow Emergency,"718 SE 6THAVE ,Minneapolis,MN",44.988008,-93.244215,3,Marcy Holmes,University,3,2,Kasota
677,12/31/2019 02:42pm,Snow Emergency,"1538 32nd Street East,Minneapolis,MN",44.944875,-93.252223,9,Powderhorn Park,Powderhorn,2,2,Kasota
678,12/31/2019 02:44pm,Snow Emergency,"850 22nd ave se,Minneapolis,MN",44.98515,-93.2212,2,Como,University,3,2,Kasota
679,12/31/2019 02:44pm,Snow Emergency,"3052 18th Avenue South,Minneapolis,MN",44.947399,-93.248805,9,Powderhorn Park,Powderhorn,1,2,Kasota
680,12/31/2019 02:47pm,Snow Emergency,"1210 Irving Ave N,Minneapolis,MN",44.99051,-93.29908,5,Near - North,Near North,4,2,Kasota
681,12/31/2019 02:49pm,Snow Emergency,"2226 Fairmont av se,Minneapolis,MN",44.985935,-93.221151,2,Como,University,3,2,Kasota
682,12/31/2019 02:50pm,Snow Emergency,"842 23rd Avenue se ,Minneapolis,MN",44.98488,-93.21993,2,Como,University,4,2,Kasota
683,12/31/2019 02:50pm,Snow Emergency,"2218 34th st e,Minneapolis,MN",44.941475,-93.240166,9,Corcoran,Powderhorn,2,2,Kasota
684,12/31/2019 02:52pm,Snow Emergency,"2618 pleasant ave s,Minneapolis,MN",44.95487,-93.28336,10,Whittier,Powderhorn,3,2,Kasota
685,12/31/2019 02:52pm,Snow Emergency,"1406 queen Ave n ,Minneapolis,MN",44.99357,-93.30912,5,Willard - Hay,Near North,2,2,Kasota
686,12/31/2019 02:52pm,Snow Emergency,"2224 Fairmont st se,Minneapolis,MN",44.985935,-93.221168,2,Como,University,3,2,Kasota
687,12/31/2019 02:54pm,Snow Emergency,"404 SHERIDAN AVE S,Minneapolis,MN",44.9733,-93.31254,7,Bryn - Mawr,Calhoun Isle,3,2,Kasota
688,12/31/2019 02:54pm,Snow Emergency,"320 Clifton ,Minneapolis,MN",44.966325,-93.284101,7,Loring Park,Central,4,2,Kasota
689,12/31/2019 02:55pm,Snow Emergency,"1712 2ND AVE S,Minneapolis,MN",44.965853,-93.274185,6,Steven's Square - Loring Heights,Central,2,2,Kasota
690,12/31/2019 02:55pm,Snow Emergency,"914 Russell Ave n ,Minneapolis,MN",44.98739,-93.31062,5,Willard - Hay,Near North,1,2,Kasota
691,12/31/2019 03:06pm,Snow Emergency,"1214 Irving Ave N,Minneapolis,MN",44.99064,-93.29908,5,Near - North,Near North,1,2,Kasota
692,12/31/2019 03:06pm,Snow Emergency,"2320 33rd Street East,Minneapolis,MN",44.94319,-93.23777,9,Corcoran,Powderhorn,6,2,Kasota
693,12/31/2019 03:09pm,Snow Emergency,"1076 14TH AVE SE ,Minneapolis,MN",44.99022,-93.23164,1,Como,University,4,2,Kasota
694,12/31/2019 03:11pm,Snow Emergency,"3428 16th ave s,Minneapolis,MN",44.94041,-93.25151,9,Powderhorn Park,Powderhorn,2,2,Kasota
695,12/31/2019 03:12pm,Snow Emergency,"328 Clifton ,Minneapolis,MN",44.966377,-93.284233,7,Loring Park,Central,1,2,Kasota
696,12/31/2019 03:15pm,Snow Emergency,"928 20 th ave se,Minneapolis,MN",44.986773,-93.224018,2,Como,University,4,2,Kasota
697,12/31/2019 03:18pm,Snow Emergency,"1030 16 ave se,Minneapolis,MN",44.98874,-93.2291,1,Como,University,4,2,Kasota
698,12/31/2019 03:21pm,Snow Emergency,"3832 24th ave ,Minneapolis,MN",44.93309,-93.23757,12,Standish,Powderhorn,4,2,Kasota
699,12/31/2019 03:21pm,Snow Emergency,"1006 13 ave se,Minneapolis,MN",44.9881,-93.23291,2,Como,University,3,2,Kasota
700,12/31/2019 03:21pm,Snow Emergency,"910 Russell ave n,Minneapolis,MN",44.98731,-93.31073,5,Willard - Hay,Near North,3,2,Kasota
701,12/31/2019 03:24pm,Snow Emergency,"3820 24th ave ,Minneapolis,MN",44.93342,-93.23757,12,Standish,Powderhorn,4,2,Kasota
702,12/31/2019 03:31pm,Snow Emergency,"1026 13th ave se quote ,Minneapolis,MN",44.98861,-93.23291,2,Como,University,1,2,Kasota
703,12/31/2019 03:38pm,Snow Emergency,"3554 17th ave s,Minneapolis,MN",44.93793,-93.25027,9,Powderhorn Park,Powderhorn,3,2,Kasota
704,01/01/2020 08:15am,Snow Emergency,"2303 3rd st n ,Minneapolis,MN",45.002784,-93.283515,5,Hawthorne,Near North,5,3,Kasota
705,01/01/2020 08:17am,Snow Emergency,"3009 Knox ave s,Minneapolis,MN",44.94794,-93.3043,10,ECCO,Calhoun Isle,5,3,Kasota
706,01/01/2020 08:18am,Snow Emergency,"1705 Lyn Park Ave N,Minneapolis,MN",44.996774,-93.286352,5,Near - North,Near North,5,3,Kasota
707,01/01/2020 08:18am,Snow Emergency,"1783 BRYANT AVE S,Minneapolis,MN",44.965654,-93.290385,7,Lowry Hill,Calhoun Isle,3,3,Kasota
708,01/01/2020 08:22am,Snow Emergency,"4625 14th ave s,Minneapolis,MN",44.91889,-93.25458,11,Northrop,Nokomis,5,3,Kasota
709,01/01/2020 08:23am,Snow Emergency,"1771 BRYANT AVE S ,Minneapolis,MN",44.965739,-93.290385,7,Lowry Hill,Calhoun Isle,4,3,Kasota
710,01/01/2020 08:29am,Snow Emergency,"4551 14th Avenue South,Minneapolis,MN",44.91985,-93.25458,11,Northrop,Nokomis,3,3,Kasota
