X,Y,FID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day,Tow_Zone,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50,F51,F52,F53,F54,F55,F56
-10377870.1807768,5611222.02908695,4574,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93454,-93.225994,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377858.7148692,5611201.74386239,4575,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.934411,-93.225891,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377858.3809107,5611191.52264248,4576,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.934346,-93.225888,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377825.8756194,5611136.48550336,4577,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933996,-93.225596,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377823.0926322,5611130.82455948,4578,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93396,-93.225571,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377803.2777628,5611090.097318,4579,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933701,-93.225393,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377782.5723375,5611048.58402536,4580,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933437,-93.225207,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377772.2196249,5611031.60136976,4581,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933329,-93.225114,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377666.2434696,5610827.65475024,4582,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932032,-93.224162,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377617.3742132,5610735.03903204,4583,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931443,-93.223723,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377590.2122574,5610686.2942987,4584,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931133,-93.223479,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377381.4882122,5610281.40869872,4585,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.928558,-93.221604,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377379.4844614,5610272.76085475,4586,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.928503,-93.221586,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377371.3581385,5610254.05009347,4587,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.928384,-93.221513,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377283.0817823,5610080.46639126,4588,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.92728,-93.22072,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377228.4239124,5609979.36800064,4589,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.926637,-93.220229,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377217.9598802,5609934.8724891,4590,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.926354,-93.220135,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377110.9818496,5609661.92955404,4591,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.924618,-93.219174,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377108.3101818,5609647.77951156,4592,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.924528,-93.21915,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377092.5028141,5609623.41004593,4593,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.924373,-93.219008,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10376975.2833903,5609279.88618791,4594,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.922188,-93.217955,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10376963.8174827,5609262.1207785,4595,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.922075,-93.217852,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10376845.3735445,5608951.93921663,4596,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.920102,-93.216788,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10376842.7018767,5608941.56333228,4597,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.920036,-93.216764,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10376832.1265251,5608923.64137829,4598,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.919922,-93.216669,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377321.0417287,5609934.8724891,4599,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.926354,-93.221061,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377381.5995317,5610061.91325812,4600,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927162,-93.221605,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377386.8315478,5610074.64887929,4601,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927243,-93.221652,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377405.0879442,5610107.51000953,4602,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927452,-93.221816,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10377427.2405229,5610147.7611262,4603,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927708,-93.222015,478.1000(B),Snow emergency parking restrictions - even number address,8,Hiawatha,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378073.8954449,5611410.57378053,4604,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.935739,-93.227824,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378083.1349627,5611418.59370049,4605,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93579,-93.227907,478.1000(B),Snow emergency parking restrictions - even number address,8,Howe,Longfellow,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378274.7158063,5610246.3456736,4606,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.928335,-93.229628,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378272.2667775,5610157.35223905,4607,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927769,-93.229606,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378274.6044868,5609686.92801658,4608,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.924777,-93.229627,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378278.3893495,5609579.23073072,4609,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.924092,-93.229661,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378279.0572665,5609490.71552875,4610,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.923529,-93.229667,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378281.3949758,5609483.48341912,4611,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.923483,-93.229688,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378421.9914926,5608850.69624826,4612,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.919458,-93.230951,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378422.993368,5608869.08968457,4613,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.919575,-93.23096,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378418.0953104,5608929.92977913,4614,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.919962,-93.230916,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378419.4311444,5608938.10470681,4615,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.920014,-93.230928,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378420.5443392,5608969.86122676,4616,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.920216,-93.230938,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378420.5443392,5609338.68522584,4617,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.922562,-93.230938,478.1000(B),Snow emergency parking restrictions - even number address,10,Ericsson,Nokomis,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378415.7576012,5610801.08070337,4618,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931863,-93.230895,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378412.5293359,5610810.98699571,4619,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931926,-93.230866,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378417.8726715,5610834.73069307,4620,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932077,-93.230914,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378414.4217673,5610841.02042466,4621,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932117,-93.230883,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378415.3123232,5610918.54172646,4622,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93261,-93.230891,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378418.9858664,5611101.89090187,4623,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933776,-93.230924,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378414.9783647,5611126.10710898,4624,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93393,-93.230888,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378417.316074,5611189.16390108,4625,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.934331,-93.230909,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378418.4292689,5611195.45387954,4626,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.934371,-93.230919,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378418.0953104,5611218.88408791,4627,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93452,-93.230916,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378559.2484248,5611678.22280007,4628,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.937441,-93.232184,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378558.2465494,5611669.57361839,4629,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.937386,-93.232175,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378557.4673129,5611660.29541457,4630,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.937327,-93.232168,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378557.244674,5611650.85996279,4631,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.937267,-93.232166,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378557.1333545,5611645.04143914,4632,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93723,-93.232165,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378557.8012714,5611630.88828909,4633,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93714,-93.232171,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378554.6843257,5611422.21052948,4634,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.935813,-93.232143,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378550.5655045,5611313.54903872,4635,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.935122,-93.232106,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378555.2409231,5611193.56688555,4636,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.934359,-93.232148,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378698.7317467,5610135.96878828,4637,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927633,-93.233437,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378693.3884112,5610159.5534795,4638,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.927783,-93.233389,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378698.7317467,5610348.23322663,4639,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.928983,-93.233437,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378702.5166094,5610370.08888542,4640,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.929122,-93.233471,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378698.9543857,5610954.86532403,4641,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932841,-93.233439,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378698.2864688,5611065.25221843,4642,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.933543,-93.233433,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378698.7317467,5611118.24469696,4643,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93388,-93.233437,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378700.8468171,5611247.1891187,4644,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.9347,-93.233456,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378701.069456,5611799.78399331,4645,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.938214,-93.233458,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378700.1789001,5611810.94946311,4646,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.938285,-93.23345,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378703.9637628,5611837.84100337,4647,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.938456,-93.233484,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378703.4071654,5611965.22307171,4648,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.939266,-93.233479,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378700.7354976,5611974.02979962,4649,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.939322,-93.233455,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378841.3320145,5612182.56304559,4650,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.940648,-93.234718,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378840.6640975,5612168.72358593,4651,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.94056,-93.234712,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378839.5509026,5612134.12502963,4652,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.94034,-93.234702,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378838.1037492,5611960.34792243,4653,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.939235,-93.234689,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378839.7735416,5611835.48209311,4654,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.938441,-93.234704,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378837.2131933,5610976.87969666,4655,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932981,-93.234681,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378836.6565958,5610915.08234386,4656,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932588,-93.234676,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378833.8736086,5610784.72748262,4657,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931759,-93.234651,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378981.8172118,5610572.61002362,4658,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93041,-93.23598,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378981.8172118,5610759.88322316,4659,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.931601,-93.23598,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378980.5926974,5610848.41086491,4660,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.932164,-93.235969,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378985.8247135,5611693.47683155,4661,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.937538,-93.236016,478.1000(B),Snow emergency parking restrictions - even number address,7,Standish,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378980.9266559,5611777.13857585,4662,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.93807,-93.235972,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378979.9247805,5611812.20754508,4663,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.938293,-93.235963,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
-10378982.8190873,5612041.49591103,4664,Omega,2024-2025,2,271125309000,2025/02/09 00:00:00+00, ,44.939751,-93.235989,478.1000(B),Snow emergency parking restrictions - even number address,7,Corcoran,Powderhorn,2,6,, , , , , , , , , , , ,,, , , , , , , , , ,, , , , , , , , , , , , , , , ,,
