X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Addess,Civic,Community,Day,Day_of_Dat,Neighborho,Ordinance_,Ordinance1,Street,Ticket__,Tow_Zone,Latitude,Longitude
-93.2830959997805,44.9403430000295,4603,Howard,2024,1,3429 PLEASANT AVE,3429,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PLEASANT AVE,271124493079,5,44.940343,-93.283096
-93.2955820000092,45.0176029997787,4604,Howard,2024,1,3430 FREMONT AVE N,3430,Camden,1,2024/12/20 00:00:00+00,Folwell,478.1000(A),Snow emergency parking restrictions - snow emergency route,FREMONT AVE N,271124491310,1,45.017603,-93.295582
-93.2856309997708,44.940165999961,4605,Howard,2024,1,3430 HARRIET AVE S,3430,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,HARRIET AVE S,271124486704,5,44.940166,-93.285631
-93.2537000003547,44.9401490000764,4606,Howard,2024,1,3431 15TH AVE S,3431,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488120,6,44.940149,-93.2537
-93.2536709999167,44.9402939995685,4607,Howard,2024,1,3431 15TH AVE S,3431,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488732,6,44.940294,-93.253671
-93.2856020002321,44.94034800026,4608,Howard,2024,1,3431 HARRIET AVE S,3431,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124496287,5,44.940348,-93.285602
-93.2301319998919,44.940217999661,4609,Howard,2024,1,3432 SNELLING AVE S,3432,Longfellow,2,2024/12/20 00:00:00+00,Howe,478.1000(B),Snow emergency parking restrictions - even number address,SNELLING AVE S,271124490845,6,44.940218,-93.230132
-93.2819760002922,44.9782499998377,4610,Howard,2024,1,3433 21ST AVE S,3433,Central,3,2024/12/21 00:00:00+00,North Loop,478.1000(C),Snow emergency parking restrictions - odd number address,21ST AVE S,271124478758,3,44.97825,-93.281976
-93.2894660003556,44.9402290001683,4611,Howard,2024,1,3433 ALDRICH AVE S,3433,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,ALDRICH AVE S,271124491679,5,44.940229,-93.289466
-93.2920299998846,44.9402080000992,4612,Howard,2024,1,3433 COLFAX AVE S,3433,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,COLFAX AVE S,271124488489,5,44.940208,-93.29203
-93.2856640003932,44.9401740003299,4613,Howard,2024,1,3433 HARRIET AVE S,3433,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124496285,5,44.940174,-93.285664
-93.3171849997879,45.0178050001007,4614,Howard,2024,1,3433 WASHBURN AVE N,3433,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,WASHBURN AVE N,271124494024,1,45.017805,-93.317185
-93.294637999644,44.9403050000757,4615,Howard,2024,1,3434 EMERSON AVE S,3434,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488297,5,44.940305,-93.294638
-93.295568000263,45.0178070001929,4616,Howard,2024,1,3434 FREMONT AVE N,3434,Camden,1,2024/12/20 00:00:00+00,Folwell,478.1000(A),Snow emergency parking restrictions - snow emergency route,FREMONT AVE N,271124491311,1,45.017807,-93.295568
-93.2831210000341,44.9401170003993,4617,Howard,2024,1,3434 PLEASANT AVE,3434,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,PLEASANT AVE,271124483209,5,44.940117,-93.283121
-93.3095569996558,45.0179299995699,4618,Howard,2024,1,3434 QUEEN AVE N,3434,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,QUEEN AVE N,271124489217,1,45.01793,-93.309557
-93.2536919999858,44.9400419996387,4619,Howard,2024,1,3435 15TH AVE S,3435,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488119,6,44.940042,-93.253692
-93.2819760002922,44.9782499998377,4620,Howard,2024,1,3435 19TH AVE S,3435,Central,3,2024/12/21 00:00:00+00,North Loop,478.1000(C),Snow emergency parking restrictions - odd number address,19TH AVE S,271124478756,3,44.97825,-93.281976
-93.2819760002922,44.9782499998377,4621,Howard,2024,1,3435 19TH AVE S,3435,Central,3,2024/12/21 00:00:00+00,North Loop,478.1000(C),Snow emergency parking restrictions - odd number address,19TH AVE S,271124478759,3,44.97825,-93.281976
-93.2819760002922,44.9782499998377,4622,Howard,2024,1,3435 21ST AVE S,3435,Central,3,2024/12/21 00:00:00+00,North Loop,478.1000(C),Snow emergency parking restrictions - odd number address,21ST AVE S,271124478756,3,44.97825,-93.281976
-93.2819760002922,44.9782499998377,4623,Howard,2024,1,3435 21ST AVE S,3435,Central,3,2024/12/21 00:00:00+00,North Loop,478.1000(C),Snow emergency parking restrictions - odd number address,21ST AVE S,271124478759,3,44.97825,-93.281976
-93.2920010003459,44.9402090001453,4624,Howard,2024,1,3435 COLFAX AVE S,3435,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,COLFAX AVE S,271124488490,5,44.940209,-93.292001
-93.2613509997488,44.9403470002139,4625,Howard,2024,1,3435 ELLIOT AVE S,3435,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE S,271124493661,6,44.940347,-93.261351
-93.2956509995939,45.0177900003083,4626,Howard,2024,1,3435 FREMONT AVE N,3435,Camden,1,2024/12/20 00:00:00+00,Folwell,478.1000(A),Snow emergency parking restrictions - snow emergency route,FREMONT AVE N,271124491312,1,45.01779,-93.295651
-93.2856440003703,44.9401120001687,4627,Howard,2024,1,3435 HARRIET AVE S,3435,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124496284,5,44.940112,-93.285644
-93.314682000374,45.017798999824,4628,Howard,2024,1,3435 UPTON AVE N,3435,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,UPTON AVE N,271124494014,1,45.017799,-93.314682
-93.2945999996902,44.9400599995694,4629,Howard,2024,1,3436 EMERSON AVE S,3436,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488298,5,44.94006,-93.2946
-93.2536750001011,44.9399689998695,4630,Howard,2024,1,3437 15TH AVE S,3437,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488118,6,44.939969,-93.253675
-93.2856180000706,44.9400330001229,4631,Howard,2024,1,3437 HARRIET AVE S,3437,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124493804,5,44.940033,-93.285618
-93.2813330003177,44.9401880000762,4632,Howard,2024,1,3437 PILLSBURY AVE,3437,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PILLSBURY AVE,271124488334,5,44.940188,-93.281333
-93.3096060001168,45.0180220002152,4633,Howard,2024,1,3438 QUEEN AVE N,3438,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,QUEEN AVE N,271124489218,1,45.018022,-93.309606
-93.2537069997782,44.9399259996852,4634,Howard,2024,1,3439 15TH AVE S,3439,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488727,6,44.939926,-93.253707
-93.2920200003227,44.9400829997307,4635,Howard,2024,1,3439 COLFAX AVE S,3439,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,COLFAX AVE S,271124488491,5,44.940083,-93.29202
-93.2814320003865,44.9400069998233,4636,Howard,2024,1,3439 PILLSBURY AVE,3439,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PILLSBURY AVE,271124488333,5,44.940007,-93.281432
-93.3133160003331,45.0179889995927,4637,Howard,2024,1,3439 THOMAS AVE N,3439,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,THOMAS AVE N,271124494004,1,45.017989,-93.313316
-93.2498780003694,44.94027799973,4638,Howard,2024,1,3440 17TH AVE S,3440,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,17TH AVE S,271124487590,6,44.940278,-93.249878
-93.294607000013,44.9399950001692,4639,Howard,2024,1,3440 EMERSON AVE S,3440,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488299,5,44.939995,-93.294607
,,4640,Howard,2024,1,3441 HARRIET AVE S,3441,Powderhorn,3,,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,0,5,0,0
-93.2819760002922,44.9782499998377,4641,Howard,2024,1,3442 20TH AVE S,3442,Central,2,2024/12/20 00:00:00+00,North Loop,478.1000(B),Snow emergency parking restrictions - even number address,20TH AVE S,271124478172,3,44.97825,-93.281976
-93.3095130003247,45.0181200002379,4642,Howard,2024,1,3442 QUEEN AVE N,3442,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,QUEEN AVE N,271124489219,1,45.01812,-93.309513
-93.2536859997091,44.9398259995703,4643,Howard,2024,1,3443 15TH AVE S,3443,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488728,6,44.939826,-93.253686
-93.2894800001019,44.9400150001921,4644,Howard,2024,1,3443 ALDRICH AVE S,3443,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,ALDRICH AVE S,271124491678,5,44.940015,-93.28948
-93.2819760002922,44.9782499998377,4645,Howard,2024,1,3444 20TH AVE S,3444,Central,2,2024/12/20 00:00:00+00,North Loop,478.1000(B),Snow emergency parking restrictions - even number address,20TH AVE S,271124478171,3,44.97825,-93.281976
-93.2971559997496,44.9399639996389,4646,Howard,2024,1,3444 GIRARD AVE S,3444,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,GIRARD AVE S,271124487246,5,44.939964,-93.297156
-93.3095100001863,45.0181669997073,4647,Howard,2024,1,3444 QUEEN AVE N,3444,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,QUEEN AVE N,271124489425,1,45.018167,-93.30951
-93.2536960001702,44.939740000101,4648,Howard,2024,1,3445 15TH AVE S,3445,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488729,6,44.93974,-93.253696
-93.2486019999823,44.9399160001233,4649,Howard,2024,1,3445 18TH AVE S,3445,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,18TH AVE S,271124490913,6,44.939916,-93.248602
-93.2856950000242,44.9397519997551,4650,Howard,2024,1,3445 HARRIET AVE S,3445,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124493802,5,44.939752,-93.285695
-93.2588250001736,44.9400279998923,4651,Howard,2024,1,3446 11TH AVE S,3446,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,11TH AVE S,271124488710,6,44.940028,-93.258825
-93.2485939996134,44.9398069995934,4652,Howard,2024,1,3447 18TH AVE S,3447,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,18TH AVE S,271124490914,6,44.939807,-93.248594
-93.295681000078,45.0181079996845,4653,Howard,2024,1,3447 FREMONT AVE N,3447,Camden,1,2024/12/20 00:00:00+00,Folwell,478.1000(A),Snow emergency parking restrictions - snow emergency route,FREMONT AVE N,271124491314,1,45.018108,-93.295681
-93.3172140002259,45.0183150002371,4654,Howard,2024,1,3447 WASHBURN AVE N,3447,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,WASHBURN AVE N,271124494026,1,45.018315,-93.317214
-93.2498839997468,44.9397830002853,4655,Howard,2024,1,3448 17TH AVE S,3448,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,17TH AVE S,271124487589,6,44.939783,-93.249884
-93.2946429998745,44.9398420003081,4656,Howard,2024,1,3448 EMERSON AVE S,3448,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488300,5,44.939842,-93.294643
-93.2814589998329,44.9398450004464,4657,Howard,2024,1,3448 PILLSBURY AVE,3448,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,PILLSBURY AVE,271124482854,5,44.939845,-93.281459
-93.3108360001812,45.0182829996608,4658,Howard,2024,1,3448 RUSSELL AVE N,3448,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,RUSSELL AVE N,271124489890,1,45.018283,-93.310836
-93.2486179998208,44.9397790001008,4659,Howard,2024,1,3449 18TH AVE S,3449,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,18TH AVE S,271124490915,6,44.939779,-93.248618
-93.2856580001166,44.9397390000549,4660,Howard,2024,1,3449 HARRIET AVE S,3449,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124493801,5,44.939739,-93.285658
-93.3096440000705,45.0184239998678,4661,Howard,2024,1,3449 QUEEN AVE N,3449,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,QUEEN AVE N,271124493386,1,45.018424,-93.309644
-93.3132999995952,45.0183380003984,4662,Howard,2024,1,3449 THOMAS AVE N,3449,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,THOMAS AVE N,271124494003,1,45.018338,-93.3133
-93.2946480001051,44.9397959999854,4663,Howard,2024,1,3450 EMERSON AVE S,3450,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488301,5,44.939796,-93.294648
-93.2814619999713,44.9397699996858,4664,Howard,2024,1,3450 PILLSBURY AVE,3450,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,PILLSBURY AVE,271124482855,5,44.93977,-93.281462
-93.2727769996588,44.9398289997086,4665,Howard,2024,1,3451 3RD AVE S,3451,Powderhorn,1,2024/12/19 00:00:00+00,Central,478.1000(A),Snow emergency parking restrictions - snow emergency route,3RD AVE S,271124486809,5,44.939829,-93.272777
-93.2894620001711,44.9397420001932,4666,Howard,2024,1,3451 ALDRICH AVE S,3451,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,ALDRICH AVE S,271124491677,5,44.939742,-93.289462
-93.2920289998384,44.9397580000317,4667,Howard,2024,1,3451 COLFAX AVE S,3451,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,COLFAX AVE S,271124488492,5,44.939758,-93.292029
-93.2856020002321,44.9396119995941,4668,Howard,2024,1,3451 HARRIET AVE S,3451,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124493800,5,44.939612,-93.285602
-93.2830769998037,44.9397679995936,4669,Howard,2024,1,3451 PLEASANT AVE,3451,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PLEASANT AVE,271124493080,5,44.939768,-93.283077
-93.3109120000887,45.018304999776,4670,Howard,2024,1,3451 RUSSELL AVE N,3451,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,RUSSELL AVE N,271124493411,1,45.018305,-93.310912
-93.2894440002404,44.9396870003548,4671,Howard,2024,1,3453 ALDRICH AVE S,3453,Calhoun Isle,3,2024/12/21 00:00:00+00,South Uptown,478.1000(C),Snow emergency parking restrictions - odd number address,ALDRICH AVE S,271124491676,5,44.939687,-93.289444
-93.2813959996257,44.9398109997779,4672,Howard,2024,1,3453 PILLSBURY AVE,3453,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PILLSBURY AVE,271124488332,5,44.939811,-93.281396
-93.2613279995875,44.939771999778,4673,Howard,2024,1,3455 ELLIOT AVE S,3455,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,ELLIOT AVE S,271124493662,6,44.939772,-93.261328
-93.2334999996252,45.0320670003918,4674,Howard,2024,1,3463 WILSHIRE PL,3463,Northeast,3,2024/12/21 00:00:00+00,Waite Park,478.1000(C),Snow emergency parking restrictions - odd number address,WILSHIRE PL,271124457689,2,45.032067,-93.2335
-93.2587939996433,44.9393100000565,4675,Howard,2024,1,3500 11TH AVE S,3500,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,11TH AVE S,271124488709,6,44.93931,-93.258794
-93.2486830001203,44.9393090000104,4676,Howard,2024,1,3500 18TH AVE S,3500,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,18TH AVE S,271124487612,6,44.939309,-93.248683
-93.2334980004323,44.9393449998719,4677,Howard,2024,1,3500 27TH AVE S,3500,Powderhorn,2,2024/12/20 00:00:00+00,Corcoran,478.1000(B),Snow emergency parking restrictions - even number address,27TH AVE S,271124489528,6,44.939345,-93.233498
-93.262628000182,44.9394399997562,4678,Howard,2024,1,3500 CHIACGO AVE S,3500,Powderhorn,1,2024/12/19 00:00:00+00,Central,478.1000(A),Snow emergency parking restrictions - snow emergency route,CHIACGO AVE S,271124479815,5,44.93944,-93.262628
-93.2626409998822,44.9393429997797,4679,Howard,2024,1,3500 CHIACGO AVE S,3500,Powderhorn,1,2024/12/19 00:00:00+00,Central,478.1000(A),Snow emergency parking restrictions - snow emergency route,CHIACGO AVE S,271124479816,5,44.939343,-93.262641
-93.257564999625,44.9394399997562,4680,Howard,2024,1,3502 12TH AVE S,3502,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,12TH AVE S,271124487710,6,44.93944,-93.257565
-93.2537520000547,44.9394049999408,4681,Howard,2024,1,3502 15TH AVE S,3502,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,15TH AVE S,271124486054,6,44.939405,-93.253752
-93.2932779998798,44.9393389995952,4682,Howard,2024,1,3502 DUPONT AVE S,3502,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,DUPONT AVE S,271124488318,5,44.939339,-93.293278
-93.2945849998978,44.9393209996645,4683,Howard,2024,1,3502 EMERSON AVE S,3502,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488302,5,44.939321,-93.294585
-93.2831260002646,44.9393199996184,4684,Howard,2024,1,3502 PLEASANT AVE,3502,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,PLEASANT AVE,271124483208,5,44.93932,-93.283126
-93.3095260000248,45.0188780001197,4685,Howard,2024,1,3502 QUEEN AVE N,3502,Camden,2,2024/12/20 00:00:00+00,Cleveland,478.1000(B),Snow emergency parking restrictions - even number address,QUEEN AVE N,271124489426,1,45.018878,-93.309526
-93.2549309995659,44.9393439998258,4686,Howard,2024,1,3503 14TH AVE S,3503,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE S,271124492743,6,44.939344,-93.254931
-93.2256880000012,44.9393310001256,4687,Howard,2024,1,3503 32ND AVE S,3503,Longfellow,3,2024/12/21 00:00:00+00,Howe,478.1000(C),Snow emergency parking restrictions - odd number address,32ND AVE S,271124491798,6,44.939331,-93.225688
-93.3109449998119,45.0189469997043,4688,Howard,2024,1,3503 RUSSELL AVE N,3503,Camden,3,2024/12/21 00:00:00+00,Cleveland,478.1000(C),Snow emergency parking restrictions - odd number address,RUSSELL AVE N,271124493410,1,45.018947,-93.310945
-93.2550159998884,44.9393809997334,4689,Howard,2024,1,3504 14TH AVE S,3504,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE S,271124487672,6,44.939381,-93.255016
-93.2536970002163,44.939437999664,4690,Howard,2024,1,3504 15TH AVE S,3504,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,15TH AVE S,271124486053,6,44.939438,-93.253697
-93.2486979999127,44.9392499999876,4691,Howard,2024,1,3504 18TH AVE S,3504,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,18TH AVE S,271124487611,6,44.93925,-93.248698
-93.221341000087,44.9432199996033,4692,Howard,2024,1,3504 33RD ST E,3504,Longfellow,2,2024/12/20 00:00:00+00,Longfellow,478.1000(B),Snow emergency parking restrictions - even number address,33RD ST E,271124485141,6,44.94322,-93.221341
-93.2933569999255,44.9392150001722,4693,Howard,2024,1,3504 DUPONT AVE S,3504,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,DUPONT AVE S,271124488317,5,44.939215,-93.293357
-93.2213739998102,44.9287499996128,4694,Howard,2024,1,3505 41ST ST E,3505,Longfellow,3,2024/12/21 00:00:00+00,Hiawatha,478.1000(C),Snow emergency parking restrictions - odd number address,41ST ST E,271124489481,6,44.92875,-93.221374
-93.2856570000704,44.9392639997338,4695,Howard,2024,1,3505 HARRIET AVE S,3505,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,HARRIET AVE S,271124493799,5,44.939264,-93.285657
-93.2550050002805,44.9393150002871,4696,Howard,2024,1,3506 14TH AVE S,3506,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE S,271124487675,6,44.939315,-93.255005
-93.2932359997416,44.9391909999648,4697,Howard,2024,1,3506 DUPONT AVE S,3506,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,DUPONT AVE S,271124488316,5,44.939191,-93.293236
-93.3009870001499,44.9391580002415,4698,Howard,2024,1,3506 HUMBOLDT AVE S,3506,Calhoun Isle,2,2024/12/20 00:00:00+00,East Bde Maka Ska,478.1000(B),Snow emergency parking restrictions - even number address,HUMBOLDT AVE S,271124484706,5,44.939158,-93.300987
-93.2727110002124,44.9392000003797,4699,Howard,2024,1,3507 3RD AVE S,3507,Powderhorn,1,2024/12/19 00:00:00+00,Central,478.1000(A),Snow emergency parking restrictions - snow emergency route,3RD AVE S,271124486810,5,44.9392,-93.272711
-93.2549260002347,44.939284999803,4700,Howard,2024,1,3507 14TH AVE S,3507,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,14TH AVE S,271124492742,6,44.939285,-93.254926
-93.2214850004324,44.9357450002316,4701,Howard,2024,1,3507 37TH ST E,3507,Longfellow,3,2024/12/21 00:00:00+00,Howe,478.1000(C),Snow emergency parking restrictions - odd number address,37TH ST E,271124490699,6,44.935745,-93.221485
-93.283028000242,44.9392059997571,4702,Howard,2024,1,3507 PLEASANT AVE,3507,Powderhorn,3,2024/12/21 00:00:00+00,Lyndale,478.1000(C),Snow emergency parking restrictions - odd number address,PLEASANT AVE,271124493081,5,44.939206,-93.283028
-93.2862100003912,45.0174580002865,4703,Howard,2024,1,3508 6TH ST N,3508,Camden,2,2024/12/20 00:00:00+00,McKinley,478.1000(B),Snow emergency parking restrictions - even number address,6TH ST N,271124484734,1,45.017458,-93.28621
-93.2550060003266,44.9392170002644,4704,Howard,2024,1,3508 14TH AVE S,3508,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,14TH AVE S,271124487674,6,44.939217,-93.255006
-93.2486979999127,44.9391000002648,4705,Howard,2024,1,3508 18TH AVE S,3508,Powderhorn,2,2024/12/20 00:00:00+00,Powderhorn Park,478.1000(B),Snow emergency parking restrictions - even number address,18TH AVE S,271124487610,6,44.9391,-93.248698
-93.2933270003408,44.939092999942,4706,Howard,2024,1,3508 DUPONT AVE S,3508,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,DUPONT AVE S,271124488315,5,44.939093,-93.293327
-93.2946870001049,44.9391930000569,4707,Howard,2024,1,3508 EMERSON AVE S,3508,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488303,5,44.939193,-93.294687
-93.2856840004163,44.9391459996882,4708,Howard,2024,1,3508 HARRIET AVE S,3508,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,HARRIET AVE S,271124486706,5,44.939146,-93.285684
-93.2814460001327,44.9391980002875,4709,Howard,2024,1,3508 PILLSBURY AVE,3508,Powderhorn,2,2024/12/20 00:00:00+00,Lyndale,478.1000(B),Snow emergency parking restrictions - even number address,PILLSBURY AVE,271124482856,5,44.939198,-93.281446
-93.2536679997783,44.9390840004263,4710,Howard,2024,1,3509 15TH AVE S,3509,Powderhorn,3,2024/12/21 00:00:00+00,Powderhorn Park,478.1000(C),Snow emergency parking restrictions - odd number address,15TH AVE S,271124488117,6,44.939084,-93.253668
-93.2946470000589,44.9390909998498,4711,Howard,2024,1,3510 EMERSON AVE S,3510,Calhoun Isle,2,2024/12/20 00:00:00+00,South Uptown,478.1000(B),Snow emergency parking restrictions - even number address,EMERSON AVE S,271124488304,5,44.939091,-93.294647
-93.3009690002191,44.9390289996886,4712,Howard,2024,1,3510 HUMBOLDT AVE S,3510,Calhoun Isle,2,2024/12/20 00:00:00+00,East Bde Maka Ska,478.1000(B),Snow emergency parking restrictions - even number address,HUMBOLDT AVE S,271124485278,5,44.939029,-93.300969
