X,Y,OBJECTID,Call_Taken,Tow_Reason,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg
-93.2897020004469,44.9457229999165,427,03/11/2019 11:00am,Snow Emergency,"3146 Aldrich ave s ,Minneapolis,MN",44.945723,-93.289702,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2994310003403,44.9828950000043,428,03/11/2019 11:02am,Snow Emergency,"516 Irving ave n,Minneapolis,MN",44.982895,-93.299431,5,Near North,Harrison,3,2,Diamond Lake
-93.290808000189,44.9649309998658,429,03/11/2019 11:03am,Snow Emergency,"1812 BRYANT AVE S,Minneapolis,MN",44.964931,-93.290808,7,Calhoun Isle,Lowry Hill,3,2,Diamond Lake
-93.2946870001049,44.9639519996851,430,03/11/2019 11:03am,Snow Emergency,"1910 Emerson Ave S,Minneapolis,MN",44.963952,-93.294687,7,Calhoun Isle,Lowry Hill,3,2,Diamond Lake
-93.2908840000965,44.9652029998186,431,03/11/2019 11:05am,Snow Emergency,"1804 BRYANT AVE S,Minneapolis,MN",44.965203,-93.290884,7,Calhoun Isle,Lowry Hill,3,2,Diamond Lake
-93.2653509998487,45.0082819998145,432,03/11/2019 11:06am,Snow Emergency,"210 20th ave ne,Minneapolis,MN",45.008282,-93.265351,3,Northeast,Bottineau,2,2,Diamond Lake
-93.2921219996305,44.966218999907,433,03/11/2019 11:06am,Snow Emergency,"1768 COLFAX AVE S,Minneapolis,MN",44.966219,-93.292122,7,Calhoun Isle,Lowry Hill,3,2,Diamond Lake
-93.2940260001997,45.0157109997629,434,03/11/2019 11:07am,Snow Emergency,"3322 Emerson Ave n,Minneapolis,MN",45.015711,-93.294026,4,Camden,Folwell,1,2,Diamond Lake
-93.2948749997814,44.940327000191,435,03/11/2019 11:07am,Snow Emergency,"3428 emerson ave s,Minneapolis,MN",44.940327,-93.294875,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2632459999029,45.0075819999094,436,03/11/2019 11:08am,Snow Emergency,"326 19th ave ne,Minneapolis,MN",45.007582,-93.263246,3,Northeast,Bottineau,2,2,Diamond Lake
-93.245631999717,44.9853000002948,437,03/11/2019 11:14am,Snow Emergency,"614 5th st se,Minneapolis,MN",44.9853,-93.245632,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2526569999206,45.0051399997113,438,03/11/2019 11:15am,Snow Emergency,"694 17th ave ne,Minneapolis,MN",45.00514,-93.252657,1,Northeast,Logan Park,2,2,Diamond Lake
-93.2994310003403,44.9829240004423,439,03/11/2019 11:18am,Snow Emergency,"518 Irving Avenue n ,Minneapolis,MN",44.982924,-93.299431,5,Near North,Harrison,3,2,Diamond Lake
-93.2429920002805,44.9868309998508,440,03/11/2019 11:19am,Snow Emergency,"710 7th st se,Minneapolis,MN",44.986831,-93.242992,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2442889998374,44.9847960004351,441,03/11/2019 11:20am,Snow Emergency,"728 5TH ST SE,Minneapolis,MN",44.984796,-93.244289,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2465750000362,44.9857900004083,442,03/11/2019 11:22am,Snow Emergency,"528 5th st se ,Minneapolis,MN",44.98579,-93.246575,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2653509998487,45.0082819998145,443,03/11/2019 11:25am,Snow Emergency,"208 20th ave ne,Minneapolis,MN",45.008282,-93.265351,3,Northeast,Bottineau,2,2,Diamond Lake
-93.2870329996732,44.9598050000008,444,03/11/2019 11:29am,Snow Emergency,"2304 GARFIELD AVE S ,Minneapolis,MN",44.959805,-93.287033,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2226169995748,44.9851420002032,445,03/11/2019 11:30am,Snow Emergency,"850 21st ave se,Minneapolis,MN",44.985142,-93.222617,2,University,Como,4,2,Diamond Lake
-93.2658749997314,44.999818999847,446,03/11/2019 11:30am,Snow Emergency,"206 12th ave ne,Minneapolis,MN",44.999819,-93.265875,3,Northeast,Sheridan,2,2,Diamond Lake
-93.2659689995696,44.999818999847,447,03/11/2019 11:31am,Snow Emergency,"204 12th ave ne,Minneapolis,MN",44.999819,-93.265969,3,Northeast,Sheridan,2,2,Diamond Lake
-93.2540100002612,44.9973049999259,448,03/11/2019 11:33am,Snow Emergency,"712 madison st ne,Minneapolis,MN",44.997305,-93.25401,3,Northeast,St. Anthony East,2,2,Diamond Lake
-93.2686429996747,45.0110790001958,449,03/11/2019 11:35am,Snow Emergency,"114 23rd ave ne,Minneapolis,MN",45.011079,-93.268643,3,Northeast,Bottineau,2,2,Diamond Lake
-93.247008000219,44.9859309997159,450,03/11/2019 11:35am,Snow Emergency,"516 5th st se,Minneapolis,MN",44.985931,-93.247008,3,University,Marcy Holmes,4,2,Diamond Lake
-93.3092150000722,44.999240000126,451,03/11/2019 11:36am,Snow Emergency,"1914 Queen ave n ,Minneapolis,MN",44.99924,-93.309215,5,Near North,Willard - Hay,1,2,Diamond Lake
-93.2553570003253,44.9478879999313,452,03/11/2019 11:38am,Snow Emergency,"3012 14th av s,Minneapolis,MN",44.947888,-93.255357,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2949539998272,44.9387209998743,453,03/11/2019 11:38am,Snow Emergency,"3520 Emerson Ave S,Minneapolis,MN",44.938721,-93.294954,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2467069998281,44.9858850002926,454,03/11/2019 11:40am,Snow Emergency,"520 5th st se,Minneapolis,MN",44.985885,-93.246707,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2671520001646,44.9452660004256,455,03/11/2019 11:43am,Snow Emergency,"608 32nd st w ,Minneapolis,MN",44.945266,-93.267152,9,Powderhorn,Central,5,2,Diamond Lake
-93.2565460002976,44.9460980001227,456,03/11/2019 11:43am,Snow Emergency,"3120 13th Av S,Minneapolis,MN",44.946098,-93.256546,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2833760001023,44.9456670000321,457,03/11/2019 11:46am,Snow Emergency,"3124 pleasant ave s ,Minneapolis,MN",44.945667,-93.283376,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2553570003253,44.947450999564,458,03/11/2019 11:46am,Snow Emergency,"3028 14th av s,Minneapolis,MN",44.947451,-93.255357,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2645560000593,44.9652229998416,459,03/11/2019 11:49am,Snow Emergency,"720 18tH st e ,Minneapolis,MN",44.965223,-93.264556,6,Phillips,Ventura Village,3,2,Diamond Lake
-93.2466150000822,44.9858060002468,460,03/11/2019 11:49am,Snow Emergency,"526 5th st se,Minneapolis,MN",44.985806,-93.246615,3,University,Marcy Holmes,4,2,Diamond Lake
-93.3032049999108,44.938808000289,461,03/11/2019 11:52am,Snow Emergency,"3508 James Ave s,Minneapolis,MN",44.938808,-93.303205,10,Calhoun Isle,ECCO,5,2,Diamond Lake
-93.3117589995781,44.9912199999031,462,03/11/2019 11:54am,Snow Emergency,"1242 Sheridan ave n ,Minneapolis,MN",44.99122,-93.311759,5,Near North,Willard - Hay,1,2,Diamond Lake
-93.2709560002192,44.9516309998708,463,03/11/2019 11:55am,Snow Emergency,"1920 4TH AVE S ,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2709560002192,44.9516309998708,464,03/11/2019 11:56am,Snow Emergency,"1826 4th av s,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2458750001311,44.9854239997179,465,03/11/2019 11:56am,Snow Emergency,"606 5th st se,Minneapolis,MN",44.985424,-93.245875,3,University,Marcy Holmes,4,2,Diamond Lake
-93.3143789998909,44.9927680002431,466,03/11/2019 11:59am,Snow Emergency,"1336 Upton Ave n,Minneapolis,MN",44.992768,-93.314379,5,Near North,Willard - Hay,1,2,Diamond Lake
-93.2709560002192,44.9516309998708,467,03/11/2019 12:00pm,Snow Emergency,"1918 4th ave s,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2374459999329,44.9261310002455,468,03/11/2019 12:01pm,Snow Emergency,"4224 24th Ave S,Minneapolis,MN",44.926131,-93.237446,12,Powderhorn,Standish,6,2,Diamond Lake
-93.2897839997318,44.9374309997409,469,03/11/2019 12:03pm,Snow Emergency,"3604 Aldrich Ave s,Minneapolis,MN",44.937431,-93.289784,10,Southwest,East Harriet,5,2,Diamond Lake
-93.2691529998111,44.9362150003221,470,03/11/2019 12:05pm,Snow Emergency,"424 37th st w,Minneapolis,MN",44.936215,-93.269153,8,Powderhorn,Central,5,2,Diamond Lake
-93.2540609999152,44.9472330003028,471,03/11/2019 12:06pm,Snow Emergency,"3036 15th Ave S,Minneapolis,MN",44.947233,-93.254061,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2607899999585,45.0120019995927,472,03/11/2019 12:06pm,Snow Emergency,"428 24th ave ne,Minneapolis,MN",45.012002,-93.26079,1,Northeast,Holland,2,2,Diamond Lake
-93.2709560002192,44.9516309998708,473,03/11/2019 12:07pm,Snow Emergency,"1916 4th ave s,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2488289996586,44.9866810001281,474,03/11/2019 12:07pm,Snow Emergency,"406 5th st se,Minneapolis,MN",44.986681,-93.248829,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2802529999759,44.9666089999055,475,03/11/2019 12:08pm,Snow Emergency,"120 0AK GROVE ST,Minneapolis,MN",44.966609,-93.280253,7,Central,Loring Park,3,2,Diamond Lake
-93.2612149997724,45.0120029996388,476,03/11/2019 12:09pm,Snow Emergency,"406 24th ave ne,Minneapolis,MN",45.012003,-93.261215,1,Northeast,Holland,2,2,Diamond Lake
-93.248558999798,44.9865609999902,477,03/11/2019 12:09pm,Snow Emergency,"414 5th st se,Minneapolis,MN",44.986561,-93.248559,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2709560002192,44.9516309998708,478,03/11/2019 12:10pm,Snow Emergency,"1906 4th ave s ,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2614350000252,45.0120039996849,479,03/11/2019 12:10pm,Snow Emergency,"402 24th ave ne,Minneapolis,MN",45.012004,-93.261435,1,Northeast,Holland,2,2,Diamond Lake
-93.2691600001339,44.9362150003221,480,03/11/2019 12:10pm,Snow Emergency,"422 37th st w,Minneapolis,MN",44.936215,-93.26916,8,Powderhorn,Central,5,2,Diamond Lake
-93.2802499998376,44.9666089999055,481,03/11/2019 12:11pm,Snow Emergency,"118 OAK GROVE ST,Minneapolis,MN",44.966609,-93.28025,7,Central,Loring Park,3,2,Diamond Lake
-93.2336809998782,44.9850870003648,482,03/11/2019 12:13pm,Snow Emergency,"804. 13th ave se,Minneapolis,MN",44.985087,-93.233681,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2608019996126,45.0120019995927,483,03/11/2019 12:13pm,Snow Emergency,"426 24th ave ne,Minneapolis,MN",45.012002,-93.260802,1,Northeast,Holland,2,2,Diamond Lake
-93.2688609998352,45.0110780001497,484,03/11/2019 12:15pm,Snow Emergency,"102 23rd ave ne,Minneapolis,MN",45.011078,-93.268861,3,Northeast,Bottineau,2,2,Diamond Lake
-93.2330470003188,44.985231999857,485,03/11/2019 12:17pm,Snow Emergency,"814 13th ave se,Minneapolis,MN",44.985232,-93.233047,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2442889998374,44.9847960004351,486,03/11/2019 12:17pm,Snow Emergency,"728 5TH ST SE,Minneapolis,MN",44.984796,-93.244289,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2991590003875,44.9943549996835,487,03/11/2019 12:17pm,Snow Emergency,"1502 IRVING AVE N,Minneapolis,MN",44.994355,-93.299159,5,Near North,Near - North,1,2,Diamond Lake
-93.2991600004336,44.9944650002596,488,03/11/2019 12:17pm,Snow Emergency,"1506 Irving av north ,Minneapolis,MN",44.994465,-93.29916,5,Near North,Near - North,1,2,Diamond Lake
-93.2833869997102,44.9471190004415,489,03/11/2019 12:18pm,Snow Emergency,"3034 pleasent ave s ,Minneapolis,MN",44.947119,-93.283387,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2466570002204,44.9702549998684,490,03/11/2019 12:19pm,Snow Emergency,"1808 4TH AVE S ,Minneapolis,MN",44.970255,-93.246657,6,University,Cedar Riverside,4,2,Diamond Lake
-93.2709560002192,44.9516309998708,491,03/11/2019 12:20pm,Snow Emergency,"1816 4th ave s,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2444330001828,44.9848530003657,492,03/11/2019 12:20pm,Snow Emergency,"714 5th st se,Minneapolis,MN",44.984853,-93.244433,3,University,Marcy Holmes,4,2,Diamond Lake
-93.245631999717,44.9853000002948,493,03/11/2019 12:21pm,Snow Emergency,"618 5TH ST SE,Minneapolis,MN",44.9853,-93.245632,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2991809996034,44.9935710004014,494,03/11/2019 12:22pm,Snow Emergency,"1414 Irving Ave n,Minneapolis,MN",44.993571,-93.299181,5,Near North,Near - North,1,2,Diamond Lake
-93.2833859996641,44.9472900002334,495,03/11/2019 12:23pm,Snow Emergency,"3028 pleasent ave s ,Minneapolis,MN",44.94729,-93.283386,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2709560002192,44.9516309998708,496,03/11/2019 12:31pm,Snow Emergency,"1802 4th av s,Minneapolis,MN",44.951631,-93.270956,6,Phillips,Phillips West,3,2,Diamond Lake
-93.2091900000185,44.9499939999232,497,03/11/2019 12:36pm,Snow Emergency,"1536 45th ave s,Minneapolis,MN",44.949994,-93.20919,2,Longfellow,Cooper,4,2,Diamond Lake
-93.2394190000867,44.9842690004141,498,03/11/2019 12:37pm,Snow Emergency,"1002 6th st se,Minneapolis,MN",44.984269,-93.239419,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2557990000238,45.0134489997716,499,03/11/2019 12:38pm,Snow Emergency,"2506 jefferson st ne,Minneapolis,MN",45.013449,-93.255799,1,Northeast,Holland,2,2,Diamond Lake
-93.2992449998568,44.994621000259,500,03/11/2019 12:39pm,Snow Emergency,"1516 Irving ave n ,Minneapolis,MN",44.994621,-93.299245,5,Near North,Near - North,1,2,Diamond Lake
-93.2621679996534,45.011953000031,501,03/11/2019 12:40pm,Snow Emergency,"354 24th ave ne,Minneapolis,MN",45.011953,-93.262168,1,Northeast,Holland,2,2,Diamond Lake
-93.2740279997923,44.9650879999113,502,03/11/2019 12:40pm,Snow Emergency,"1804 2nd ave s,Minneapolis,MN",44.965088,-93.274028,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2522900000834,44.9379060000619,503,03/11/2019 12:40pm,Snow Emergency,"1532 36th st e,Minneapolis,MN",44.937906,-93.25229,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2432400000259,44.9845249996291,504,03/11/2019 12:42pm,Snow Emergency,"800 5th st se,Minneapolis,MN",44.984525,-93.24324,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2998629995777,44.9886930002818,505,03/11/2019 12:43pm,Snow Emergency,"1038 Irving av n,Minneapolis,MN",44.988693,-93.299863,5,Near North,Near - North,1,2,Diamond Lake
-93.272444999637,44.9642150001222,506,03/11/2019 12:43pm,Snow Emergency,"304 19TH ST E,Minneapolis,MN",44.964215,-93.272445,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2522039997148,44.9431659998111,507,03/11/2019 12:45pm,Snow Emergency,"1540 33rd st e,Minneapolis,MN",44.943166,-93.252204,9,Powderhorn,Powderhorn Park,6,2,Diamond Lake
-93.2480359999614,44.9862890000374,508,03/11/2019 12:46pm,Snow Emergency,"424 5th st se,Minneapolis,MN",44.986289,-93.248036,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2459190003615,44.9855429998096,509,03/11/2019 12:48pm,Snow Emergency,"604 5th st se,Minneapolis,MN",44.985543,-93.245919,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2758140003158,44.9640499997078,510,03/11/2019 12:49pm,Snow Emergency,"118 19th st e ,Minneapolis,MN",44.96405,-93.275814,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2481160000533,44.9863520002447,511,03/11/2019 12:50pm,Snow Emergency,"422 5th st Se,Minneapolis,MN",44.986352,-93.248116,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2991829996956,44.9949569995659,512,03/11/2019 12:53pm,Snow Emergency,"1524 irving ave n,Minneapolis,MN",44.994957,-93.299183,5,Near North,Near - North,1,2,Diamond Lake
-93.296855000258,44.9856100002014,513,03/11/2019 12:53pm,Snow Emergency,"1306 7TH AVE N,Minneapolis,MN",44.98561,-93.296855,5,Near North,Near - North,1,2,Diamond Lake
-93.2756509999936,44.9655440002555,514,03/11/2019 12:53pm,Snow Emergency,"110 18TH ST E,Minneapolis,MN",44.965544,-93.275651,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.3003359998065,44.9958959997007,515,03/11/2019 12:57pm,Snow Emergency,"1618 james ave n,Minneapolis,MN",44.995896,-93.300336,5,Near North,Near - North,1,2,Diamond Lake
-93.2898619997314,44.9301769997688,516,03/11/2019 12:58pm,Snow Emergency,"4004 Aldrich ave s,Minneapolis,MN",44.930177,-93.289862,10,Southwest,East Harriet,5,2,Diamond Lake
-93.283382000379,44.9482110004374,517,03/11/2019 12:59pm,Snow Emergency,"3002 pleasent ave s ,Minneapolis,MN",44.948211,-93.283382,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2993619998564,45.0203749999064,518,03/11/2019 01:00pm,Snow Emergency,"3842 Irving ave n ,Minneapolis,MN",45.020375,-93.299362,4,Camden,Folwell,1,2,Diamond Lake
-93.3016409997323,44.9892780002796,519,03/11/2019 01:01pm,Snow Emergency,"1106 Knox Ave n,Minneapolis,MN",44.989278,-93.301641,5,Near North,Near - North,1,2,Diamond Lake
-93.2922609997453,44.9463229997068,520,03/11/2019 01:02pm,Snow Emergency,"3104 colfax ave s,Minneapolis,MN",44.946323,-93.292261,10,Calhoun Isle,CARAG,5,2,Diamond Lake
-93.2832580000566,44.9480749995616,521,03/11/2019 01:03pm,Snow Emergency,"3004 pleasent ave s ,Minneapolis,MN",44.948075,-93.283258,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2761790000608,44.9654690003941,522,03/11/2019 01:05pm,Snow Emergency,"104 18th st e,Minneapolis,MN",44.965469,-93.276179,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2834360001712,44.9430990003187,523,03/11/2019 01:05pm,Snow Emergency,"3254 pleasant Ave ,Minneapolis,MN",44.943099,-93.283436,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2955389998249,44.9856049999708,524,03/11/2019 01:06pm,Snow Emergency,"1212 7TH AVE N,Minneapolis,MN",44.985605,-93.295539,5,Near North,Near - North,1,2,Diamond Lake
-93.2613760000024,44.9672220002951,525,03/11/2019 01:06pm,Snow Emergency,"1520 elliot Avenue s ,Minneapolis,MN",44.967222,-93.261376,6,Central,Elliot Park,3,2,Diamond Lake
-93.2392640001335,44.9807099999666,526,03/11/2019 01:08pm,Snow Emergency,"308 12th ave se,Minneapolis,MN",44.98071,-93.239264,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2536370001474,45.0110859996192,527,03/11/2019 01:10pm,Snow Emergency,"680 23rd ave ne,Minneapolis,MN",45.011086,-93.253637,1,Northeast,Holland,2,2,Diamond Lake
-93.2738980000926,44.9609000001349,528,03/11/2019 01:11pm,Snow Emergency,"218 22nd st e,Minneapolis,MN",44.9609,-93.273898,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2738359999314,44.9609000001349,529,03/11/2019 01:12pm,Snow Emergency,"228 22nd st e,Minneapolis,MN",44.9609,-93.273836,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2717930001468,44.9611079998344,530,03/11/2019 01:13pm,Snow Emergency,"2120 Clinton ave s,Minneapolis,MN",44.961108,-93.271793,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2717990004235,44.9617669996474,531,03/11/2019 01:14pm,Snow Emergency,"2026 CLINTON AVE S ,Minneapolis,MN",44.961767,-93.271799,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2527760000124,45.0110849995731,532,03/11/2019 01:15pm,Snow Emergency,"694 23rd ave ne,Minneapolis,MN",45.011085,-93.252776,1,Northeast,Holland,2,2,Diamond Lake
-93.2527679996434,45.0109270003808,533,03/11/2019 01:17pm,Snow Emergency,"692 23rd ave ne,Minneapolis,MN",45.010927,-93.252768,1,Northeast,Holland,2,2,Diamond Lake
-93.2358639998237,44.9841670002069,534,03/11/2019 01:19pm,Snow Emergency,"1218 7th st se,Minneapolis,MN",44.984167,-93.235864,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2527719998279,45.0109159998735,535,03/11/2019 01:19pm,Snow Emergency,"690 23rd ave ne,Minneapolis,MN",45.010916,-93.252772,1,Northeast,Holland,2,2,Diamond Lake
-93.2743549995835,44.9656000001399,536,03/11/2019 01:20pm,Snow Emergency,"1716 2ND AVE S,Minneapolis,MN",44.9656,-93.274355,6,Central,Steven's Square - Loring Heights,3,2,Diamond Lake
-93.2529269997812,45.0149760000424,537,03/11/2019 01:21pm,Snow Emergency,"694 26th ave ne,Minneapolis,MN",45.014976,-93.252927,1,Northeast,Holland,2,2,Diamond Lake
-93.2405320001516,44.9846479999053,538,03/11/2019 01:21pm,Snow Emergency,"924 6th st se,Minneapolis,MN",44.984648,-93.240532,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2335859999939,44.9851729998341,539,03/11/2019 01:22pm,Snow Emergency,"810 13th ave se,Minneapolis,MN",44.985173,-93.233586,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2717999995703,44.9621650000148,540,03/11/2019 01:23pm,Snow Emergency,"2014 CLINTON AVE S,Minneapolis,MN",44.962165,-93.2718,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2374469999791,44.9847989996741,541,03/11/2019 01:25pm,Snow Emergency,"1104 7th st se,Minneapolis,MN",44.984799,-93.237447,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2373599995643,44.9834559997946,542,03/11/2019 01:25pm,Snow Emergency,"1128 6th st se,Minneapolis,MN",44.983456,-93.23736,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2379230003461,44.9841969997918,543,03/11/2019 01:27pm,Snow Emergency,"602 11TH AVE SE,Minneapolis,MN",44.984197,-93.237923,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2376179997709,44.9846839997668,544,03/11/2019 01:31pm,Snow Emergency,"620 11TH AVE SE,Minneapolis,MN",44.984684,-93.237618,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2800080003689,44.9575060001019,545,03/11/2019 01:33pm,Snow Emergency,"122 25th st w,Minneapolis,MN",44.957506,-93.280008,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2369100003962,44.9835359998866,546,03/11/2019 01:34pm,Snow Emergency,"1204 6th st se,Minneapolis,MN",44.983536,-93.23691,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2951970002413,45.0004219997755,547,03/11/2019 01:37pm,Snow Emergency,"1118 21st ave n ,Minneapolis,MN",45.000422,-93.295197,5,Near North,Jordan,1,2,Diamond Lake
-93.2800850003225,44.9611600004337,548,03/11/2019 01:38pm,Snow Emergency,"128 22ND ST W,Minneapolis,MN",44.96116,-93.280085,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2428819997045,44.9635920001707,549,03/11/2019 01:39pm,Snow Emergency,"904 21st ave n ,Minneapolis,MN",44.963592,-93.242882,6,Longfellow,Seward,4,2,Diamond Lake
-93.3066969999666,44.9883170000296,550,03/11/2019 01:40pm,Snow Emergency,"1008 OLIVER AVE N ,Minneapolis,MN",44.988317,-93.306697,5,Near North,Near - North,1,2,Diamond Lake
-93.2983869998601,44.9852780001796,551,03/11/2019 01:42pm,Snow Emergency,"610 Elwood av n,Minneapolis,MN",44.985278,-93.298387,5,Near North,Near - North,1,2,Diamond Lake
-93.2350180003804,44.9833650000948,552,03/11/2019 01:42pm,Snow Emergency,"614 13th ave se,Minneapolis,MN",44.983365,-93.235018,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2254889998175,44.8992869997953,553,03/11/2019 01:46pm,Snow Emergency,"5734 Sander Drive,Minneapolis,MN",44.899287,-93.225489,11,Nokomis,Wenonah,6,2,Diamond Lake
-93.2783320004215,44.9414760001173,554,03/11/2019 01:46pm,Snow Emergency,"24 34th st w ,Minneapolis,MN",44.941476,-93.278332,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2546029997286,45.0149669996274,555,03/11/2019 01:49pm,Snow Emergency,"644 26th ave ne,Minneapolis,MN",45.014967,-93.254603,1,Northeast,Holland,2,2,Diamond Lake
-93.2801590001377,44.9415760002323,556,03/11/2019 01:50pm,Snow Emergency,"108 34th st w ,Minneapolis,MN",44.941576,-93.280159,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2483399995913,45.0166150000823,557,03/11/2019 01:50pm,Snow Emergency,"912 27th ave ne,Minneapolis,MN",45.016615,-93.24834,1,Northeast,Holland,2,2,Diamond Lake
-93.2085330002977,44.9073419998335,558,03/11/2019 01:51pm,Snow Emergency,"4524 53rd St E,Minneapolis,MN",44.907342,-93.208533,12,Nokomis,Minnehaha,6,2,Diamond Lake
-93.3067250003584,44.9884319999369,559,03/11/2019 01:55pm,Snow Emergency,"1014 oliver ave n,Minneapolis,MN",44.988432,-93.306725,5,Near North,Near - North,1,2,Diamond Lake
-93.2817109997628,44.9471069998882,560,03/11/2019 01:56pm,Snow Emergency,"3034 pillsbury ave s,Minneapolis,MN",44.947107,-93.281711,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.2360749996615,44.9633770001485,561,03/11/2019 01:57pm,Snow Emergency,"915 25 ave s,Minneapolis,MN",44.963377,-93.236075,6,Longfellow,Seward,4,2,Diamond Lake
-93.2953380004483,45.0004209997294,562,03/11/2019 01:58pm,Snow Emergency,"1122 21st ave n,Minneapolis,MN",45.000421,-93.295338,5,Near North,Jordan,1,2,Diamond Lake
-93.276859999989,44.9574639999637,563,03/11/2019 01:59pm,Snow Emergency,"22 25TH ST E,Minneapolis,MN",44.957464,-93.27686,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.2403879998063,44.9832019997725,564,03/11/2019 02:00pm,Snow Emergency,"1000 5th st se,Minneapolis,MN",44.983202,-93.240388,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2768460002427,44.9574730003787,565,03/11/2019 02:00pm,Snow Emergency,"26 25th st e,Minneapolis,MN",44.957473,-93.276846,10,Powderhorn,Whittier,3,2,Diamond Lake
-93.3067109997128,44.9886510001436,566,03/11/2019 02:01pm,Snow Emergency,"1022 OLIVER AVE N ,Minneapolis,MN",44.988651,-93.306711,5,Near North,Near - North,1,2,Diamond Lake
-93.2227910004043,44.9033269999412,567,03/11/2019 02:01pm,Snow Emergency,"3408 55th st e,Minneapolis,MN",44.903327,-93.222791,12,Nokomis,Morris Park,6,2,Diamond Lake
-93.2833760001023,44.9408580003965,568,03/11/2019 02:05pm,Snow Emergency,"3410 pleasant ave s,Minneapolis,MN",44.940858,-93.283376,8,Powderhorn,Lyndale,5,2,Diamond Lake
-93.240302000337,44.9832490001413,569,03/11/2019 02:05pm,Snow Emergency,"1002 5th st se,Minneapolis,MN",44.983249,-93.240302,3,University,Marcy Holmes,4,2,Diamond Lake
-93.2948769998736,45.0048170001045,570,03/11/2019 02:06pm,Snow Emergency,"1118 25th ave n,Minneapolis,MN",45.004817,-93.294877,5,Near North,Jordan,1,2,Diamond Lake
