OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
3053,Northrop,2022-2023,4,271123302848,1/6/23 12:00 AM,10:52 AM,1/6/23 10:52 AM,2825 PILLSBURY AVE,44.951182,-93.281299,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384026.705176,5613839.36251996
3054,Northrop,2022-2023,4,271123302847,1/6/23 12:00 AM,10:45 AM,1/6/23 10:45 AM,2829 PILLSBURY AVE,44.950927,-93.281295,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384026.2599776,5613799.25222813
3055,Northrop,2022-2023,4,271123302846,1/6/23 12:00 AM,10:40 AM,1/6/23 10:40 AM,2629 PLEASANT AVE,44.95451,-93.282962,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384211.8295167,5614362.85744541
3056,Northrop,2022-2023,4,271123302845,1/6/23 12:00 AM,10:35 AM,1/6/23 10:35 AM,2613 PLEASANT AVE,44.954967,-93.28291,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384206.0409366,5614434.74589542
3057,Northrop,2022-2023,4,271123302844,1/6/23 12:00 AM,10:26 AM,1/6/23 10:26 AM,2005 PLEASANT AVE,44.962441,-93.282945,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384209.9370982,5615610.5271275
3058,Northrop,2022-2023,4,271123302843,1/6/23 12:00 AM,10:22 AM,1/6/23 10:22 AM,2003 PLEASANT AVE,44.962472,-93.282916,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384206.7087843,5615615.40419026
3059,Northrop,2022-2023,4,271123302842,1/6/23 12:00 AM,10:18 AM,1/6/23 10:18 AM,2009 PLEASANT AVE,44.962262,-93.282895,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384204.3711674,5615582.36571419
3060,Northrop,2022-2023,4,271123302841,1/6/23 12:00 AM,10:13 AM,1/6/23 10:13 AM,2017 PLEASANT AVE,44.962008,-93.282883,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384203.0352719,5615542.40500923
3061,Northrop,2022-2023,4,271123302840,1/6/23 12:00 AM,10:09 AM,1/6/23 10:09 AM,2107 PLEASANT AVE,44.961528,-93.282882,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384202.9239473,5615466.88926072
3062,Northrop,2022-2023,4,271123302839,1/6/23 12:00 AM,10:04 AM,1/6/23 10:04 AM,2129 PLEASANT AVE,44.960977,-93.282927,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,3,3,-10384207.9333551,5615380.20415456
3063,Northrop,2022-2023,4,271123302838,1/6/23 12:00 AM,10:00 AM,1/6/23 10:00 AM,2317 PLEASANT AVE,44.959549,-93.282934,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384208.7126275,5615155.55050128
3064,Northrop,2022-2023,4,271123302837,1/6/23 12:00 AM,9:55 AM,1/6/23 9:55 AM,2503 PLEASANT AVE,44.957074,-93.282917,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384206.8201089,5614766.19560999
3065,Northrop,2022-2023,4,271123302836,1/6/23 12:00 AM,9:53 AM,1/6/23 9:53 AM,2507 PLEASANT AVE,44.956961,-93.282998,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384215.837003,5614748.41943223
3066,Northrop,2022-2023,4,271123302835,1/6/23 12:00 AM,9:48 AM,1/6/23 9:48 AM,2611 PLEASANT AVE,44.955061,-93.282912,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384206.2635859,5614449.53264081
3067,Northrop,2022-2023,4,271123302834,1/6/23 12:00 AM,9:45 AM,1/6/23 9:45 AM,2619 PLEASANT AVE,44.954877,-93.28293,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384208.267329,5614420.58842604
3068,Northrop,2022-2023,4,271123302833,1/6/23 12:00 AM,9:42 AM,1/6/23 9:42 AM,2645 PLEASANT AVE,44.95396,-93.282966,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384212.2748152,5614276.3402512
3069,Northrop,2022-2023,4,271123302832,1/6/23 12:00 AM,9:35 AM,1/6/23 9:35 AM,2715 PLEASANT AVE,44.953041,-93.282884,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384203.1465965,5614131.77976543
3070,Northrop,2022-2023,4,271123302831,1/6/23 12:00 AM,9:26 AM,1/6/23 9:26 AM,2803 PLEASANT AVE,44.951632,-93.282911,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10384206.1522612,5613910.14581432
3071,Northrop,2022-2023,4,271123302830,1/6/23 12:00 AM,8:55 AM,1/6/23 8:55 AM,2525 STEVENS AVE S,44.956355,-93.27531,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10383360.0127354,5614653.0892106
3072,Northrop,2022-2023,4,271123302829,1/6/23 12:00 AM,8:53 AM,1/6/23 8:53 AM,2531 STEVENS AVE S,44.956167,-93.275304,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10383359.3448878,5614623.51507718
3073,Northrop,2022-2023,4,271123302828,1/6/23 12:00 AM,8:48 AM,1/6/23 8:48 AM,2623 2ND AVE S,44.954619,-93.274012,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10383215.5200805,5614380.00361492
3074,Northrop,2022-2023,4,271123302827,1/6/23 12:00 AM,8:35 AM,1/6/23 8:35 AM,2007 CLIFTON AVE,44.962144,-93.271551,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10382941.5627942,5615563.80126462
3075,Northrop,2022-2023,4,271123302826,1/6/23 12:00 AM,8:30 AM,1/6/23 8:30 AM,2105 CLIFTON AVE,44.961477,-93.271485,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10382934.2157695,5615458.86565673
3076,Northrop,2022-2023,4,271123302825,1/6/23 12:00 AM,8:20 AM,1/6/23 8:20 AM,2443 CLIFTON AVE,44.957727,-93.271471,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10382932.6572247,5614868.92081608
3077,Northrop,2022-2023,4,271123302824,1/6/23 12:00 AM,8:14 AM,1/6/23 8:14 AM,2521 CLIFTON AVE,44.956953,-93.271475,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10382933.1025232,5614747.160883
3078,Northrop,2022-2023,4,271123302823,1/6/23 12:00 AM,8:06 AM,1/6/23 8:06 AM,2521 CLIFTON AVE,44.956584,-93.271377,478.1000(c),Snow emergency parking restrictions - odd number address,10,Whittier,Powderhorn,2,3,-10382922.1932106,5614689.11317853
3079,Northrop,2022-2023,4,271123302822,1/5/23 12:00 AM,2:52 PM,1/5/23 2:52 PM,2952 GRAND AVE S,44.948705,-93.284255,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384355.7656486,5613449.74979963
3080,Northrop,2022-2023,4,271123302821,1/5/23 12:00 AM,2:42 PM,1/5/23 2:42 PM,2920 GRAND AVE S,44.949611,-93.284309,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384361.776878,5613592.25462491
3081,Northrop,2022-2023,4,271123302820,1/5/23 12:00 AM,2:36 PM,1/5/23 2:36 PM,2916 GRAND AVE S,44.949698,-93.28432,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384363.0013487,5613605.93889903
3082,Northrop,2022-2023,4,271123302819,1/5/23 12:00 AM,2:29 PM,1/5/23 2:29 PM,2804 GRAND AVE S,44.951691,-93.284297,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384360.4410826,5613919.42633404
3083,Northrop,2022-2023,4,271123302818,1/5/23 12:00 AM,2:01 PM,1/5/23 2:01 PM,2540 GRAND AVE S,44.956032,-93.284221,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384351.9808116,5614602.27822515
3084,Northrop,2022-2023,4,271123302817,1/5/23 12:00 AM,1:46 PM,1/5/23 1:46 PM,2024 GRAND AVE S,44.961875,-93.284208,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384350.5335915,5615521.48080096
3085,Northrop,2022-2023,4,271123302816,1/5/23 12:00 AM,1:44 PM,1/5/23 1:44 PM,2100 GRAND AVE S,44.961749,-93.284232,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384353.2052823,5615501.65782219
3086,Northrop,2022-2023,4,271123302815,1/5/23 12:00 AM,1:39 PM,1/5/23 1:39 PM,2208 GRAND AVE S,44.960399,-93.284287,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384359.3278363,5615289.27230439
3087,Northrop,2022-2023,4,271123302814,1/5/23 12:00 AM,1:32 PM,1/5/23 1:32 PM,2122 GRAND AVE S,44.96113,-93.284206,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384350.3109422,5615404.27449521
3088,Northrop,2022-2023,4,271123302813,1/5/23 12:00 AM,12:44 PM,1/5/23 12:44 PM,2604 PLEASANT AVE,44.955275,-93.283023,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384218.6200185,5614483.19622694
3089,Northrop,2022-2023,4,271123302812,1/5/23 12:00 AM,12:34 PM,1/5/23 12:34 PM,2434 PLEASANT AVE,44.957767,-93.282953,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384210.8276952,5614875.21336591
3090,Northrop,2022-2023,4,271123302811,1/5/23 12:00 AM,12:30 PM,1/5/23 12:30 PM,2434 PLEASANT AVE,44.957937,-93.282955,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384211.0502444,5614901.95668087
3091,Northrop,2022-2023,4,271123302810,1/5/23 12:00 AM,12:13 PM,1/5/23 12:13 PM,2320 PLEASANT AVE,44.959499,-93.282957,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384211.2728936,5615147.68464114
3092,Northrop,2022-2023,4,271123302809,1/5/23 12:00 AM,12:10 PM,1/5/23 12:10 PM,2314 PLEASANT AVE,44.959623,-93.283078,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384224.7425725,5615167.19204913
3093,Northrop,2022-2023,4,271123302808,1/5/23 12:00 AM,12:07 PM,1/5/23 12:07 PM,2302 PLEASANT AVE,44.959772,-93.283036,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384220.0671385,5615190.63265773
3094,Northrop,2022-2023,4,271123302807,1/5/23 12:00 AM,12:01 PM,1/5/23 12:01 PM,2220 PLEASANT AVE,44.960227,-93.282973,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384213.0540876,5615262.21304516
3095,Northrop,2022-2023,4,271123302806,1/5/23 12:00 AM,11:56 AM,1/5/23 11:56 AM,2214 PLEASANT AVE,44.960582,-93.282972,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384212.942763,5615318.06197614
3096,Northrop,2022-2023,4,271123302805,1/5/23 12:00 AM,11:42 AM,1/5/23 11:42 AM,2006 PLEASANT AVE,44.962433,-93.283003,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10384216.3936261,5615609.26845807
3097,Northrop,2022-2023,4,271123302804,1/5/23 12:00 AM,11:30 AM,1/5/23 11:30 AM,2114 STEVENS AVE S,44.96114,-93.275389,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383368.8069803,5615405.8477963
3098,Northrop,2022-2023,4,271123302803,1/5/23 12:00 AM,11:26 AM,1/5/23 11:26 AM,2436 STEVENS AVE S,44.957878,-93.27534,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383363.352374,5614892.67515099
3099,Northrop,2022-2023,4,271123302802,1/5/23 12:00 AM,11:17 AM,1/5/23 11:17 AM,2514 STEVENS AVE S,44.956634,-93.275444,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383374.9296344,5614696.97878055
3100,Northrop,2022-2023,4,271123302801,1/5/23 12:00 AM,11:12 AM,1/5/23 11:12 AM,2546 STEVENS AVE S,44.955669,-93.275512,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383382.4993084,5614545.17534301
3101,Northrop,2022-2023,4,271123302800,1/5/23 12:00 AM,11:10 AM,1/5/23 11:10 AM,2544 STEVENS AVE S,44.955748,-93.27549,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383380.0502668,5614557.60268036
3102,Northrop,2022-2023,4,271123302799,1/5/23 12:00 AM,11:07 AM,1/5/23 11:07 AM,2540 STEVENS AVE S,44.955826,-93.275397,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383369.6975773,5614569.87271926
3103,Northrop,2022-2023,4,271123302798,1/5/23 12:00 AM,11:05 AM,1/5/23 11:05 AM,2540 STEVENS AVE S,44.955886,-93.275329,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383362.1279033,5614579.31123296
3104,Northrop,2022-2023,4,271123302797,1/5/23 12:00 AM,11:02 AM,1/5/23 11:02 AM,2532 STEVENS AVE S,44.956148,-93.275319,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383361.014657,5614620.52620588
3105,Northrop,2022-2023,4,271123302796,1/5/23 12:00 AM,11:01 AM,1/5/23 11:01 AM,2524 STEVENS AVE S,44.956428,-93.275419,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383372.1466189,5614664.57279324
3106,Northrop,2022-2023,4,271123302795,1/5/23 12:00 AM,10:41 AM,1/5/23 10:41 AM,2728 2ND AVE S,44.95274,-93.274103,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383225.6501208,5614084.43232808
3107,Northrop,2022-2023,4,271123302794,1/5/23 12:00 AM,10:39 AM,1/5/23 10:39 AM,2724 2ND AVE S,44.952773,-93.274147,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383230.548204,5614089.62332219
3108,Northrop,2022-2023,4,271123302793,1/5/23 12:00 AM,10:34 AM,1/5/23 10:34 AM,2718 2ND AVE S,44.95302,-93.274149,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383230.7708533,5614128.47644121
3109,Northrop,2022-2023,4,271123302792,1/5/23 12:00 AM,10:22 AM,1/5/23 10:22 AM,2700 2ND AVE S,44.953486,-93.274154,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383231.3274764,5614201.77880688
3110,Northrop,2022-2023,4,271123302791,1/5/23 12:00 AM,10:23 AM,1/5/23 10:23 AM,2704 2ND AVE S,44.95347,-93.274181,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383234.333041,5614199.26200249
3111,Northrop,2022-2023,4,271123302790,1/5/23 12:00 AM,10:26 AM,1/5/23 10:26 AM,2710 2ND AVE S,44.953368,-93.27405,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383219.750216,5614183.21719644
3112,Northrop,2022-2023,4,271123302787,1/5/23 12:00 AM,10:15 AM,1/5/23 10:15 AM,2638 2ND AVE S,44.953942,-93.274077,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383222.7558808,5614273.50880523
3113,Northrop,2022-2023,4,271123302786,1/5/23 12:00 AM,10:13 AM,1/5/23 10:13 AM,2634 2ND AVE S,44.954219,-93.274122,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383227.7651885,5614317.08176594
3114,Northrop,2022-2023,4,271123302785,1/5/23 12:00 AM,10:10 AM,1/5/23 10:10 AM,2626 2ND AVE S,44.954556,-93.27418,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383234.2217164,5614370.09337339
3115,Northrop,2022-2023,4,271123302784,1/5/23 12:00 AM,10:04 AM,1/5/23 10:04 AM,2608 2ND AVE S,44.955068,-93.274106,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10383225.9840947,5614450.63383506
3116,Northrop,2022-2023,4,271123302783,1/5/23 12:00 AM,9:51 AM,1/5/23 9:51 AM,2542 CLIFTON AVE,44.955879,-93.271492,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10382934.9949417,5614578.210023
3117,Northrop,2022-2023,4,271123302782,1/5/23 12:00 AM,9:44 AM,1/5/23 9:44 AM,2540 CLIFTON AVE,44.955989,-93.271586,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10382945.4589558,5614595.51405903
3118,Northrop,2022-2023,4,271123302781,1/5/23 12:00 AM,9:39 AM,1/5/23 9:39 AM,2524 CLIFTON AVE,44.956438,-93.271562,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,2,3,-10382942.7873651,5614666.14596541
3119,Northrop,2022-2023,4,271123302780,1/5/23 12:00 AM,9:31 AM,1/5/23 9:31 AM,2526 CLIFTON AVE,44.956345,-93.271486,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382934.3270941,5614651.51604071
3120,Northrop,2022-2023,4,271123302779,1/5/23 12:00 AM,9:23 AM,1/5/23 9:23 AM,2520 CLIFTON AVE,44.956439,-93.271551,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382941.5627942,5614666.30328264
3121,Northrop,2022-2023,4,271123302778,1/5/23 12:00 AM,9:19 AM,1/5/23 9:19 AM,2518 CLIFTON AVE,44.956686,-93.27157,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382943.677862,5614705.15888378
3122,Northrop,2022-2023,4,271123302777,1/5/23 12:00 AM,9:15 AM,1/5/23 9:15 AM,2514 CLIFTON AVE,44.956851,-93.271524,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382938.5572296,5614731.11510309
3123,Northrop,2022-2023,4,271123302776,1/5/23 12:00 AM,9:10 AM,1/5/23 9:10 AM,2422 CLIFTON AVE,44.958109,-93.271591,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382946.015579,5614929.01471869
3124,Northrop,2022-2023,4,271123302775,1/5/23 12:00 AM,9:04 AM,1/5/23 9:04 AM,2422 CLIFTON AVE,44.958593,-93.271484,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382934.1044448,5615005.1552599
3125,Northrop,2022-2023,4,271123302774,1/5/23 12:00 AM,9:01 AM,1/5/23 9:01 AM,2418 CLIFTON AVE,44.958531,-93.271617,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382948.9099191,5614995.40165499
3126,Northrop,2022-2023,4,271123302773,1/5/23 12:00 AM,8:57 AM,1/5/23 8:57 AM,2408 CLIFTON AVE,44.958707,-93.271525,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382938.6685542,5615023.0892667
3127,Northrop,2022-2023,4,271123302772,1/5/23 12:00 AM,8:49 AM,1/5/23 8:49 AM,2404 CLIFTON AVE,44.958887,-93.271576,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382944.3458097,5615051.4062591
3128,Northrop,2022-2023,4,271123302771,1/5/23 12:00 AM,8:42 AM,1/5/23 8:42 AM,2300 CLIFTON AVE,44.960052,-93.271564,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382943.0100143,5615234.68202708
3129,Northrop,2022-2023,4,271123302770,1/5/23 12:00 AM,8:39 AM,1/5/23 8:39 AM,2214 CLIFTON AVE,44.960376,-93.271634,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382950.8023376,5615285.65390051
3130,Northrop,2022-2023,4,271123302769,1/5/23 12:00 AM,8:29 AM,1/5/23 8:29 AM,2102 CLIFTON AVE,44.961723,-93.271669,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382954.6984992,5615497.56747947
3131,Northrop,2022-2023,4,271123302768,1/5/23 12:00 AM,8:17 AM,1/5/23 8:17 AM,2012 CLIFTON AVE,44.962126,-93.271556,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382942.1194173,5615560.96941479
3132,Northrop,2022-2023,4,271123302767,1/5/23 12:00 AM,8:13 AM,1/5/23 8:13 AM,2002 CLIFTON AVE,44.962389,-93.271543,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382940.6722973,5615602.34606227
3133,Northrop,2022-2023,4,271123302766,1/5/23 12:00 AM,8:09 AM,1/5/23 8:09 AM,2000 CLIFTON AVE,44.96254,-93.271575,478.1000(b),Snow emergency parking restrictions - even number address,10,Whittier,Powderhorn,3,3,-10382944.2344851,5615626.10246888
3134,Northrop,2022-2023,4,271123302765,1/4/23 12:00 AM,10:24 PM,1/4/23 10:24 PM,5142 42ND AVE S,44.909513,-93.21267,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Minnehaha,Nokomis,3,6,-10376386.9599282,5607287.39105597
3135,Northrop,2022-2023,4,271123302764,1/4/23 12:00 AM,9:55 PM,1/4/23 9:55 PM,2903 46TH ST E,44.91976,-93.230909,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Ericsson,Nokomis,3,6,-10378417.3160463,5608898.17334053
3136,Northrop,2022-2023,4,271123302763,1/4/23 12:00 AM,9:34 PM,1/4/23 9:34 PM,3641 42ND ST E,44.926902,-93.219188,478.1000(a),Snow emergency parking restrictions - snow emergency route,12,Hiawatha,Longfellow,3,6,-10377112.540292,5610021.03358062
3137,Northrop,2022-2023,4,271123302603,1/6/23 12:00 AM,2:39 PM,1/6/23 2:39 PM,5015 FREMONT AVE S,44.911891,-93.295887,478.1000(c),Snow emergency parking restrictions - odd number address,13,Lynnhurst,Southwest,3,5,-10385650.6339118,5607661.17637165
3138,Northrop,2022-2023,4,271123302602,1/6/23 12:00 AM,1:43 PM,1/6/23 1:43 PM,915 45TH ST W,44.921343,-93.291635,478.1000(c),Snow emergency parking restrictions - odd number address,13,East Harriet,Southwest,3,5,-10385177.3034336,5609147.03946891
3139,Northrop,2022-2023,4,271123302601,1/6/23 12:00 AM,1:30 PM,1/6/23 1:30 PM,29 44TH ST W,44.923182,-93.279216,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10383794.8266956,5609436.16041782
3140,Northrop,2022-2023,4,271123302600,1/6/23 12:00 AM,12:56 PM,1/6/23 12:56 PM,324 39TH ST W,44.932287,-93.283913,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10384317.694329,5610867.75182426
3141,Northrop,2022-2023,4,271123302599,1/6/23 12:00 AM,12:33 PM,1/6/23 12:33 PM,133 37TH ST W,44.935898,-93.281128,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10384007.6695663,5611435.5770985
3142,Northrop,2022-2023,4,271123302598,1/6/23 12:00 AM,12:29 PM,1/6/23 12:29 PM,209 37TH ST W,44.935911,-93.281904,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10384094.0534703,5611437.62134965
3143,Northrop,2022-2023,4,271123302597,1/6/23 12:00 AM,12:11 PM,1/6/23 12:11 PM,401 37TH ST W,44.93589,-93.284462,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10384378.8087446,5611434.31901099
3144,Northrop,2022-2023,4,271123302596,1/6/23 12:00 AM,12:02 PM,1/6/23 12:02 PM,427 37TH ST W,44.9359,-93.285426,478.1000(c),Snow emergency parking restrictions - odd number address,8,King Field,Southwest,3,5,-10384486.1207769,5611435.89162041
3145,Northrop,2022-2023,4,271123302595,1/6/23 12:00 AM,11:30 AM,1/6/23 11:30 AM,1028 34TH ST W,44.941317,-93.29303,478.1000(c),Snow emergency parking restrictions - odd number address,10,South Uptown,Calhoun Isle,3,5,-10385332.5941766,5612287.7750826
3146,Northrop,2022-2023,4,271123302594,1/6/23 12:00 AM,11:22 AM,1/6/23 11:22 AM,411 34TH ST W,44.941244,-93.284995,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10384438.1420663,5612276.29452279
3147,Northrop,2022-2023,4,271123302593,1/6/23 12:00 AM,11:11 AM,1/6/23 11:11 AM,1 34TH ST E,44.941221,-93.277402,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10383592.8931375,5612272.67732632
3148,Northrop,2022-2023,4,271123302592,1/6/23 12:00 AM,10:48 AM,1/6/23 10:48 AM,207 33RD ST W,44.942921,-93.281837,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10384086.5951209,5612540.03737976
3149,Northrop,2022-2023,4,271123302591,1/6/23 12:00 AM,10:31 AM,1/6/23 10:31 AM,611 33RD ST W,44.942901,-93.287546,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10384722.1180683,5612536.89191802
3150,Northrop,2022-2023,4,271123302590,1/6/23 12:00 AM,10:38 AM,1/6/23 10:38 AM,529 33RD ST W,44.942884,-93.286528,478.1000(c),Snow emergency parking restrictions - odd number address,8,Lyndale,Powderhorn,3,5,-10384608.7948066,5612534.21829761
3151,Northrop,2022-2023,4,271123302588,1/6/23 12:00 AM,10:22 AM,1/6/23 10:22 AM,1419 33RD ST W,44.942862,-93.298196,478.1000(c),Snow emergency parking restrictions - odd number address,10,South Uptown,Calhoun Isle,3,5,-10385907.6706561,5612530.75827784
3152,Northrop,2022-2023,4,271123302587,1/6/23 12:00 AM,10:17 AM,1/6/23 10:17 AM,1437 33RD ST W,44.942901,-93.299297,478.1000(c),Snow emergency parking restrictions - odd number address,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386030.2333611,5612536.89191802
3153,Northrop,2022-2023,4,271123302585,1/6/23 12:00 AM,10:07 AM,1/6/23 10:07 AM,1309 32ND ST W,44.944727,-93.296448,478.1000(c),Snow emergency parking restrictions - odd number address,10,South Uptown,Calhoun Isle,3,5,-10385713.0842229,5612824.07671046
