OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborhood,Community,Day,TowDist,x,y
1060,01/12/2017 09:18am,Snow Emergency,"804 3rd ave ne,Minneapolis,MN",44.993601,-93.25159,3,St. Anthony East,Northeast,2,2,534085.008505732,173858.386656012
1061,01/12/2017 09:38am,Snow Emergency,"252 6th st ne,Minneapolis,MN",44.992153,-93.254099,3,St. Anthony East,Northeast,2,2,533436.715745669,173329.372469078
1062,01/12/2017 10:02am,Snow Emergency,"254 6th st ne,Minneapolis,MN",44.992021,-93.254535,3,St. Anthony East,Northeast,2,2,533323.98627444,173281.063178626
1063,01/12/2017 10:17am,Snow Emergency,"808 Summer st ne,Minneapolis,MN",44.996924,-93.250806,3,St. Anthony East,Northeast,2,2,534285.865082653,175070.347576039
1064,01/12/2017 10:19am,Snow Emergency,"702 Summer St ne,Minneapolis,MN",44.996918,-93.25241,3,St. Anthony East,Northeast,2,2,533870.901488487,175067.485060843
1065,01/12/2017 10:22am,Snow Emergency,"688 Summer st ne,Minneapolis,MN",44.996751,-93.253155,3,St. Anthony East,Northeast,2,2,533678.262058502,175006.282853349
1066,01/12/2017 11:15am,Snow Emergency,"240 6th st ne,Minneapolis,MN",44.99196,-93.254075,3,St. Anthony East,Northeast,2,2,533443.03757316,173259.010916389
1067,01/12/2017 11:54am,Snow Emergency,"250 5th st ne,Minneapolis,MN",44.99181,-93.255467,3,St. Anthony East,Northeast,2,2,533082.971634647,173203.746634588
1068,01/12/2017 12:21pm,Snow Emergency,"248 5th st ne,Minneapolis,MN",44.991801,-93.255461,3,St. Anthony East,Northeast,2,2,533084.529270056,173200.467361366
1069,01/12/2017 12:38pm,Snow Emergency,"724 Adams st ne,Minneapolis,MN",44.99769,-93.256514,3,St. Anthony East,Northeast,2,2,532808.724624183,175347.282281584
1070,01/13/2017 08:50am,Snow Emergency,"649 Summer st ne,Minneapolis,MN",44.997062,-93.255707,3,St. Anthony East,Northeast,3,2,533017.859506863,175118.629355528
1071,01/13/2017 08:58am,Snow Emergency,"691 Summer st ne,Minneapolis,MN",44.996891,-93.253014,3,St. Anthony East,Northeast,3,2,533714.657890259,175057.388276287
1072,01/13/2017 09:15am,Snow Emergency,"705 Summer st ne,Minneapolis,MN",44.996892,-93.252384,3,St. Anthony East,Northeast,3,2,533877.643288877,175058.01571766
1073,01/13/2017 09:24am,Snow Emergency,"843 Summer st ne,Minneapolis,MN",44.997079,-93.248975,3,St. Anthony East,Northeast,3,2,534759.465022414,175127.64379049
1074,01/13/2017 10:29am,Snow Emergency,"215 5th st ne,Minneapolis,MN",44.991583,-93.254844,3,St. Anthony East,Northeast,3,2,533244.292106871,173121.232905778
1075,01/13/2017 11:08am,Snow Emergency,"627 Quincy st ne,Minneapolis,MN",44.995887,-93.25088,3,St. Anthony East,Northeast,3,2,534267.33893432,174692.205911662
1076,01/13/2017 11:19am,Snow Emergency,"625 Quincy st ne,Minneapolis,MN",44.995846,-93.251143,3,St. Anthony East,Northeast,3,2,534199.321874667,174677.145354729
1077,01/13/2017 11:20am,Snow Emergency,"841 Spring st ne,Minneapolis,MN",44.995236,-93.248885,3,St. Anthony East,Northeast,3,2,534783.863742181,174455.688785953
1078,01/13/2017 11:22am,Snow Emergency,"811 Spring st ne,Minneapolis,MN",44.995105,-93.250399,3,St. Anthony East,Northeast,3,2,534392.247332224,174407.27738596
1079,01/13/2017 11:26am,Snow Emergency,"613 Jackson st ne,Minneapolis,MN",44.995557,-93.249578,3,St. Anthony East,Northeast,3,2,534604.380958711,174572.434967884
1080,01/13/2017 11:41am,Snow Emergency,"635 washington st ne,Minneapolis,MN",44.996107,-93.257232,3,St. Anthony East,Northeast,3,2,532623.873422701,174769.800009409
1081,01/13/2017 11:50am,Snow Emergency,"813 Spring st ne,Minneapolis,MN",44.995105,-93.250312,3,St. Anthony East,Northeast,3,2,534414.755716786,174407.314330462
1082,01/11/2017 10:12pm,Snow Emergency,"614 2nd st n,Minneapolis,MN",44.99476,-93.263601,3,St. Anthony West,Northeast,1,2,530976.866406161,174276.157730387
1083,01/12/2017 12:58am,Snow Emergency,"714 5th st n,Minneapolis,MN",44.997117,-93.259369,3,St. Anthony West,Northeast,2,2,532070.443620934,175137.212352461
1084,01/12/2017 01:06am,Snow Emergency,"500 MAIN ST SE,Minneapolis,MN",44.992641,-93.263547,3,St. Anthony West,Northeast,2,2,530991.979457847,173503.549866456
1085,01/12/2017 01:28am,Snow Emergency,"200 2nd st ne,Minneapolis,MN",44.989685,-93.259628,3,St. Anthony West,Northeast,2,2,532007.576197705,172427.259588194
1086,01/12/2017 01:34am,Snow Emergency,"600 MAIN ST NE,Minneapolis,MN",44.993453,-93.264013,3,St. Anthony West,Northeast,2,2,530870.976656023,173799.443001493
1087,01/12/2017 09:11am,Snow Emergency,"102 3rd AVE ne,Minneapolis,MN",44.989897,-93.260707,3,St. Anthony West,Northeast,2,2,531728.278599471,172504.134356363
1088,01/12/2017 09:12am,Snow Emergency,"104 3rd Ave ne,Minneapolis,MN",44.989919,-93.260634,3,St. Anthony West,Northeast,2,2,531747.154361409,172512.184614551
1089,01/12/2017 09:27am,Snow Emergency,"420 4th ave ne,Minneapolis,MN",44.992979,-93.256763,3,St. Anthony West,Northeast,2,2,532746.990650201,173629.459892851
1090,01/12/2017 10:00am,Snow Emergency,"116 7th ave ne,Minneapolis,MN",44.994478,-93.26519,3,St. Anthony West,Northeast,2,2,530565.914436771,174172.731391533
1091,01/12/2017 10:14am,Snow Emergency,"314 5th ave ne,Minneapolis,MN",44.993656,-93.259381,3,St. Anthony West,Northeast,2,2,532069.269962023,173875.259777508
1092,01/12/2017 10:16am,Snow Emergency,"318 7th ave ne,Minneapolis,MN",44.99575,-93.260638,3,St. Anthony West,Northeast,2,2,531742.899497749,174638.277765602
1093,01/12/2017 10:42am,Snow Emergency,"314 7th ave ne,Minneapolis,MN",44.995765,-93.260812,3,St. Anthony West,Northeast,2,2,531697.875186205,174643.67885498
1094,01/12/2017 11:01am,Snow Emergency,"806 5th st ne,Minneapolis,MN",44.997811,-93.259901,3,St. Anthony West,Northeast,2,2,531932.425999744,175390.048018352
1095,01/12/2017 11:23am,Snow Emergency,"304 9th ave ne,Minneapolis,MN",44.997662,-93.262477,3,St. Anthony West,Northeast,2,2,531266.086274268,175334.71509676
1096,01/12/2017 11:53am,Snow Emergency,"210 5th st ne,Minneapolis,MN",44.991295,-93.25571,3,St. Anthony West,Northeast,2,2,533020.395774075,173015.86852282
1097,01/12/2017 12:03pm,Snow Emergency,"214 5th st ne,Minneapolis,MN",44.991295,-93.25571,3,St. Anthony West,Northeast,2,2,533020.395774075,173015.86852282
1098,01/12/2017 12:14pm,Snow Emergency,"216 5th st ne,Minneapolis,MN",44.991295,-93.25571,3,St. Anthony West,Northeast,2,2,533020.395774075,173015.86852282
1099,01/13/2017 08:44am,Snow Emergency,"223 4th ave ne,Minneapolis,MN",44.992295,-93.260038,3,St. Anthony West,Northeast,3,2,531900.04440009,173378.753696149
1100,01/13/2017 08:59am,Snow Emergency,"307 6th ave ne,Minneapolis,MN",44.99468,-93.260516,3,St. Anthony West,Northeast,3,2,531775.053978923,174248.182901335
1101,01/13/2017 10:16am,Snow Emergency,"207 9th ave ne,Minneapolis,MN",44.99727,-93.264042,3,St. Anthony West,Northeast,3,2,530861.424539008,175191.184146626
1102,01/13/2017 10:26am,Snow Emergency,"307 9th ave ne,Minneapolis,MN",44.997834,-93.262451,3,St. Anthony West,Northeast,3,2,531272.719091368,175397.43963507
1103,01/13/2017 10:32am,Snow Emergency,"145 10th ave ne,Minneapolis,MN",44.997746,-93.266199,3,St. Anthony West,Northeast,3,2,530303.144278385,175363.928630664
1104,01/13/2017 10:33am,Snow Emergency,"123 9th ave ne,Minneapolis,MN",44.996533,-93.266287,3,St. Anthony West,Northeast,3,2,530281.017413688,174921.61249431
1105,01/13/2017 10:59am,Snow Emergency,"113 9th ave ne,Minneapolis,MN",44.996389,-93.266705,3,St. Anthony West,Northeast,3,2,530172.952333321,174868.951206969
1106,01/13/2017 01:42pm,Snow Emergency,"707 9th ave n,Minneapolis,MN",44.998551,-93.260243,3,St. Anthony West,Northeast,3,2,531843.539500227,175659.73186388
1107,01/12/2017 03:56am,Snow Emergency,"1905 38th st e,Minneapolis,MN",44.933872,-93.244361,12,Standish,Powderhorn,2,6,535992.67169618,152083.281404146
1108,01/12/2017 09:16am,Snow Emergency,"1832 41st st e,Minneapolis,MN",44.928749,-93.246712,12,Standish,Powderhorn,2,6,535386.9327745,150214.320351405
1109,01/12/2017 10:37am,Snow Emergency,"3600 Longfellow ave so,Minneapolis,MN",44.937592,-93.246097,12,Standish,Powderhorn,2,6,535540.765053116,153438.885453928
1110,01/12/2017 11:25am,Snow Emergency,"3622 20th Ave S ,Minneapolis,MN",44.937001,-93.243577,12,Standish,Powderhorn,2,6,536193.752688351,153224.513046162
1111,01/12/2017 01:07pm,Snow Emergency,"3904 24TH AVE S,Minneapolis,MN",44.932077,-93.237574,12,Standish,Powderhorn,2,6,537751.623334537,151431.88537144
1112,01/12/2017 01:13pm,Snow Emergency,"3816 24th Ave S,Minneapolis,MN",44.933555,-93.237529,12,Standish,Powderhorn,2,6,537762.308526187,151970.80799782
1113,01/12/2017 01:55pm,Snow Emergency,"3744 24TH AVE S,Minneapolis,MN",44.934569,-93.23722,12,Standish,Powderhorn,2,6,537841.67046448,152340.672370543
1114,01/12/2017 02:54pm,Snow Emergency,"3920 24th Ave. S. ,Minneapolis,MN",44.931639,-93.237575,12,Standish,Powderhorn,2,6,537751.651878399,151272.183185051
1115,01/12/2017 03:26pm,Snow Emergency,"4104 23rd Ave S,Minneapolis,MN",44.928481,-93.238824,12,Standish,Powderhorn,2,6,537430.21297906,150120.148368992
1116,01/12/2017 03:41pm,Snow Emergency,"3744 21st ave so,Minneapolis,MN",44.934488,-93.242648,12,Standish,Powderhorn,2,6,536435.93385954,152308.650207186
1117,01/13/2017 08:43am,Snow Emergency,"3103 41st st e,Minneapolis,MN",44.928686,-93.227028,12,Standish,Powderhorn,3,6,540485.416474408,150200.566908807
1118,01/13/2017 09:02am,Snow Emergency,"2083 40th st e,Minneapolis,MN",44.930507,-93.242494,12,Standish,Powderhorn,3,6,536478.341430234,150857.185027695
1119,01/13/2017 10:17am,Snow Emergency,"4023 25th ave so,Minneapolis,MN",44.929709,-93.235666,12,Standish,Powderhorn,3,6,538247.368131882,150569.370891348
1120,01/13/2017 11:12am,Snow Emergency,"3637 21ST AVE S,Minneapolis,MN",44.936305,-93.24195,12,Standish,Powderhorn,3,6,536615.551698961,152971.471664047
1121,01/13/2017 11:38am,Snow Emergency,"3647 28th ave s,Minneapolis,MN",44.936311,-93.231729,12,Standish,Powderhorn,3,6,539262.586165548,152978.445825469
1122,01/13/2017 11:47am,Snow Emergency,"3635 21ST AVE S,Minneapolis,MN",44.936469,-93.241978,12,Standish,Powderhorn,3,6,536608.195813511,153031.256126965
1123,01/13/2017 12:17pm,Snow Emergency,"3733 27th Ave. S.,Minneapolis,MN",44.934658,-93.233005,12,Standish,Powderhorn,3,6,538933.245503571,152375.120174877
1124,01/13/2017 12:18pm,Snow Emergency,"3623 21st ave s,Minneapolis,MN",44.936975,-93.241912,12,Standish,Powderhorn,3,6,536624.966508922,153215.781515626
1125,01/13/2017 01:11pm,Snow Emergency,"2227 37TH ST E,Minneapolis,MN",44.935914,-93.239992,12,Standish,Powderhorn,3,6,537122.887441376,152829.797951254
1126,01/13/2017 01:45pm,Snow Emergency,"2337 37th st E,Minneapolis,MN",44.93591,-93.238053,12,Standish,Powderhorn,3,6,537625.056563376,152829.233906148
1127,01/13/2017 01:47pm,Snow Emergency,"3637 28th ave,Minneapolis,MN",44.936589,-93.231726,12,Standish,Powderhorn,3,6,539263.173460567,153079.810190152
1128,01/13/2017 01:53pm,Snow Emergency,"2303 37TH ST E,Minneapolis,MN",44.93591,-93.23864,12,Standish,Powderhorn,3,6,537473.034004226,152828.961847244
1129,01/13/2017 02:28pm,Snow Emergency,"3921 29th ave s,Minneapolis,MN",44.931635,-93.230575,12,Standish,Powderhorn,3,6,539564.664207282,151274.064799204
1130,01/13/2017 03:45pm,Snow Emergency,"1831 36th st,Minneapolis,MN",44.937725,-93.246921,12,Standish,Powderhorn,3,6,535327.288231479,153487.018912334
1131,01/12/2017 02:42am,Snow Emergency,"1800 LASALLE AVE,Minneapolis,MN",44.965215,-93.279713,7,Stevens Square,Central,2,3,526822.188478328,163497.756437072
1132,01/12/2017 02:47am,Snow Emergency,"1800 lasalle av s,Minneapolis,MN",44.965215,-93.279713,7,Stevens Square,Central,2,3,526822.188478328,163497.756437072
1133,01/12/2017 02:54am,Snow Emergency,"1800 Lasalle Ave S ,Minneapolis,MN",44.965215,-93.279713,7,Stevens Square,Central,2,3,526822.188478328,163497.756437072
1134,01/12/2017 03:08am,Snow Emergency,"2200 LASALLE AVE ,Minneapolis,MN",44.962714,-93.279445,7,Stevens Square,Central,2,3,526892.729931224,162585.936603352
1135,01/12/2017 11:46am,Snow Emergency,"988 17th Ave SE - MPLS,Minneapolis,MN",44.966289,-93.276564,6,Stevens Square,Central,2,3,527636.792679721,163890.414230634
1136,01/12/2017 11:50am,Snow Emergency,"986 17th Ave SE - MPLS,Minneapolis,MN",44.966289,-93.276564,6,Stevens Square,Central,2,3,527636.792679721,163890.414230634
1137,01/12/2017 12:00pm,Snow Emergency,"132 19TH ST E,Minneapolis,MN",44.963968,-93.274608,6,Stevens Square,Central,2,3,528144.230532967,163044.810055534
1138,01/12/2017 12:06pm,Snow Emergency,"118 19TH ST E,Minneapolis,MN",44.96405,-93.275814,6,Stevens Square,Central,2,3,527832.010223301,163074.291808605
1139,01/12/2017 12:10pm,Snow Emergency,"106 19TH ST E,Minneapolis,MN",44.963968,-93.276104,6,Stevens Square,Central,2,3,527756.981667695,163044.293937676
1140,01/12/2017 12:22pm,Snow Emergency,"138 19TH ST E,Minneapolis,MN",44.963968,-93.274561,6,Stevens Square,Central,2,3,528156.396631367,163044.826386132
1141,01/12/2017 12:23pm,Snow Emergency,"140 19th St e,Minneapolis,MN",44.963968,-93.274545,6,Stevens Square,Central,2,3,528160.538286834,163044.831947098
1142,01/12/2017 12:32pm,Snow Emergency,"308 19th St e ,Minneapolis,MN",44.963969,-93.272193,6,Stevens Square,Central,2,3,528769.367414251,163046.022622072
1143,01/12/2017 12:38pm,Snow Emergency,"326 18TH ST E,Minneapolis,MN",44.965375,-93.271289,6,Stevens Square,Central,2,3,529002.664156429,163558.997296515
1144,01/12/2017 12:42pm,Snow Emergency,"320 18TH ST E,Minneapolis,MN",44.965233,-93.271473,6,Stevens Square,Central,2,3,528955.107423899,163507.156014924
1145,01/12/2017 12:45pm,Snow Emergency,"130 18TH ST E,Minneapolis,MN",44.965408,-93.27486,6,Stevens Square,Central,2,3,528078.295596085,163569.771916064
1146,01/12/2017 12:49pm,Snow Emergency,"326 19TH ST E,Minneapolis,MN",44.96397,-93.271255,6,Stevens Square,Central,2,3,529012.173919305,163046.721750096
1147,01/12/2017 12:52pm,Snow Emergency,"328 19TH ST E,Minneapolis,MN",44.96397,-93.271176,6,Stevens Square,Central,2,3,529032.62355957,163046.7500501
1148,01/12/2017 12:54pm,Snow Emergency,"134 18th St e,Minneapolis,MN",44.965322,-93.274787,6,Stevens Square,Central,2,3,528097.233802461,163538.43997274
1149,01/12/2017 01:06pm,Snow Emergency,"128 18TH ST E,Minneapolis,MN",44.965421,-93.274971,6,Stevens Square,Central,2,3,528049.557022428,163574.473386204
1150,01/12/2017 01:09pm,Snow Emergency,"1806 2nd Ave s,Minneapolis,MN",44.965064,-93.274046,6,Stevens Square,Central,2,3,528289.168538227,163444.62641053
1151,01/12/2017 01:12pm,Snow Emergency,"1808 2nd Ave s,Minneapolis,MN",44.96504,-93.274046,6,Stevens Square,Central,2,3,528289.180342312,163435.87583983
1152,01/12/2017 01:21pm,Snow Emergency,"1718 Steven's Ave s ,Minneapolis,MN",44.965867,-93.275313,6,Stevens Square,Central,2,3,527960.813764314,163736.974602473
1153,01/12/2017 01:21pm,Snow Emergency,"110 18TH ST E,Minneapolis,MN",44.965623,-93.27591,6,Stevens Square,Central,2,3,527806.39960648,163647.802579576
1154,01/12/2017 01:23pm,Snow Emergency,"106 18TH ST E,Minneapolis,MN",44.965231,-93.276203,6,Stevens Square,Central,2,3,527730.745950372,163504.771998465
1155,01/12/2017 01:27pm,Snow Emergency,"1810 s stevens ave,Minneapolis,MN",44.964814,-93.27531,6,Stevens Square,Central,2,3,527962.102271768,163353.033255892
1156,01/12/2017 01:32pm,Snow Emergency,"1702 STEVENS AVE S,Minneapolis,MN",44.966098,-93.275315,6,Stevens Square,Central,2,3,527960.183747094,163821.200546971
1157,01/12/2017 01:33pm,Snow Emergency,"1926 stevens av s,Minneapolis,MN",44.962919,-93.275307,6,Stevens Square,Central,2,3,527963.799934853,162662.08395724
1158,01/12/2017 01:36pm,Snow Emergency,"1712 STEVENS AVE S,Minneapolis,MN",44.965916,-93.275314,6,Stevens Square,Central,2,3,527960.531083526,163754.840691784
1159,01/12/2017 01:50pm,Snow Emergency,"1924 Steven's Ave s ,Minneapolis,MN",44.963007,-93.275653,6,Stevens Square,Central,2,3,527874.191509959,162694.051231628
1160,01/12/2017 01:51pm,Snow Emergency,"1816 2nd Ave s. ,Minneapolis,MN",44.964945,-93.274046,6,Stevens Square,Central,2,3,528289.227068549,163401.236880212
1161,01/12/2017 01:54pm,Snow Emergency,"1712 2nd Ave s,Minneapolis,MN",44.965713,-93.274046,6,Stevens Square,Central,2,3,528288.849326738,163681.263352631
1162,01/12/2017 01:56pm,Snow Emergency,"1710 2nd Ave s,Minneapolis,MN",44.96578,-93.274046,6,Stevens Square,Central,2,3,528288.81637252,163705.692879008
1163,01/12/2017 02:12pm,Snow Emergency,"1928 Pillsbury Ave s ,Minneapolis,MN",44.963307,-93.280826,7,Stevens Square,Central,2,3,526534.968097285,162801.699248012
1164,01/12/2017 02:15pm,Snow Emergency,"1710 STEVENS AVE S,Minneapolis,MN",44.965932,-93.275314,6,Stevens Square,Central,2,3,527960.523305293,163760.674515829
1165,01/13/2017 10:05am,Snow Emergency,"441 Ridgewood ,Minneapolis,MN",44.963277,-93.285417,7,Stevens Square,Central,3,3,525346.559374098,162789.290877169
1166,01/13/2017 10:07am,Snow Emergency,"507 Ridgewood ,Minneapolis,MN",44.963264,-93.286074,7,Stevens Square,Central,3,3,525176.494386644,162784.346100678
1167,01/13/2017 10:24am,Snow Emergency,"105 19TH ST E,Minneapolis,MN",44.963941,-93.276327,6,Stevens Square,Central,3,3,527699.269894965,163034.372815089
1168,01/13/2017 10:31am,Snow Emergency,"107 19TH ST E,Minneapolis,MN",44.963941,-93.276218,6,Stevens Square,Central,3,3,527727.48512603,163034.410100624
1169,01/13/2017 10:37am,Snow Emergency,"223 Ridgewood Avenue South,Minneapolis,MN",44.963564,-93.281751,7,Stevens Square,Central,3,3,526295.406084732,162895.104429179
1170,01/13/2017 10:52am,Snow Emergency,"101 19TH ST E,Minneapolis,MN",44.963942,-93.276546,6,Stevens Square,Central,3,3,527642.579851125,163034.662650767
1171,01/13/2017 10:54am,Snow Emergency,"343 19th e,Minneapolis,MN",44.963822,-93.270555,6,Stevens Square,Central,3,3,529193.448251778,162993.009943711
1172,01/13/2017 10:55am,Snow Emergency,"311 19TH ST E,Minneapolis,MN",44.963942,-93.272067,6,Stevens Square,Central,3,3,528801.996673038,163036.222918517
1173,01/13/2017 10:57am,Snow Emergency,"133 19th St e,Minneapolis,MN",44.963942,-93.27451,6,Stevens Square,Central,3,3,528169.610935795,163035.363948777
1174,01/13/2017 10:59am,Snow Emergency,"305 19TH ST E,Minneapolis,MN",44.963942,-93.272445,6,Stevens Square,Central,3,3,528704.149178266,163036.088765236
1175,01/13/2017 11:07am,Snow Emergency,"345 18th st e,Minneapolis,MN",44.965073,-93.270551,6,Stevens Square,Central,3,3,529193.848510508,163449.148008583
1176,01/13/2017 11:16am,Snow Emergency,"339 19TH ST E,Minneapolis,MN",44.963805,-93.270919,6,Stevens Square,Central,3,3,529099.232851663,162986.680535798
1177,01/13/2017 11:20am,Snow Emergency,"343 18TH ST E,Minneapolis,MN",44.965073,-93.270593,6,Stevens Square,Central,3,3,529182.976961797,163449.132877231
1178,01/13/2017 11:20am,Snow Emergency,"137 18th St e ,Minneapolis,MN",44.965202,-93.275075,6,Stevens Square,Central,3,3,528022.743293867,163494.586056903
1179,01/13/2017 11:25am,Snow Emergency,"121 18TH ST E,Minneapolis,MN",44.965201,-93.275393,6,Stevens Square,Central,3,3,527940.429473098,163494.111591551
1180,01/13/2017 11:27am,Snow Emergency,"131 18th st e,Minneapolis,MN",44.965201,-93.275175,6,Stevens Square,Central,3,3,527996.858930902,163494.1868498
1181,01/13/2017 11:44am,Snow Emergency,"1913 2nd Ave s ,Minneapolis,MN",44.96346,-93.274013,6,Stevens Square,Central,3,3,528298.499721237,162859.791588606
1182,01/13/2017 11:48am,Snow Emergency,"1909 2nd ave s,Minneapolis,MN",44.963621,-93.274012,6,Stevens Square,Central,3,3,528298.679379223,162918.495116776
1183,01/13/2017 11:49am,Snow Emergency,"1707 2ND AV s,Minneapolis,MN",44.965979,-93.274008,6,Stevens Square,Central,3,3,528298.554669523,163778.264805741
1184,01/13/2017 11:50am,Snow Emergency,"217 18TH ST E,Minneapolis,MN",44.965207,-93.273332,6,Stevens Square,Central,3,3,528473.917369648,163497.016966765
1185,01/13/2017 11:48am,Snow Emergency,"307 - 19TH ST E,Minneapolis,MN",44.963942,-93.272319,6,Stevens Square,Central,3,3,528736.764932327,163036.133432166
1186,01/13/2017 11:52am,Snow Emergency,"1911 2ND AVE S,Minneapolis,MN",44.963541,-93.274012,6,Stevens Square,Central,3,3,528298.718739586,162889.325680376
1187,01/13/2017 11:53am,Snow Emergency,"211 18th St e,Minneapolis,MN",44.965208,-93.273469,6,Stevens Square,Central,3,3,528438.454351115,163497.333481465
1188,01/13/2017 12:11pm,Snow Emergency,"1805 2nd ave s,Minneapolis,MN",44.964943,-93.274009,6,Stevens Square,Central,3,3,528298.805540425,163400.520861
1189,01/13/2017 12:23pm,Snow Emergency,"1811 stevens av s,Minneapolis,MN",44.965072,-93.275272,6,Stevens Square,Central,3,3,527971.813172121,163447.117795898
1190,01/13/2017 12:35pm,Snow Emergency,"1917 2ND AVE S,Minneapolis,MN",44.96328,-93.273798,6,Stevens Square,Central,3,3,528354.24300915,162794.23553095
1191,01/13/2017 12:37pm,Snow Emergency,"1921 STEVENS AVE S,Minneapolis,MN",44.963247,-93.275271,6,Stevens Square,Central,3,3,527972.959601574,162781.691198612
1192,01/13/2017 12:42pm,Snow Emergency,"1913 Stevens ave s,Minneapolis,MN",44.963403,-93.275002,6,Stevens Square,Central,3,3,528042.516654843,162838.664526931
1193,01/13/2017 01:15pm,Snow Emergency,"1819 stevens ave s,Minneapolis,MN",44.964969,-93.275272,6,Stevens Square,Central,3,3,527971.863264587,163409.562087776
1194,01/13/2017 01:24pm,Snow Emergency,"1817 Stevens,Minneapolis,MN",44.964995,-93.275272,6,Stevens Square,Central,3,3,527971.850619772,163419.04225533
1195,01/13/2017 01:30pm,Snow Emergency,"1907 2ND AVE S,Minneapolis,MN",44.963702,-93.274011,6,Stevens Square,Central,3,3,528298.898396056,162948.029537226
1196,01/13/2017 01:32pm,Snow Emergency,"1915 STEVENS AVE S,Minneapolis,MN",44.963333,-93.275271,6,Stevens Square,Central,3,3,527972.917776782,162813.048112389
1197,01/13/2017 01:32pm,Snow Emergency,"1915 CLINTON AVE S,Minneapolis,MN",44.963482,-93.271153,6,Stevens Square,Central,3,3,529038.823434865,162868.824931899
1198,01/13/2017 01:36pm,Snow Emergency,"1807 CLINTON AVE S,Minneapolis,MN",44.964884,-93.271241,6,Stevens Square,Central,3,3,529015.336747875,163379.987506459
1199,01/11/2017 10:58pm,Snow Emergency,"1021 7th St N,Minneapolis,MN",44.988375,-93.290132,5,Sumner-Glenwood,Near North,1,1,524115.510584625,171939.042923158
1200,01/12/2017 08:10am,Snow Emergency,"732 Aldrich Ave n,Minneapolis,MN",44.985613,-93.289987,5,Sumner-Glenwood,Near North,2,1,524154.189008949,170932.008446655
1201,01/12/2017 08:20am,Snow Emergency,"734 Aldrich Ave N,Minneapolis,MN",44.985833,-93.290263,5,Sumner-Glenwood,Near North,2,1,524082.679414171,171012.142218422
1202,01/12/2017 12:07pm,Snow Emergency,"842 Gertrude Brown Pl,Minneapolis,MN",44.985436,-93.291191,5,Sumner-Glenwood,Near North,2,1,523842.716960642,170867.114222347
1203,01/12/2017 12:26pm,Snow Emergency,"850 10th Ave. N.,Minneapolis,MN",44.988356,-93.291518,5,Sumner-Glenwood,Near North,2,1,523756.896048623,171931.705677101
1204,01/13/2017 08:21am,Snow Emergency,"711 Lyndale Pl,Minneapolis,MN",44.985843,-93.289213,5,Sumner-Glenwood,Near North,3,1,524354.37076355,171016.102455647
1205,01/13/2017 08:24am,Snow Emergency,"1005 Aldrich Ave n,Minneapolis,MN",44.988512,-93.291065,5,Sumner-Glenwood,Near North,3,1,523874.043201919,171988.719424962
1206,01/13/2017 08:29am,Snow Emergency,"1045 ALDRICH AV N,Minneapolis,MN",44.988612,-93.291067,5,Sumner-Glenwood,Near North,3,1,523873.484161731,172025.180791859
1207,01/13/2017 12:36pm,Snow Emergency,"901 10th Ave N,Minneapolis,MN",44.988152,-93.292132,5,Sumner-Glenwood,Near North,3,1,523598.109386669,171857.143779149
1208,01/13/2017 02:22pm,Snow Emergency,"715 5th ave n,Minneapolis,MN",44.982788,-93.28926,5,Sumner-Glenwood,Near North,3,3,524343.502719804,169902.177460449
1209,01/13/2017 02:32pm,Snow Emergency,"813 5TH AV n,Minneapolis,MN",44.982774,-93.289674,5,Sumner-Glenwood,Near North,3,3,524236.377192033,169896.948766855
1210,01/11/2017 10:10pm,Snow Emergency,"124 15th ST W,Minneapolis,MN",44.975885,-93.236744,2,University,University,1,4,537937.691592211,167405.402171262
1211,01/12/2017 01:44am,Snow Emergency,"614 Delaware ST SE,Minneapolis,MN",44.971961,-93.229498,2,University,University,2,4,539815.68923013,165978.11901881
1212,01/12/2017 02:03am,Snow Emergency,"8th 15th Street Southeast,Minneapolis,MN",44.983749,-93.23127,2,University,University,2,4,539348.99311847,170275.370958741
1213,01/12/2017 02:10am,Snow Emergency,"614 Delaware ST SE,Minneapolis,MN",44.971961,-93.229498,2,University,University,2,4,539815.68923013,165978.11901881
1214,01/12/2017 03:28am,Snow Emergency,"614 Delaware state se,Minneapolis,MN",44.971961,-93.229498,2,University,University,2,4,539815.68923013,165978.11901881
1215,01/12/2017 03:47pm,Snow Emergency,"1502 8th st se,Minneapolis,MN",44.983807,-93.231197,2,University,University,2,4,539367.843325055,170296.554283712
1216,01/12/2017 03:57pm,Snow Emergency,"1508 8th St SE ,Minneapolis,MN",44.983725,-93.230994,2,University,University,2,4,539420.429254069,170266.754212839
1217,01/12/2017 04:29pm,Snow Emergency,"1522 8th st se,Minneapolis,MN",44.983536,-93.230521,2,University,University,2,4,539542.956056638,170198.071937184
1218,01/12/2017 04:45pm,Snow Emergency,"1506 8th st se,Minneapolis,MN",44.983753,-93.231062,2,University,University,2,4,539402.81403291,170276.930592735
1219,01/13/2017 10:28am,Snow Emergency,"221 19th St s,Minneapolis,MN",44.973618,-93.245856,2,University,University,3,4,535580.887785999,166574.679121742
1220,01/13/2017 12:29pm,Snow Emergency,"315 19th ave ne,Minneapolis,MN",44.970776,-93.245648,2,University,University,3,4,535636.482010687,165538.526355962
