OBJECTID,Citation_N,Date,Address,X_Coordina,Y_Coordina,Ordinance,Ordinanc_1,Ward,Neighborho,Community,Day_ID,TowDist,x,y
5819,271116566000,1/13/2017 12:00:00 AM,2941 33RD AVE S,-10377676,5613563,478.1000(C),SNOW EMERGENCY ODD,2,Longfellow,Longfellow,3,4,-10377676,5613563
5820,271116568000,1/13/2017 12:00:00 AM,3933 38TH AVE S,-10376960,5610790,478.1000(C),SNOW EMERGENCY ODD,12,Howe,Longfellow,3,6,-10376960,5610790
5821,271116569000,1/13/2017 12:00:00 AM,3015 MORGAN AVE N,-10386609,5623346,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10386609,5623346
5822,271116575000,1/13/2017 12:00:00 AM,2427 4TH AVE S,-10382799,5615014,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382799,5615014
5823,271116576000,1/13/2017 12:00:00 AM,2233 COLE AVE SE,-10377324,5619522,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10377324,5619522
5824,271116578000,1/13/2017 12:00:00 AM,945 11TH AVE N,-10385166,5619903,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385166,5619903
5825,271116579000,1/13/2017 12:00:00 AM,341 48TH ST E,-10382913,5608313,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382913,5608313
5826,271116582000,1/13/2017 12:00:00 AM,1505 6TH ST S,-10380646,5616661,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380646,5616661
5827,271116554000,1/13/2017 12:00:00 AM,653 36TH AVE NE,-10381085,5626841,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10381085,5626841
5828,271116557000,1/13/2017 12:00:00 AM,303 29TH ST E,-10383067,5613658,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10383067,5613658
5829,271116559000,1/13/2017 12:00:00 AM,649 36TH AVE NE,-10381094,5626841,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10381094,5626841
5830,271116562000,1/13/2017 12:00:00 AM,6051 BLAISDELL AVE S,-10383807,5604697,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10383807,5604697
5831,271116564000,1/13/2017 12:00:00 AM,1829 ELLIOT AVE,-10381767,5615980,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5615980
5832,271116571000,1/13/2017 12:00:00 AM,4941 ALDRICH AVE S,-10384939,5607895,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384939,5607895
5833,271116573000,1/13/2017 12:00:00 AM,501 41ST ST W,-10384519,5610288,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10384519,5610288
5834,271116574000,1/13/2017 12:00:00 AM,917 21ST AVE S,-10379702,5615822,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615822
5835,271116575000,1/13/2017 12:00:00 AM,2421 4TH AVE S,-10382799,5615031,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10382799,5615031
5836,271116576000,1/13/2017 12:00:00 AM,2227 COLE AVE SE,-10377332,5619529,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10377332,5619529
5837,271116578000,1/13/2017 12:00:00 AM,943 11TH AVE N,-10385162,5619908,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385162,5619908
5838,271116580000,1/13/2017 12:00:00 AM,2945 COLFAX AVE S,-10385202,5613540,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385202,5613540
5839,271116523000,1/13/2017 12:00:00 AM,5247 MORGAN AVE N,-10386732,5629434,478.1000(C),SNOW EMERGENCY ODD,4,Shingle Creek,Camden,3,1,-10386732,5629434
5840,271116571000,1/13/2017 12:00:00 AM,4951 ALDRICH AVE S,-10384939,5607867,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384939,5607867
5841,271116576000,1/13/2017 12:00:00 AM,2221 COLE AVE SE,-10377341,5619536,478.1000(C),SNOW EMERGENCY ODD,2,Como,University,3,4,-10377341,5619536
5842,271116579000,1/13/2017 12:00:00 AM,407 48TH ST E,-10382791,5608315,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382791,5608315
5843,271116582000,1/13/2017 12:00:00 AM,1509 6TH ST S,-10380641,5616657,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380641,5616657
5844,271116523000,1/13/2017 12:00:00 AM,5249 MORGAN AVE N,-10386732,5629439,478.1000(C),SNOW EMERGENCY ODD,4,Shingle Creek,Camden,3,1,-10386732,5629439
5845,271116554000,1/13/2017 12:00:00 AM,745 36TH AVE NE,-10380655,5626870,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10380655,5626870
5846,271116555000,1/13/2017 12:00:00 AM,2947 16TH AVE S,-10380672,5613538,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380672,5613538
5847,271116557000,1/13/2017 12:00:00 AM,305 29TH ST E,-10383055,5613658,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10383055,5613658
5848,271116558000,1/13/2017 12:00:00 AM,4227 DUPONT AVE N,-10385360,5626572,478.1000(C),SNOW EMERGENCY ODD,4,Webber-Camden,Camden,3,1,-10385360,5626572
5849,271116559000,1/13/2017 12:00:00 AM,737 36TH AVE NE,-10380715,5626875,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10380715,5626875
5850,271116562000,1/13/2017 12:00:00 AM,6047 BLAISDELL AVE S,-10383807,5604705,478.1000(C),SNOW EMERGENCY ODD,11,Windom,Southwest,3,5,-10383807,5604705
5851,271116573000,1/13/2017 12:00:00 AM,227 41ST ST W,-10384123,5610291,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10384123,5610291
5852,271116580000,1/13/2017 12:00:00 AM,2951 COLFAX AVE S,-10385202,5613525,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385202,5613525
5853,271116582000,1/13/2017 12:00:00 AM,1511 6TH ST S,-10380638,5616656,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380638,5616656
5854,271116557000,1/13/2017 12:00:00 AM,311 29TH ST E,-10383018,5613659,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10383018,5613659
5855,271116564000,1/13/2017 12:00:00 AM,1827 ELLIOT AVE,-10381767,5615984,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5615984
5856,271116566000,1/13/2017 12:00:00 AM,2811 32ND AVE S,-10377826,5613928,478.1000(C),SNOW EMERGENCY ODD,2,Longfellow,Longfellow,3,4,-10377826,5613928
5857,271116550000,1/13/2017 12:00:00 AM,2749 EMERSON AVE S,-10385482,5614104,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385482,5614104
5858,271116557000,1/13/2017 12:00:00 AM,313 29TH ST E,-10383006,5613659,478.1000(C),SNOW EMERGENCY ODD,6,Phillips West,Phillips,3,3,-10383006,5613659
5859,271116564000,1/13/2017 12:00:00 AM,1825 ELLIOT AVE,-10381767,5615987,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5615987
5860,271116579000,1/13/2017 12:00:00 AM,725 48TH ST E,-10382083,5608319,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382083,5608319
5861,271116566000,1/13/2017 12:00:00 AM,5553 33RD AVE S,-10377682,5606200,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377682,5606200
5862,271116579000,1/13/2017 12:00:00 AM,727 48TH ST E,-10382079,5608319,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382079,5608319
5863,271116582000,1/13/2017 12:00:00 AM,1525 6TH ST S,-10380617,5616643,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380617,5616643
5864,271116523000,1/13/2017 12:00:00 AM,5257 PENN AVE N,-10387158,5629504,478.1000(C),SNOW EMERGENCY ODD,4,Shingle Creek,Camden,3,1,-10387158,5629504
5865,271116555000,1/13/2017 12:00:00 AM,2945 16TH AVE S,-10380672,5613543,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380672,5613543
5866,271116559000,1/13/2017 12:00:00 AM,3631 QUINCY ST NE,-10380663,5627025,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10380663,5627025
5867,271116579000,1/13/2017 12:00:00 AM,2623 11TH AVE S,-10381515,5614532,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381515,5614532
5868,271116579000,1/13/2017 12:00:00 AM,729 48TH ST E,-10382076,5608319,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382076,5608319
5869,271116582000,1/13/2017 12:00:00 AM,1523 6TH ST S,-10380620,5616645,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380620,5616645
5870,271116564000,1/13/2017 12:00:00 AM,1823 ELLIOT AVE,-10381767,5615991,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5615991
5871,271116571000,1/13/2017 12:00:00 AM,5029 ALDRICH AVE S,-10384938,5607642,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607642
5872,271116571000,1/13/2017 12:00:00 AM,5027 ALDRICH AVE S,-10384938,5607647,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607647
5873,271116574000,1/13/2017 12:00:00 AM,2101 21ST AVE S,-10379702,5615516,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615516
5874,271116579000,1/13/2017 12:00:00 AM,731 48TH ST E,-10382072,5608319,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382072,5608319
5875,271116548000,1/13/2017 12:00:00 AM,3307 14TH AVE S,-10381094,5612524,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10381094,5612524
5876,271116555000,1/13/2017 12:00:00 AM,2937 16TH AVE S,-10380672,5613563,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380672,5613563
5877,271116564000,1/13/2017 12:00:00 AM,1819 ELLIOT AVE,-10381767,5615998,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5615998
5878,271116573000,1/13/2017 12:00:00 AM,5 43RD ST W,-10383662,5609726,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10383662,5609726
5879,271116575000,1/13/2017 12:00:00 AM,1215 15TH AVE N,-10385652,5620595,478.1000(C),SNOW EMERGENCY ODD,5,Near-North,Near North,3,1,-10385652,5620595
5880,271116579000,1/13/2017 12:00:00 AM,2621 11TH AVE S,-10381515,5614532,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381515,5614532
5881,271116559000,1/13/2017 12:00:00 AM,705 36 1/2 AVE NE,-10380814,5626984,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10380814,5626984
5882,271116571000,1/13/2017 12:00:00 AM,5019 ALDRICH AVE S,-10384938,5607669,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607669
5883,271116574000,1/13/2017 12:00:00 AM,2105 21ST AVE S,-10379702,5615511,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615511
5884,271116581000,1/13/2017 12:00:00 AM,409 24TH AVE NE,-10381816,5623444,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,3,2,-10381816,5623444
5885,271116548000,1/13/2017 12:00:00 AM,3253 14TH AVE S,-10381095,5612676,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10381095,5612676
5886,271116555000,1/13/2017 12:00:00 AM,2939 16TH AVE S,-10380672,5613558,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380672,5613558
5887,271116564000,1/13/2017 12:00:00 AM,1817 ELLIOT AVE,-10381767,5616002,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5616002
5888,271116566000,1/13/2017 12:00:00 AM,2911 28TH AVE S,-10378485,5613645,478.1000(C),SNOW EMERGENCY ODD,2,Longfellow,Longfellow,3,4,-10378485,5613645
5889,271116571000,1/13/2017 12:00:00 AM,5017 ALDRICH AVE S,-10384938,5607675,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607675
5890,271116550000,1/13/2017 12:00:00 AM,2651 FREMONT AVE S,-10385623,5614381,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385623,5614381
5891,271116574000,1/13/2017 12:00:00 AM,2119 21ST AVE S,-10379702,5615492,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615492
5892,271116548000,1/13/2017 12:00:00 AM,3131 14TH AVE S,-10381097,5612965,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10381097,5612965
5893,271116566000,1/13/2017 12:00:00 AM,5703 BOSSEN TERR,-10377696,5605860,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377696,5605860
5894,271116571000,1/13/2017 12:00:00 AM,5011 ALDRICH AVE S,-10384938,5607691,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607691
5895,271116574000,1/13/2017 12:00:00 AM,2113 21ST AVE S,-10379702,5615500,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615500
5896,271116579000,1/13/2017 12:00:00 AM,401 49TH ST E,-10382801,5608031,478.1000(C),SNOW EMERGENCY ODD,8,Field,Nokomis,3,5,-10382801,5608031
5897,271116581000,1/13/2017 12:00:00 AM,353 24TH AVE NE,-10381937,5623444,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,3,2,-10381937,5623444
5898,271116550000,1/13/2017 12:00:00 AM,2741 FREMONT AVE S,-10385624,5614126,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385624,5614126
5899,271116555000,1/13/2017 12:00:00 AM,2921 16TH AVE S,-10380672,5613604,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380672,5613604
5900,271116560000,1/13/2017 12:00:00 AM,825 21ST AVE N,-10384987,5621553,478.1000(C),SNOW EMERGENCY ODD,5,Hawthorne,Near North,3,1,-10384987,5621553
5901,271116561000,1/13/2017 12:00:00 AM,2533 14TH AVE S,-10381089,5614713,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381089,5614713
5902,271116564000,1/13/2017 12:00:00 AM,1807 ELLIOT AVE,-10381767,5616020,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5616020
5903,271116571000,1/13/2017 12:00:00 AM,5005 ALDRICH AVE S,-10384938,5607708,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607708
5904,271116573000,1/13/2017 12:00:00 AM,919 43RD ST W,-10385117,5609717,478.1000(C),SNOW EMERGENCY ODD,13,East Harriet,Southwest,3,5,-10385117,5609717
5905,271116575000,1/13/2017 12:00:00 AM,215 27TH ST E,-10383199,5614234,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383199,5614234
5906,271116579000,1/13/2017 12:00:00 AM,2539 12TH AVE S,-10381373,5614696,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381373,5614696
5907,271116581000,1/13/2017 12:00:00 AM,347 24TH AVE NE,-10381950,5623444,478.1000(C),SNOW EMERGENCY ODD,1,Holland,Northeast,3,2,-10381950,5623444
5908,271116582000,1/13/2017 12:00:00 AM,1603 6TH ST S,-10380495,5616569,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380495,5616569
5909,271116548000,1/13/2017 12:00:00 AM,3043 13TH AVE S,-10381239,5613273,478.1000(C),SNOW EMERGENCY ODD,9,Powderhorn Park,Powderhorn,3,6,-10381239,5613273
5910,271116559000,1/13/2017 12:00:00 AM,3505 5TH ST NE,-10381647,5626569,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10381647,5626569
5911,271116571000,1/13/2017 12:00:00 AM,5003 ALDRICH AVE S,-10384938,5607713,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607713
5912,271116574000,1/13/2017 12:00:00 AM,2123 21ST AVE S,-10379702,5615487,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379702,5615487
5913,271116575000,1/13/2017 12:00:00 AM,211 27TH ST E,-10383205,5614234,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383205,5614234
5914,271116558000,1/13/2017 12:00:00 AM,4547 KNOX AVE N,-10386433,5627448,478.1000(C),SNOW EMERGENCY ODD,4,Webber-Camden,Camden,3,1,-10386433,5627448
5915,271116561000,1/13/2017 12:00:00 AM,2545 14TH AVE S,-10381090,5614680,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381090,5614680
5916,271116564000,1/13/2017 12:00:00 AM,1805 ELLIOT AVE,-10381767,5616024,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381767,5616024
5917,271116566000,1/13/2017 12:00:00 AM,5707 BOSSEN TERR,-10377713,5605845,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377713,5605845
5918,271116571000,1/13/2017 12:00:00 AM,5001 ALDRICH AVE S,-10384938,5607718,478.1000(C),SNOW EMERGENCY ODD,13,Lynnhurst,Southwest,3,5,-10384938,5607718
5919,271116575000,1/13/2017 12:00:00 AM,203 27TH ST E,-10383216,5614234,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383216,5614234
5920,271116550000,1/13/2017 12:00:00 AM,2747 FREMONT AVE S,-10385624,5614109,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385624,5614109
5921,271116579000,1/13/2017 12:00:00 AM,2537 12TH AVE S,-10381373,5614702,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381373,5614702
5922,271116582000,1/13/2017 12:00:00 AM,1605 6TH ST S,-10380493,5616568,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380493,5616568
5923,271116555000,1/13/2017 12:00:00 AM,2833 16TH AVE S,-10380671,5613861,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380671,5613861
5924,271116560000,1/13/2017 12:00:00 AM,1117 21ST AVE N,-10385483,5621555,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10385483,5621555
5925,271116566000,1/13/2017 12:00:00 AM,2503 30TH AVE S,-10378121,5614800,478.1000(C),SNOW EMERGENCY ODD,2,Seward,Longfellow,3,4,-10378121,5614800
5926,271116566000,1/13/2017 12:00:00 AM,5709 BOSSEN TERR,-10377721,5605840,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377721,5605840
5927,271116573000,1/13/2017 12:00:00 AM,905 44TH ST W,-10385100,5609431,478.1000(C),SNOW EMERGENCY ODD,13,East Harriet,Southwest,3,5,-10385100,5609431
5928,271116582000,1/13/2017 12:00:00 AM,1607 6TH ST S,-10380490,5616567,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380490,5616567
5929,271116550000,1/13/2017 12:00:00 AM,2803 FREMONT AVE S,-10385625,5613946,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385625,5613946
5930,271116558000,1/13/2017 12:00:00 AM,4549 KNOX AVE N,-10386433,5627452,478.1000(C),SNOW EMERGENCY ODD,4,Webber-Camden,Camden,3,1,-10386433,5627452
5931,271116564000,1/13/2017 12:00:00 AM,1815 10TH AVE S,-10381615,5616005,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381615,5616005
5932,271116566000,1/13/2017 12:00:00 AM,5711 BOSSEN TERR,-10377730,5605835,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377730,5605835
5933,271116568000,1/13/2017 12:00:00 AM,3309 38TH AVE S,-10376957,5612561,478.1000(C),SNOW EMERGENCY ODD,2,Cooper,Longfellow,3,6,-10376957,5612561
5934,271116579000,1/13/2017 12:00:00 AM,2519 12TH AVE S,-10381372,5614751,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381372,5614751
5935,271116559000,1/13/2017 12:00:00 AM,3481 5TH ST NE,-10381648,5626481,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10381648,5626481
5936,271116566000,1/13/2017 12:00:00 AM,1121 21ST AVE N,-10385490,5621555,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10385490,5621555
5937,271116550000,1/13/2017 12:00:00 AM,2809 FREMONT AVE S,-10385625,5613929,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385625,5613929
5938,271116561000,1/13/2017 12:00:00 AM,2625 14TH AVE S,-10381091,5614450,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381091,5614450
5939,271116566000,1/13/2017 12:00:00 AM,5713 BOSSEN TERR,-10377738,5605830,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377738,5605830
5940,271116579000,1/13/2017 12:00:00 AM,2513 12TH AVE S,-10381372,5614767,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381372,5614767
5941,271116555000,1/13/2017 12:00:00 AM,2737 16TH AVE S,-10380669,5614137,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380669,5614137
5942,271116561000,1/13/2017 12:00:00 AM,2631 14TH AVE S,-10381091,5614434,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381091,5614434
5943,271116566000,1/13/2017 12:00:00 AM,5717 BOSSEN TERR,-10377755,5605820,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377755,5605820
5944,271116571000,1/13/2017 12:00:00 AM,4939 GARFIELD AVE S,-10384654,5607901,478.1000(C),SNOW EMERGENCY ODD,11,Tangletown,Southwest,3,5,-10384654,5607901
5945,271116574000,1/13/2017 12:00:00 AM,2221 SNELLING AVE S,-10379952,5615343,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379952,5615343
5946,271116575000,1/13/2017 12:00:00 AM,15 27TH ST E,-10383623,5614235,478.1000(C),SNOW EMERGENCY ODD,10,Whittier,Powderhorn,3,3,-10383623,5614235
5947,271116581000,1/13/2017 12:00:00 AM,5 27TH AVE NE,-10383007,5624172,478.1000(C),SNOW EMERGENCY ODD,1,Marshall Terrace,Northeast,3,2,-10383007,5624172
5948,271116564000,1/13/2017 12:00:00 AM,1917 10TH AVE S,-10381614,5615810,478.1000(C),SNOW EMERGENCY ODD,6,Ventura Village,Phillips,3,3,-10381614,5615810
5949,271116566000,1/13/2017 12:00:00 AM,5719 BOSSEN TERR,-10377764,5605815,478.1000(C),SNOW EMERGENCY ODD,11,Wenonah,Nokomis,3,6,-10377764,5605815
5950,271116569000,1/13/2017 12:00:00 AM,2801 MORGAN AVE N,-10386607,5622894,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10386607,5622894
5951,271116576000,1/13/2017 12:00:00 AM,5415 CUMBERLAND RD,-10387371,5606511,478.1000(C),SNOW EMERGENCY ODD,13,Armatage,Southwest,3,5,-10387371,5606511
5952,271116579000,1/13/2017 12:00:00 AM,2507 12TH AVE S,-10381372,5614784,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381372,5614784
5953,271116580000,1/13/2017 12:00:00 AM,2955 COLFAX AVE S,-10385202,5613515,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385202,5613515
5954,271116582000,1/13/2017 12:00:00 AM,1611 6TH ST S,-10380485,5616564,478.1000(C),SNOW EMERGENCY ODD,6,Cedar-Riverside,University,3,4,-10380485,5616564
5955,271116535000,1/13/2017 12:00:00 AM,2773 34TH ST E,-10387838,5624170,478.1000(C),SNOW EMERGENCY ODD,4,Cleveland,Camden,3,1,-10387838,5624170
5956,271116550000,1/13/2017 12:00:00 AM,2827 FREMONT AVE S,-10385625,5613877,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385625,5613877
5957,271116555000,1/13/2017 12:00:00 AM,2733 16TH AVE S,-10380669,5614148,478.1000(C),SNOW EMERGENCY ODD,9,East Phillips,Phillips,3,3,-10380669,5614148
5958,271116559000,1/13/2017 12:00:00 AM,611 35TH AVE NE,-10381330,5626459,478.1000(C),SNOW EMERGENCY ODD,1,Columbia Park,Northeast,3,2,-10381330,5626459
5959,271116566000,1/13/2017 12:00:00 AM,2105 30TH AVE S,-10378115,5615515,478.1000(C),SNOW EMERGENCY ODD,2,Seward,Longfellow,3,4,-10378115,5615515
5960,271116571000,1/13/2017 12:00:00 AM,4917 GARFIELD AVE S,-10384654,5607962,478.1000(C),SNOW EMERGENCY ODD,11,Tangletown,Southwest,3,5,-10384654,5607962
5961,271116574000,1/13/2017 12:00:00 AM,2217 SNELLING AVE S,-10379955,5615348,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379955,5615348
5962,271116580000,1/13/2017 12:00:00 AM,2949 COLFAX AVE S,-10385202,5613530,478.1000(C),SNOW EMERGENCY ODD,10,Lowry Hill East,Calhoun-Isles,3,3,-10385202,5613530
5963,271116558000,1/13/2017 12:00:00 AM,4315 LOGAN AVE N,-10386496,5626830,478.1000(C),SNOW EMERGENCY ODD,4,Webber-Camden,Camden,3,1,-10386496,5626830
5964,271116561000,1/13/2017 12:00:00 AM,2909 14TH AVE S,-10381097,5613635,478.1000(C),SNOW EMERGENCY ODD,9,Midtown Phillips,Phillips,3,3,-10381097,5613635
5965,271116569000,1/13/2017 12:00:00 AM,2807 MORGAN AVE N,-10386607,5622902,478.1000(C),SNOW EMERGENCY ODD,5,Jordan,Near North,3,1,-10386607,5622902
5966,271116573000,1/13/2017 12:00:00 AM,23 45TH ST W,-10383688,5609156,478.1000(C),SNOW EMERGENCY ODD,8,King Field,Southwest,3,5,-10383688,5609156
5967,271116574000,1/13/2017 12:00:00 AM,2215 SNELLING AVE S,-10379956,5615351,478.1000(C),SNOW EMERGENCY ODD,6,Seward,Longfellow,3,4,-10379956,5615351
