OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone,x,y
5322,Dover,2022,1,271122409605,12/1/2022 12:00:00 AM,3203 EMERSON AVE S,44.944602,-93.294503,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385496.5677397,5612804.41708016
5323,Dover,2022,1,271122409604,12/1/2022 12:00:00 AM,3201 EMERSON AVE S,44.94458,-93.294551,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385501.9111214,5612800.95695684
5324,Dover,2022,1,271122409603,12/1/2022 12:00:00 AM,3121 EMERSON AVE S,44.945884,-93.294486,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385494.6753212,5613006.04909963
5325,Dover,2022,1,271122409602,12/1/2022 12:00:00 AM,3115 EMERSON AVE S,44.94603,-93.294521,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385498.5714828,5613029.01208973
5326,Dover,2022,1,271122409601,12/1/2022 12:00:00 AM,3523 GIRARD AVE S,44.938723,-93.297114,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385787.2229187,5611879.82970357
5327,Dover,2022,1,271122409600,12/1/2022 12:00:00 AM,3321 GIRARD AVE S,44.942289,-93.297091,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385784.6626526,5612440.64137504
5328,Dover,2022,1,271122409599,12/1/2022 12:00:00 AM,3315 GIRARD AVE S,44.942541,-93.297104,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385786.1097726,5612480.27379403
5329,Dover,2022,1,271122409598,12/1/2022 12:00:00 AM,3251 GIRARD AVE S,44.943123,-93.297086,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385784.1060295,5612571.80647749
5330,Dover,2022,1,271122409597,12/1/2022 12:00:00 AM,3249 GIRARD AVE S,44.943128,-93.297104,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385786.1097726,5612572.59288123
5331,Dover,2022,1,271122409596,12/1/2022 12:00:00 AM,3245 GIRARD AVE S,44.943285,-93.297038,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385778.7626477,5612597.28486178
5332,Dover,2022,1,271122409595,12/1/2022 12:00:00 AM,3243 GIRARD AVE S,44.943368,-93.297081,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385783.5494064,5612610.33864371
5333,Dover,2022,1,271122409594,12/1/2022 12:00:00 AM,3241 GIRARD AVE S,44.943326,-93.297066,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385781.8796371,5612603.73310974
5334,Dover,2022,1,271122409033,12/1/2022 12:00:00 AM,3239 GIRARD AVE S,44.943471,-93.297079,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385783.3267571,5612626.53793639
5335,Dover,2022,1,271122409032,12/1/2022 12:00:00 AM,3233 GIRARD AVE S,44.943663,-93.297066,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385781.8796371,5612656.7346576
5336,Dover,2022,1,271122409031,12/1/2022 12:00:00 AM,3217 GIRARD AVE S,44.94414,-93.297045,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385779.5419201,5612731.75505185
5337,Dover,2022,1,271122409030,12/1/2022 12:00:00 AM,3215 GIRARD AVE S,44.944259,-93.29705,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385780.0985432,5612750.47096221
5338,Dover,2022,1,271122409029,12/1/2022 12:00:00 AM,3209 GIRARD AVE S,44.944358,-93.29706,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385781.2116894,5612766.04136979
5339,Dover,2022,1,271122409028,12/1/2022 12:00:00 AM,3207 GIRARD AVE S,44.944473,-93.297063,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385781.5456632,5612784.12821345
5340,Dover,2022,1,271122409027,12/1/2022 12:00:00 AM,3203 GIRARD AVE S,44.944598,-93.297065,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385781.7683125,5612803.78794101
5341,Dover,2022,1,271122409026,12/1/2022 12:00:00 AM,3201 GIRARD AVE S,44.944662,-93.297044,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385779.4305955,5612813.85360683
5342,Dover,2022,1,271122409025,12/1/2022 12:00:00 AM,3143 GIRARD AVE S,44.94512,-93.297041,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385779.0966216,5612885.88715098
5343,Dover,2022,1,271122409024,12/1/2022 12:00:00 AM,3139 GIRARD AVE S,44.945286,-93.29702,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385776.7589046,5612911.99556824
5344,Dover,2022,1,271122409023,12/1/2022 12:00:00 AM,3135 GIRARD AVE S,44.9455,-93.297032,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385778.0948001,5612945.65342162
5345,Dover,2022,1,271122409022,12/1/2022 12:00:00 AM,3119 GIRARD AVE S,44.945859,-93.297011,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385775.7570831,5613002.11703432
5346,Dover,2022,1,271122409021,12/1/2022 12:00:00 AM,3117 GIRARD AVE S,44.945937,-93.297001,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385774.6438369,5613014.38495928
5347,Dover,2022,1,271122409020,12/1/2022 12:00:00 AM,3115 GIRARD AVE S,44.94604,-93.297016,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385776.3136061,5613030.58497691
5348,Dover,2022,1,271122408610,12/1/2022 12:00:00 AM,3113 GIRARD AVE S,44.946062,-93.297012,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385775.8684077,5613034.04518823
5349,Dover,2022,1,271122408609,12/1/2022 12:00:00 AM,3109 GIRARD AVE S,44.946184,-93.296977,478.1000(c),Snow emergency parking restric...,10,South Uptown,Calhoun Isle,3,5,-10385771.972146,5613053.23345114
5350,Dover,2022,1,271122408608,12/1/2022 12:00:00 AM,3449 HUMBOLDT AVE S,44.939929,-93.300904,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386209.1238232,5612069.48896325
5351,Dover,2022,1,271122408607,12/1/2022 12:00:00 AM,3333 HUMBOLDT AVE S,44.941988,-93.300877,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386206.1181584,5612393.30294715
5352,Dover,2022,1,271122408606,12/1/2022 12:00:00 AM,3131 HUMBOLDT AVE S,44.945481,-93.30082,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386199.7729552,5612942.66510576
5353,Dover,2022,1,271122408605,12/1/2022 12:00:00 AM,3129 HUMBOLDT AVE S,44.94562,-93.300805,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386198.1031859,5612964.52692151
5354,Dover,2022,1,271122408604,12/1/2022 12:00:00 AM,3047 HUMBOLDT AVE S,44.946798,-93.300817,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386199.4390814,5613149.80510647
5355,Dover,2022,1,271122408602,12/1/2022 12:00:00 AM,3035 HUMBOLDT AVE S,44.947204,-93.300804,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386197.9918613,5613213.66243032
5356,Dover,2022,1,271122408601,12/1/2022 12:00:00 AM,3033 HUMBOLDT AVE S,44.947309,-93.300857,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386203.891766,5613230.17738993
5357,Dover,2022,1,271122408600,12/1/2022 12:00:00 AM,3025 HUMBOLDT AVE S,44.94738,-93.300817,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386199.4390814,5613241.34457789
5358,Dover,2022,1,271122408599,12/1/2022 12:00:00 AM,3019 HUMBOLDT AVE S,44.947706,-93.300746,478.1000(c),Snow emergency parking restric...,10,East Bde Maka Ska,Calhoun Isle,3,5,-10386191.5353334,5613292.61964247
5359,Dover,2022,1,271122407889,12/1/2022 12:00:00 AM,4445 43RD AVE S,44.921988,-93.211469,478.1000(c),Snow emergency parking restric...,12,Hiawatha,Longfellow,3,6,-10376253.2651612,5609248.44298505
5360,Dover,2022,1,271122407521,12/1/2022 12:00:00 AM,4435 44TH AVE S,44.924185,-93.210182,478.1000(c),Snow emergency parking restric...,12,Hiawatha,Longfellow,3,6,-10376109.9969772,5609593.85239947
5361,Dover,2022,1,271122407520,12/1/2022 12:00:00 AM,3031 47TH AVE S,44.947225,-93.206386,478.1000(c),Snow emergency parking restric...,2,Cooper,Longfellow,3,6,-10375687.4282251,5613216.96541982
5362,Dover,2022,1,271122407519,12/1/2022 12:00:00 AM,5125 43RD AVE S,44.90993,-93.211352,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376240.2407809,5607352.93588935
5363,Dover,2022,1,271122407518,12/1/2022 12:00:00 AM,5829 44TH AVE S,44.897215,-93.208932,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10375970.8476039,5605354.57971388
5364,Dover,2022,1,271122407517,12/1/2022 12:00:00 AM,5833 44TH AVE S,44.89708,-93.20894,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10375971.7382009,5605333.36478684
5365,Dover,2022,1,271122407516,12/1/2022 12:00:00 AM,5841 44TH AVE S,44.896915,-93.208924,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10375969.957107,5605307.43556201
5366,Dover,2022,1,271122407515,12/1/2022 12:00:00 AM,5859 44TH AVE S,44.896495,-93.210259,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10376118.5685728,5605241.43396476
5367,Dover,2022,1,271122407514,12/1/2022 12:00:00 AM,5821 44TH AVE S,44.897468,-93.210268,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10376119.5704944,5605394.33835085
5368,Dover,2022,1,271122407513,12/1/2022 12:00:00 AM,5037 44TH AVE S,44.911369,-93.210084,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376099.0876645,5607579.12464271
5369,Dover,2022,1,271122407512,12/1/2022 12:00:00 AM,5225 44TH AVE S,44.908287,-93.210079,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376098.5310414,5607094.68861881
5370,Dover,2022,1,271122407511,12/1/2022 12:00:00 AM,5237 44TH AVE S,44.907858,-93.210105,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376101.4253815,5607027.25944819
5371,Dover,2022,1,271122407510,12/1/2022 12:00:00 AM,5253 44TH AVE S,44.907404,-93.210149,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376106.3234648,5606955.90134696
5372,Dover,2022,1,271122407509,12/1/2022 12:00:00 AM,5257 44TH AVE S,44.907316,-93.210122,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10376103.3178,5606942.06996253
5373,Dover,2022,1,271122407508,12/1/2022 12:00:00 AM,5449 44TH AVE S,44.904051,-93.21014,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10376105.3215432,5606428.90651513
5374,Dover,2022,1,271122407507,12/1/2022 12:00:00 AM,5459 44TH AVE S,44.90378,-93.210155,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10376106.9913124,5606386.3144927
5375,Dover,2022,1,271122407506,12/1/2022 12:00:00 AM,5515 44TH AVE S,44.903094,-93.210181,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10376109.8856525,5606278.49935983
5376,Dover,2022,1,271122407505,12/1/2022 12:00:00 AM,5651 45TH AVE S,44.900249,-93.20899,478.1000(c),Snow emergency parking restric...,12,Morris Park,Nokomis,3,6,-10375977.3041318,5605831.37902222
5377,Dover,2022,1,271122405916,12/1/2022 12:00:00 AM,5243 45TH AVE S,44.90764,-93.208883,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375965.3929977,5606992.99490891
5378,Dover,2022,1,271122405915,12/1/2022 12:00:00 AM,5307 48TH AVE S,44.906799,-93.205013,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375534.5865237,5606860.81052958
5379,Dover,2022,1,271122405914,12/1/2022 12:00:00 AM,5311 48TH AVE S,44.906685,-93.205042,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375537.8148377,5606842.89272492
5380,Dover,2022,1,271122405913,12/1/2022 12:00:00 AM,5319 48TH AVE S,44.906524,-93.205076,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375541.5996747,5606817.58774877
5381,Dover,2022,1,271122405912,12/1/2022 12:00:00 AM,5327 48TH AVE S,44.906319,-93.205047,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375538.3713608,5606785.36734455
5382,Dover,2022,1,271122405911,12/1/2022 12:00:00 AM,5329 48TH AVE S,44.906343,-93.205036,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375537.14689,5606789.13938283
5383,Dover,2022,1,271122405910,12/1/2022 12:00:00 AM,5335 48TH AVE S,44.906184,-93.205061,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375539.9299055,5606764.14905785
5384,Dover,2022,1,271122405909,12/1/2022 12:00:00 AM,5337 48TH AVE S,44.906052,-93.2051,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375544.2713656,5606743.40221745
5385,Dover,2022,1,271122405908,12/1/2022 12:00:00 AM,5347 48TH AVE S,44.905501,-93.205128,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375547.3882549,5606656.80094953
5386,Dover,2022,1,271122405907,12/1/2022 12:00:00 AM,5349 48TH AVE S,44.905486,-93.205102,478.1000(c),Snow emergency parking restric...,12,Minnehaha,Nokomis,3,6,-10375544.4940149,5606654.44328327
5387,Dover,2022,1,271122405905,12/1/2022 12:00:00 AM,4445 33RD AVE S,44.922094,-93.224357,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377687.9507454,5609265.1079177
5388,Dover,2022,1,271122405904,12/1/2022 12:00:00 AM,4201 32ND AVE S,44.92663,-93.225652,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377832.1095265,5609978.26738261
5389,Dover,2022,1,271122405903,12/1/2022 12:00:00 AM,4409 32ND AVE S,44.922926,-93.225641,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377830.8849556,5609395.91245435
5390,Dover,2022,1,271122405808,12/1/2022 12:00:00 AM,4417 32ND AVE S,44.922593,-93.225658,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377832.7774742,5609343.55893919
5391,Dover,2022,1,271122405807,12/1/2022 12:00:00 AM,4641 33RD AVE S,44.918582,-93.224322,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377684.0545838,5608712.98250441
5392,Dover,2022,1,271122405182,12/1/2022 12:00:00 AM,4023 31ST AVE S,44.926205,-93.227096,478.1000(c),Snow emergency parking restric...,12,Ericsson,Nokomis,3,6,-10377992.8548757,5609911.44562129
5393,Dover,2022,1,271122405181,12/1/2022 12:00:00 AM,4043 30TH AVE S,44.929179,-93.227103,478.1000(c),Snow emergency parking restric...,12,Standish,Powderhorn,3,6,-10377993.6340479,5610379.05123203
5394,Dover,2022,1,271122405180,12/1/2022 12:00:00 AM,4025 30TH AVE S,44.929851,-93.227079,478.1000(c),Snow emergency parking restric...,12,Standish,Powderhorn,3,6,-10377990.9624572,5610484.71403767
5395,Dover,2022,1,271122405179,12/1/2022 12:00:00 AM,5755 LONGFELLOW AVE S,44.899937,-93.246282,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10380128.6306076,5605782.34643175
5396,Dover,2022,1,271122405178,12/1/2022 12:00:00 AM,5725 20TH AVE S,44.89883,-93.243752,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379846.9923226,5605608.37720842
5397,Dover,2022,1,271122405177,12/1/2022 12:00:00 AM,5737 23RD AVE S,44.898685,-93.238699,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379284.494925,5605585.590094
5398,Dover,2022,1,271122405176,12/1/2022 12:00:00 AM,5737 24TH AVE S,44.898656,-93.237521,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379153.3605242,5605581.0327628
5399,Dover,2022,1,271122405175,12/1/2022 12:00:00 AM,5733 24TH AVE S,44.89892,-93.237523,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379153.5831735,5605622.52087093
5400,Dover,2022,1,271122405174,12/1/2022 12:00:00 AM,5503 25TH AVE S,44.903335,-93.236144,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379000.0736245,5606316.37599999
5401,Dover,2022,1,271122405173,12/1/2022 12:00:00 AM,5545 25TH AVE S,44.902095,-93.236159,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379001.7433938,5606121.49391323
5402,Dover,2022,1,271122405172,12/1/2022 12:00:00 AM,5749 25TH AVE S,44.898397,-93.236196,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10379005.8622047,5605540.33049556
5403,Dover,2022,1,271122405171,12/1/2022 12:00:00 AM,5127 27TH AVE S,44.90995,-93.23353,478.1000(c),Snow emergency parking restric...,11,Keewaydin,Nokomis,3,6,-10378709.0844716,5607356.07954619
5404,Dover,2022,1,271122405170,12/1/2022 12:00:00 AM,5655 27TH AVE S,44.90004,-93.233613,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10378718.3240149,5605798.53348328
5405,Dover,2022,1,271122405169,12/1/2022 12:00:00 AM,5657 27TH AVE S,44.899955,-93.233619,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10378718.9918626,5605785.17521695
5406,Dover,2022,1,271122405168,12/1/2022 12:00:00 AM,5753 27TH AVE S,44.898287,-93.233673,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10378725.0031921,5605523.04394149
5407,Dover,2022,1,271122405167,12/1/2022 12:00:00 AM,5449 29TH AVE S,44.903977,-93.231053,478.1000(c),Snow emergency parking restric...,11,Wenonah,Nokomis,3,6,-10378433.3460914,5606417.27622629
5408,Dover,2022,1,271122405166,12/1/2022 12:00:00 AM,5255 29TH AVE S,44.907435,-93.231042,478.1000(c),Snow emergency parking restric...,12,Keewaydin,Nokomis,3,6,-10378432.1215205,5606960.77373779
5409,Dover,2022,1,271122405165,12/1/2022 12:00:00 AM,5207 29TH AVE S,44.908682,-93.231026,478.1000(c),Snow emergency parking restric...,12,Keewaydin,Nokomis,3,6,-10378430.3404266,5607156.77409249
5410,Dover,2022,1,271122404722,12/1/2022 12:00:00 AM,6121 10TH AVE S,44.891645,-93.260427,478.1000(c),Snow emergency parking restric...,11,Diamond Lake,Nokomis,3,6,-10381703.2448373,5604479.30850382
5411,Dover,2022,1,271122404721,12/1/2022 12:00:00 AM,6117 10TH AVE S,44.891825,-93.260465,478.1000(c),Snow emergency parking restric...,11,Diamond Lake,Nokomis,3,6,-10381707.4749728,5604507.59245815
5412,Dover,2022,1,271122402571,12/1/2022 12:00:00 AM,5917 10TH AVE S,44.895485,-93.260394,478.1000(c),Snow emergency parking restric...,11,Diamond Lake,Nokomis,3,6,-10381699.5712248,5605082.71802351
5413,Dover,2022,1,271122402273,12/1/2022 12:00:00 AM,5915 10TH AVE S,44.895587,-93.260386,478.1000(c),Snow emergency parking restric...,11,Diamond Lake,Nokomis,3,6,-10381698.6807279,5605098.74667112
5414,Dover,2022,1,271122402272,12/1/2022 12:00:00 AM,5845 10TH AVE S,44.89637,-93.260332,478.1000(c),Snow emergency parking restric...,11,Diamond Lake,Nokomis,3,6,-10381692.6694986,5605221.79083132
5415,Dover,2022,1,271122402271,12/1/2022 12:00:00 AM,5201 ELLIOT AVE,44.908706,-93.261422,478.1000(c),Snow emergency parking restric...,11,Hale,Nokomis,3,6,-10381814.0077328,5607160.54642719
5416,Dover,2022,1,271122402270,11/30/2022 12:00:00 AM,4932 40TH AVE S,44.913018,-93.215203,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376668.932187,5607838.32895167
5417,Dover,2022,1,271122402269,11/30/2022 12:00:00 AM,5206 40TH AVE S,44.908708,-93.215208,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376669.4887101,5607160.86080027
5418,Dover,2022,1,271122402268,11/30/2022 12:00:00 AM,5446 40TH AVE S,44.904197,-93.215256,478.1000(b),Snow emergency parking restric...,12,Morris Park,Nokomis,2,6,-10376674.8320918,5606451.8527893
5419,Dover,2022,1,271122399846,11/30/2022 12:00:00 AM,5554 40TH AVE S,44.901992,-93.215356,478.1000(b),Snow emergency parking restric...,12,Morris Park,Nokomis,2,6,-10376685.9640537,5606105.30642446
5420,Dover,2022,1,271122399580,11/30/2022 12:00:00 AM,5556 40TH AVE S,44.902098,-93.215263,478.1000(b),Snow emergency parking restric...,12,Morris Park,Nokomis,2,6,-10376675.6113642,5606121.96541862
5421,Dover,2022,1,271122399579,11/30/2022 12:00:00 AM,5122 41ST AVE S,44.910328,-93.213959,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376530.4506615,5607415.49485204
5422,Dover,2022,1,271122399578,11/30/2022 12:00:00 AM,4940 41ST AVE S,44.913051,-93.213963,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376530.89596,5607843.51621528
5423,Dover,2022,1,271122399577,11/30/2022 12:00:00 AM,4930 41ST AVE S,44.913196,-93.213945,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376528.8922168,5607866.30902519
5424,Dover,2022,1,271122399576,11/30/2022 12:00:00 AM,5220 43RD AVE S,44.908252,-93.211364,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376241.5766764,5607089.18741456
5425,Dover,2022,1,271122399575,11/30/2022 12:00:00 AM,5248 43RD AVE S,44.907609,-93.211432,478.1000(b),Snow emergency parking restric...,12,Minnehaha,Nokomis,2,6,-10376249.1463504,5606988.12235937
5426,Dover,2022,1,271122399113,12/1/2022 12:00:00 AM,2815 38TH ST W,44.934089,-93.317146,478.1000(c),Snow emergency parking restric...,13,Linden Hills,Southwest,3,5,-10388017.174978,5611151.10967305
5427,Dover,2022,1,271122399112,12/1/2022 12:00:00 AM,3805 45TH ST W,44.921498,-93.328119,478.1000(c),Snow emergency parking restric...,13,Linden Hills,Southwest,3,5,-10389238.6838176,5609171.40764195
5428,Dover,2022,1,271122399111,12/1/2022 12:00:00 AM,3611 45TH ST W,44.921506,-93.325897,478.1000(c),Snow emergency parking restric...,13,Linden Hills,Southwest,3,5,-10388991.3319152,5609172.66541428
5429,Dover,2022,1,271122399110,12/1/2022 12:00:00 AM,3825 48TH ST W,44.917894,-93.328517,478.1000(c),Snow emergency parking restric...,13,Fulton,Southwest,3,5,-10389282.9889158,5608604.82517783
5430,Dover,2022,1,271122399109,12/1/2022 12:00:00 AM,725 53RD ST W,44.906905,-93.289326,478.1000(c),Snow emergency parking restric...,13,Lynnhurst,Southwest,3,5,-10384920.2667894,5606877.47105815
5431,Dover,2022,1,271122399108,12/1/2022 12:00:00 AM,2623 ROBBINS ST S,44.904283,-93.31366,478.1000(c),Snow emergency parking restric...,13,Armatage,Southwest,3,5,-10387629.1152577,5606465.36921574
5432,Dover,2022,1,271122399004,12/1/2022 12:00:00 AM,2213 61ST ST W,44.892512,-93.307847,478.1000(c),Snow emergency parking restric...,13,Armatage,Southwest,3,5,-10386982.0150499,5604615.54360567
5433,Dover,2022,1,271122399003,12/1/2022 12:00:00 AM,2209 61ST ST W,44.892509,-93.307706,478.1000(c),Snow emergency parking restric...,13,Armatage,Southwest,3,5,-10386966.3189787,5604615.07217888
5434,Dover,2022,1,271122399002,12/1/2022 12:00:00 AM,1825 58TH ST W,44.897902,-93.303092,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386452.6908886,5605462.54097999
5435,Dover,2022,1,271122399001,12/1/2022 12:00:00 AM,2825 58TH ST W,44.897945,-93.316107,478.1000(c),Snow emergency parking restric...,13,Armatage,Southwest,3,5,-10387901.5140994,5605469.29845077
5436,Dover,2022,1,271122399000,12/1/2022 12:00:00 AM,2121 57TH ST E,44.899743,-93.307232,478.1000(c),Snow emergency parking restric...,13,Armatage,Southwest,3,5,-10386913.5536095,5605751.85835985
5437,Dover,2022,1,271122398999,12/1/2022 12:00:00 AM,1711 57TH ST E,44.899692,-93.301351,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10386258.8836276,5605743.84338255
5438,Dover,2022,1,271122398998,12/1/2022 12:00:00 AM,1127 57TH ST E,44.899663,-93.295835,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10385644.8453316,5605739.28597154
5439,Dover,2022,1,271122398997,12/1/2022 12:00:00 AM,927 57TH ST E,44.899652,-93.291872,478.1000(c),Snow emergency parking restric...,13,Kenny,Southwest,3,5,-10385203.6861682,5605737.55733312
5440,Dover,2022,1,271122398996,12/1/2022 12:00:00 AM,619 57TH ST E,44.899622,-93.287896,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10384761.0798848,5605732.84262226
5441,Dover,2022,1,271122398995,12/1/2022 12:00:00 AM,611 57TH ST E,44.899629,-93.287605,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10384728.6859208,5605733.94275421
5442,Dover,2022,1,271122398994,12/1/2022 12:00:00 AM,15 57TH ST E,44.8997,-93.27733,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10383584.878165,5605745.10067777
5443,Dover,2022,1,271122398993,12/1/2022 12:00:00 AM,107 57TH ST E,44.899664,-93.276409,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10383482.3528912,5605739.44313336
5444,Dover,2022,1,271122398992,12/1/2022 12:00:00 AM,15 59TH ST W,44.895636,-93.278898,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10383759.4271669,5605106.44663331
5445,Dover,2022,1,271122398991,12/1/2022 12:00:00 AM,17 59TH ST W,44.895629,-93.278984,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10383769.0005841,5605105.34671906
5446,Dover,2022,1,271122398990,12/1/2022 12:00:00 AM,331 59TH ST W,44.896287,-93.284239,478.1000(c),Snow emergency parking restric...,11,Windom,Southwest,3,5,-10384353.9845547,5605208.74772273
