X,Y,OBJECTID,Call_Taken,Customer,Location,Latitude,Longitude,Ward,Neighborho,Community,Tow_Zone,Day_ID,Snow_Emerg
-10387772.7174156,5621192.46445918,856,01/20/2020 10:30am,Snow Emergency,"1801 upton ave n ,Minneapolis,MN",44.99791,-93.31495,5,Willard - Hay,Near North,1,3,Newton
-10379065.306851,5619451.52530955,857,01/20/2020 10:30am,Snow Emergency,"817 11th Ave se,Minneapolis,MN",44.98685,-93.23673,3,Marcy Holmes,University,4,3,Newton
-10381611.1835777,5610651.2297482,858,01/20/2020 10:31am,Snow Emergency,"3945 10th ave S,Minneapolis,MN",44.93091,-93.2596,8,Bancroft,Powderhorn,6,3,Newton
-10379446.5760696,5611414.66240634,859,01/20/2020 10:31am,Snow Emergency,"2221 37th st e,Minneapolis,MN",44.935765,-93.240155,12,Standish,Powderhorn,6,3,Newton
-10385913.1252623,5624072.04777931,860,01/20/2020 10:32am,Snow Emergency,"3341 Humboldt ave n,Minneapolis,MN",45.016199,-93.298245,4,Folwell,Camden,1,3,Newton
-10381475.3738431,5611810.16319686,861,01/20/2020 10:33am,Snow Emergency,"3537 11th ave S,Minneapolis,MN",44.93828,-93.25838,9,Powderhorn Park,Powderhorn,6,3,Newton
-10381355.7053781,5611654.31968819,862,01/20/2020 10:34am,Snow Emergency,"3609 12th av s,Minneapolis,MN",44.937289,-93.257305,9,Powderhorn Park,Powderhorn,6,3,Newton
-10384191.346787,5616102.97223347,863,01/20/2020 10:34am,Snow Emergency,"211 Clifton ave ,Minneapolis,MN",44.965571,-93.282778,7,Loring Park,Central,3,3,Newton
-10387634.6811885,5620513.99343323,864,01/20/2020 10:34am,Snow Emergency,"1407 Thomas Ave n ,Minneapolis,MN",44.9936,-93.31371,5,Willard - Hay,Near North,1,3,Newton
-10381339.5640084,5621082.26849329,865,01/20/2020 10:34am,Snow Emergency,"711 washington st ne,Minneapolis,MN",44.99721,-93.25716,3,St. Anthony East,Northeast,2,3,Newton
-10381338.4508622,5620872.89981008,866,01/20/2020 10:35am,Snow Emergency,"625 washington st ne,Minneapolis,MN",44.99588,-93.25715,3,St. Anthony East,Northeast,2,3,Newton
-10384076.910279,5616232.77460102,867,01/20/2020 10:36am,Snow Emergency,"229 oak grove st ,Minneapolis,MN",44.966396,-93.28175,7,Loring Park,Central,3,3,Newton
-10380025.9940092,5618787.34963437,868,01/20/2020 10:37am,Snow Emergency,"225 8th ave se,Minneapolis,MN",44.98263,-93.24536,3,Marcy Holmes,University,4,3,Newton
-10385939.2853477,5623939.92800611,869,01/20/2020 10:38am,Snow Emergency,"3311 Humboldt ave n,Minneapolis,MN",45.01536,-93.29848,4,Folwell,Camden,1,3,Newton
-10380923.2291349,5613238.19887181,870,01/20/2020 10:38am,Snow Emergency,"3033 15th Avenue South,Minneapolis,MN",44.94736,-93.25342,9,Powderhorn Park,Powderhorn,6,3,Newton
-10387634.6811885,5619538.09213142,871,01/20/2020 10:38am,Snow Emergency,"915 Thomas ave n ,Minneapolis,MN",44.9874,-93.31371,5,Willard - Hay,Near North,1,3,Newton
-10380122.6193782,5618954.80539139,872,01/20/2020 10:39am,Snow Emergency,"321 7TH AVE SE,Minneapolis,MN",44.983694,-93.246228,3,Marcy Holmes,University,4,3,Newton
-10385963.7756638,5627017.45123504,873,01/20/2020 10:39am,Snow Emergency,"4355 Humboldt ave no mpls,Minneapolis,MN",45.0349,-93.2987,4,Webber - Camden,Camden,1,3,Newton
-10381611.1835777,5610799.03648278,874,01/20/2020 10:42am,Snow Emergency,"3913 10th Avenue South,Minneapolis,MN",44.93185,-93.2596,8,Bancroft,Powderhorn,6,3,Newton
-10385782.1022863,5625216.16949657,875,01/20/2020 10:43am,Snow Emergency,"3741 girard ave no mpls,Minneapolis,MN",45.023464,-93.297068,4,Folwell,Camden,1,3,Newton
-10385949.3041634,5619741.13388975,876,01/20/2020 10:46am,Snow Emergency,"1015 humboldt Ave n,Minneapolis,MN",44.98869,-93.29857,5,Near - North,Near North,1,3,Newton
-10385439.4609104,5615391.68866228,877,01/20/2020 10:47am,Snow Emergency,"2129 EMERSON AVE S ,Minneapolis,MN",44.96105,-93.29399,7,Lowry Hill,Calhoun Isle,3,3,Newton
-10384326.0433755,5616334.72976809,878,01/20/2020 10:48am,Snow Emergency,"345 OAK GROVE ST,Minneapolis,MN",44.967044,-93.283988,7,Loring Park,Central,3,3,Newton
-10384334.5036465,5616338.50593895,879,01/20/2020 10:50am,Snow Emergency,"349 OAK GROVE ST,Minneapolis,MN",44.967068,-93.284064,7,Loring Park,Central,3,3,Newton
-10380068.0728151,5612804.8887931,880,01/20/2020 10:52am,Snow Emergency,"1851 32nd Street East,Minneapolis,MN",44.944605,-93.245738,9,Corcoran,Powderhorn,6,3,Newton
-10384178.767605,5616109.26564368,881,01/20/2020 10:52am,Snow Emergency,"225 Clifton ave ,Minneapolis,MN",44.965611,-93.282665,7,Loring Park,Central,3,3,Newton
-10385578.6102836,5615753.53793539,882,01/20/2020 10:52am,Snow Emergency,"1933 Fremont Ave S,Minneapolis,MN",44.96335,-93.29524,7,Lowry Hill,Calhoun Isle,3,3,Newton
-10380064.9558257,5612101.0992743,883,01/20/2020 10:53am,Snow Emergency,"3435 Longfellow AVE S,Minneapolis,MN",44.94013,-93.24571,9,Corcoran,Powderhorn,6,3,Newton
-10385835.7582525,5620353.43462856,884,01/20/2020 10:53am,Snow Emergency,"1315 Girard Ave N,Minneapolis,MN",44.99258,-93.29755,5,Near - North,Near North,1,3,Newton
-10385448.3664799,5615624.5291294,885,01/20/2020 10:54am,Snow Emergency,"2005 Emerson Ave S,Minneapolis,MN",44.96253,-93.29407,7,Lowry Hill,Calhoun Isle,3,3,Newton
-10382587.3441579,5621258.89749267,886,01/20/2020 10:54am,Snow Emergency,"115 11th ave ne,Minneapolis,MN",44.998332,-93.268369,3,St. Anthony West,Northeast,2,3,Newton
-10382592.0195919,5621256.5361514,887,01/20/2020 10:56am,Snow Emergency,"111 11th ave ne,Minneapolis,MN",44.998317,-93.268411,3,St. Anthony West,Northeast,2,3,Newton
-10380067.1822181,5612346.43645644,888,01/20/2020 10:57am,Snow Emergency,"3333 Longfellow AVE S,Minneapolis,MN",44.94169,-93.24573,9,Corcoran,Powderhorn,6,3,Newton
-10381356.1506766,5612946.43971647,889,01/20/2020 10:57am,Snow Emergency,"1201 Powderhorn ter,Minneapolis,MN",44.945505,-93.257309,9,Powderhorn Park,Powderhorn,6,3,Newton
-10379962.7645259,5618876.90022265,890,01/20/2020 10:59am,Snow Emergency,"321 8th ave se,Minneapolis,MN",44.983199,-93.244792,3,Marcy Holmes,University,4,3,Newton
-10380120.7269597,5618957.95309054,891,01/20/2020 11:02am,Snow Emergency,"325 7th ave se ,Minneapolis,MN",44.983714,-93.246211,3,Marcy Holmes,University,4,3,Newton
-10379971.78142,5618860.53245931,892,01/20/2020 11:02am,Snow Emergency,"307 8th ave se,Minneapolis,MN",44.983095,-93.244873,3,Marcy Holmes,University,4,3,Newton
-10382432.8327874,5621149.17300608,893,01/20/2020 11:02am,Snow Emergency,"135 10th ave ne,Minneapolis,MN",44.997635,-93.266981,3,St. Anthony West,Northeast,2,3,Newton
-10381046.7937615,5610854.85781205,894,01/20/2020 11:03am,Snow Emergency,"1421 39th st e,Minneapolis,MN",44.932205,-93.25453,8,Bancroft,Powderhorn,6,3,Newton
-10382465.0041022,5621559.26941843,895,01/20/2020 11:04am,Snow Emergency,"1207 ne main st ,Minneapolis,MN",45.00024,-93.26727,3,Sheridan,Northeast,2,3,Newton
-10380493.5359073,5613227.1889799,896,01/20/2020 11:06am,Snow Emergency,"3031 17th ave s,Minneapolis,MN",44.94729,-93.24956,9,Powderhorn Park,Powderhorn,6,3,Newton
-10379938.8308329,5619278.86635055,897,01/20/2020 11:07am,Snow Emergency,"527 7th ave se ,Minneapolis,MN",44.985753,-93.244577,3,Marcy Holmes,University,4,3,Newton
-10385808.485021,5620484.08524843,898,01/20/2020 11:07am,Snow Emergency,"1429 girard Ave n,Minneapolis,MN",44.99341,-93.297305,5,Near - North,Near North,1,3,Newton
-10378855.0243465,5619034.12763166,899,01/20/2020 11:10am,Snow Emergency,"701 13th ave se,Minneapolis,MN",44.984198,-93.234841,3,Marcy Holmes,University,4,3,Newton
-10386124.0757145,5614370.09337339,900,01/20/2020 11:11am,Snow Emergency,"2641 Irving ave AVE N,Minneapolis,MN",44.954556,-93.30014,7,East Isles,Calhoun Isle,3,3,Newton
-10384182.4412175,5616103.91628718,901,01/20/2020 11:12am,Snow Emergency,"233 Clifton ave ,Minneapolis,MN",44.965577,-93.282698,7,Loring Park,Central,3,3,Newton
-10384110.3061646,5616216.09680288,902,01/20/2020 11:12am,Snow Emergency,"227 oak grove st,Minneapolis,MN",44.96629,-93.28205,7,Loring Park,Central,3,3,Newton
-10387489.9658844,5622382.66679472,903,01/20/2020 11:13am,Snow Emergency,"2515 Sheridan ave n ,Minneapolis,MN",45.00547,-93.31241,5,Willard - Hay,Near North,1,3,Newton
-10387489.9658844,5621729.29554166,904,01/20/2020 11:13am,Snow Emergency,"2123 Sheridan Ave n ,Minneapolis,MN",45.00132,-93.31241,5,Willard - Hay,Near North,1,3,Newton
-10382048.001281,5622374.00737322,905,01/20/2020 11:15am,Snow Emergency,"325 17th ave ne,Minneapolis,MN",45.005415,-93.263524,3,Bottineau,Northeast,2,3,Newton
-10379676.0055084,5619285.79156718,906,01/20/2020 11:15am,Snow Emergency,"803 6th St se,Minneapolis,MN",44.985797,-93.242216,3,Marcy Holmes,University,4,3,Newton
-10386057.0613942,5622906.9725443,907,01/20/2020 11:16am,Snow Emergency,"2817 Irving ave n,Minneapolis,MN",45.0088,-93.299538,5,Jordan,Near North,1,3,Newton
-10380213.1220931,5618792.22841428,908,01/20/2020 11:16am,Snow Emergency,"209 7th ave se,Minneapolis,MN",44.982661,-93.247041,3,Marcy Holmes,University,4,3,Newton
-10382063.9200015,5621856.03016581,909,01/20/2020 11:17am,Snow Emergency,"321 14th ave ne,Minneapolis,MN",45.002125,-93.263667,3,Sheridan,Northeast,2,3,Newton
-10380025.9940092,5618787.34963437,910,01/20/2020 11:17am,Snow Emergency,"221 8th ave se,Minneapolis,MN",44.98263,-93.24536,3,Marcy Holmes,University,4,3,Newton
-10382431.6082166,5621543.52639477,911,01/20/2020 11:18am,Snow Emergency,"149 12th ave ne,Minneapolis,MN",45.00014,-93.26697,3,Sheridan,Northeast,2,3,Newton
-10387463.8057991,5621672.4624189,912,01/20/2020 11:18am,Snow Emergency,"2121 Sheridan Ave n ,Minneapolis,MN",45.000959,-93.312175,5,Willard - Hay,Near North,1,3,Newton
-10387347.4769727,5621784.39730874,913,01/20/2020 11:19am,Snow Emergency,"2203 Russell ave n ,Minneapolis,MN",45.00167,-93.31113,5,Willard - Hay,Near North,1,3,Newton
-10381365.7240937,5621132.64368966,914,01/20/2020 11:20am,Snow Emergency,"721 washington st ne,Minneapolis,MN",44.99753,-93.257395,3,St. Anthony East,Northeast,2,3,Newton
-10381291.5852978,5622367.70959161,915,01/20/2020 11:21am,Snow Emergency,"635 17th ave ne,Minneapolis,MN",45.005375,-93.256729,1,Logan Park,Northeast,2,3,Newton
-10386086.2271443,5620273.15643937,916,01/20/2020 11:22am,Snow Emergency,"1313 Irving Ave N,Minneapolis,MN",44.99207,-93.2998,5,Near - North,Near North,1,3,Newton
-10385295.8587524,5615947.05460188,917,01/20/2020 11:22am,Snow Emergency,"1821 dupont ave s,Minneapolis,MN",44.96458,-93.2927,7,Lowry Hill,Calhoun Isle,3,3,Newton
-10383972.2699375,5615331.90633699,918,01/20/2020 11:26am,Snow Emergency,"2201 pillsbury ave s,Minneapolis,MN",44.96067,-93.28081,10,Whittier,Powderhorn,3,3,Newton
-10384575.0650472,5616273.2103984,919,01/20/2020 11:28am,Snow Emergency,"1735 Clifton pl,Minneapolis,MN",44.966653,-93.286225,7,Loring Park,Central,3,3,Newton
-10381079.4103748,5612637.2325321,920,01/20/2020 11:30am,Snow Emergency,"3239 14th AVE S,Minneapolis,MN",44.943539,-93.254823,9,Powderhorn Park,Powderhorn,6,3,Newton
-10379482.7548706,5619429.49023314,921,01/20/2020 11:30am,Snow Emergency,"711 9th ave se,Minneapolis,MN",44.98671,-93.24048,3,Marcy Holmes,University,4,3,Newton
-10383476.898285,5615821.97632194,922,01/20/2020 11:32am,Snow Emergency,"101 19Th ST E,Minneapolis,MN",44.963785,-93.27636,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10381059.0388696,5612489.55284406,923,01/20/2020 11:32am,Snow Emergency,"3307 14th AVE S,Minneapolis,MN",44.9426,-93.25464,9,Powderhorn Park,Powderhorn,6,3,Newton
-10381633.6701507,5611767.23125861,924,01/20/2020 11:32am,Snow Emergency,"3545 10th Ave S,Minneapolis,MN",44.938007,-93.259802,9,Powderhorn Park,Powderhorn,6,3,Newton
-10383408.4367445,5615823.54955435,925,01/20/2020 11:33am,Snow Emergency,"117 19th Street East,Minneapolis,MN",44.963795,-93.275745,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10384110.3061646,5616216.09680288,926,01/20/2020 11:35am,Snow Emergency,"227 Oak Grove St,Minneapolis,MN",44.96629,-93.28205,7,Loring Park,Central,3,3,Newton
-10384293.9832852,5616094.9482055,927,01/20/2020 11:36am,Snow Emergency,"301 Clifton ave ,Minneapolis,MN",44.96552,-93.2837,7,Loring Park,Central,3,3,Newton
-10380491.3095149,5612583.91653683,928,01/20/2020 11:36am,Snow Emergency,"3241 17th Ave S,Minneapolis,MN",44.9432,-93.24954,9,Powderhorn Park,Powderhorn,6,3,Newton
-10384155.9471583,5616234.97728332,929,01/20/2020 11:36am,Snow Emergency,"233 Oak Grove St,Minneapolis,MN",44.96641,-93.28246,7,Loring Park,Central,3,3,Newton
-10386642.8245371,5621189.31598028,930,01/20/2020 11:39am,Snow Emergency,"1815 Morgan Ave n,Minneapolis,MN",44.99789,-93.3048,5,Willard - Hay,Near North,1,3,Newton
-10378897.2143769,5618859.74550753,931,01/20/2020 11:41am,Snow Emergency,"1301 6th st se,Minneapolis,MN",44.98309,-93.23522,3,Marcy Holmes,University,4,3,Newton
-10380067.1822181,5612388.89931601,932,01/20/2020 11:43am,Snow Emergency,"3325 Longfellow Avenue South,Minneapolis,MN",44.94196,-93.24573,9,Corcoran,Powderhorn,6,3,Newton
-10382598.5874444,5621671.04546415,933,01/20/2020 11:43am,Snow Emergency,"1307 grand st ne,Minneapolis,MN",45.00095,-93.26847,3,Sheridan,Northeast,2,3,Newton
-10385096.5968852,5624357.23779594,934,01/20/2020 11:45am,Snow Emergency,"3439 Bryant AVE N ,Minneapolis,MN",45.01801,-93.29091,4,McKinley,Camden,1,3,Newton
-10387346.3637265,5621386.09781095,935,01/20/2020 11:45am,Snow Emergency,"1909 Russell Ave N,Minneapolis,MN",44.99914,-93.31112,5,Willard - Hay,Near North,1,3,Newton
-10385242.4253355,5625740.0098419,936,01/20/2020 11:48am,Snow Emergency,"3935 colfax ave no mpls,Minneapolis,MN",45.02679,-93.29222,4,Webber - Camden,Camden,1,3,Newton
-10382030.0788174,5622718.81727403,937,01/20/2020 11:48am,Snow Emergency,"323 19th ave ne,Minneapolis,MN",45.007605,-93.263363,3,Bottineau,Northeast,2,3,Newton
-10387347.4769727,5621765.50521212,938,01/20/2020 11:48am,Snow Emergency,"2131 Russell ave n ,Minneapolis,MN",45.00155,-93.31113,5,Willard - Hay,Near North,1,3,Newton
-10378681.2546169,5605578.51821821,939,01/20/2020 11:49am,Snow Emergency,"5741 27th Avenue South,Minneapolis,MN",44.89864,-93.23328,11,Wenonah,Nokomis,6,3,Newton
-10382613.0590449,5621708.82930127,940,01/20/2020 11:49am,Snow Emergency,"1317 grand st ne,Minneapolis,MN",45.00119,-93.2686,3,Sheridan,Northeast,2,3,Newton
-10379850.1092119,5619116.28353415,941,01/20/2020 11:51am,Snow Emergency,"427 8th ave se,Minneapolis,MN",44.98472,-93.24378,3,Marcy Holmes,University,4,3,Newton
-10379874.9335019,5619032.55383943,942,01/20/2020 11:51am,Snow Emergency,"411 8th ave se,Minneapolis,MN",44.984188,-93.244003,3,Marcy Holmes,University,4,3,Newton
-10382312.1624008,5622718.81727403,943,01/20/2020 11:51am,Snow Emergency,"219 19th ave ne,Minneapolis,MN",45.007605,-93.265897,3,Bottineau,Northeast,2,3,Newton
-10378823.7435287,5605576.94676953,944,01/20/2020 11:53am,Snow Emergency,"5741 26th Avenue South,Minneapolis,MN",44.89863,-93.23456,11,Wenonah,Nokomis,6,3,Newton
-10387352.4862805,5619553.35944832,945,01/20/2020 11:54am,Snow Emergency,"907 RUSSELL AVE N,Minneapolis,MN",44.987497,-93.311175,5,Willard - Hay,Near North,1,3,Newton
-10378937.0667904,5612271.7336732,946,01/20/2020 11:55am,Snow Emergency,"2521 34th st,Minneapolis,MN",44.941215,-93.235578,9,Corcoran,Powderhorn,6,3,Newton
-10383461.6475122,5615821.97632194,947,01/20/2020 11:55am,Snow Emergency,"111 19TH ST E,Minneapolis,MN",44.963785,-93.276223,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10380357.7260725,5612980.25498611,948,01/20/2020 11:55am,Snow Emergency,"3123 18th ave s,Minneapolis,MN",44.94572,-93.24834,9,Powderhorn Park,Powderhorn,6,3,Newton
-10380493.5359073,5613216.17895997,949,01/20/2020 11:57am,Snow Emergency,"3033 17th ave s,Minneapolis,MN",44.94722,-93.24956,9,Powderhorn Park,Powderhorn,6,3,Newton
-10378935.0630473,5611560.12283138,950,01/20/2020 11:58am,Snow Emergency,"3633 25th av s,Minneapolis,MN",44.93669,-93.23556,12,Standish,Powderhorn,6,3,Newton
-10378936.0648688,5612271.7336732,951,01/20/2020 11:58am,Snow Emergency,"2523 34th st E,Minneapolis,MN",44.941215,-93.235569,9,Corcoran,Powderhorn,6,3,Newton
-10383328.8433423,5615826.69616149,952,01/20/2020 11:59am,Snow Emergency,"139 19TH ST E,Minneapolis,MN",44.963815,-93.27503,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10383174.1092224,5615740.95161543,953,01/20/2020 12:00pm,Snow Emergency,"1917 2nd Ave South,Minneapolis,MN",44.96327,-93.27364,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10380057.0521778,5618706.77046205,954,01/20/2020 12:01pm,Snow Emergency,"211 8th ave se,Minneapolis,MN",44.982118,-93.245639,3,Marcy Holmes,University,4,3,Newton
-10381616.7496087,5611887.22105202,955,01/20/2020 12:01pm,Snow Emergency,"3521 10th av s,Minneapolis,MN",44.93877,-93.25965,9,Powderhorn Park,Powderhorn,6,3,Newton
-10382809.0925981,5621758.57823321,956,01/20/2020 12:03pm,Snow Emergency,"113 14th ave ne,Minneapolis,MN",45.001506,-93.270361,3,Sheridan,Northeast,2,3,Newton
-10386628.3530367,5619373.14379534,957,01/20/2020 12:03pm,Snow Emergency,"813 Morgan Ave N,Minneapolis,MN",44.986352,-93.30467,5,Near - North,Near North,1,3,Newton
-10387348.5901188,5620323.52697606,958,01/20/2020 12:03pm,Snow Emergency,"1323 Russell Ave n ,Minneapolis,MN",44.99239,-93.31114,5,Willard - Hay,Near North,1,3,Newton
-10385750.5988192,5615005.94187563,959,01/20/2020 12:03pm,Snow Emergency,"2411 girard Ave s ,Minneapolis,MN",44.958598,-93.296785,7,East Isles,Calhoun Isle,3,3,Newton
-10379673.6678915,5613280.98051179,960,01/20/2020 12:03pm,Snow Emergency,"3039 21st ave so,Minneapolis,MN",44.947632,-93.242195,9,Corcoran,Powderhorn,6,3,Newton
-10379802.2418259,5619199.69935488,961,01/20/2020 12:04pm,Snow Emergency,"509 8th ave se,Minneapolis,MN",44.98525,-93.24335,3,Marcy Holmes,University,4,3,Newton
-10386507.0148025,5619390.14208703,962,01/20/2020 12:04pm,Snow Emergency,"811 Logan Ave n,Minneapolis,MN",44.98646,-93.30358,5,Near - North,Near North,1,3,Newton
-10382892.8049113,5621717.80296461,963,01/20/2020 12:04pm,Snow Emergency,"85 14th ave ne,Minneapolis,MN",45.001247,-93.271113,3,Sheridan,Northeast,2,3,Newton
-10384333.5017249,5615620.438731,964,01/20/2020 12:05pm,Snow Emergency,"2005 grand ave s,Minneapolis,MN",44.962504,-93.284055,10,Whittier,Powderhorn,3,3,Newton
-10387348.5901188,5620285.74894101,965,01/20/2020 12:06pm,Snow Emergency,"1317 Russell Ave n ,Minneapolis,MN",44.99215,-93.31114,5,Willard - Hay,Near North,1,3,Newton
-10379474.6285734,5619415.63972615,966,01/20/2020 12:07pm,Snow Emergency,"727 9th ave se,Minneapolis,MN",44.986622,-93.240407,3,Marcy Holmes,University,4,3,Newton
-10384333.5017249,5615617.92138953,967,01/20/2020 12:07pm,Snow Emergency,"2007 grand ave s,Minneapolis,MN",44.962488,-93.284055,10,Whittier,Powderhorn,3,3,Newton
-10382814.3246552,5621756.05917865,968,01/20/2020 12:11pm,Snow Emergency,"111 14th ave ne,Minneapolis,MN",45.00149,-93.270408,3,Sheridan,Northeast,2,3,Newton
-10383175.2224687,5615904.57500236,969,01/20/2020 12:13pm,Snow Emergency,"1825 2ND AVE S,Minneapolis,MN",44.96431,-93.27365,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10382916.4046305,5616101.24161011,970,01/20/2020 12:13pm,Snow Emergency,"1729 CLINTON AVE S ,Minneapolis,MN",44.96556,-93.271325,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10381972.7493389,5622717.24269722,971,01/20/2020 12:13pm,Snow Emergency,"329 19th ave ne,Minneapolis,MN",45.007595,-93.262848,1,Holland,Northeast,2,3,Newton
-10386504.7884101,5619931.58805133,972,01/20/2020 12:20pm,Snow Emergency,"1205 Logan Ave N,Minneapolis,MN",44.9899,-93.30356,5,Near - North,Near North,1,3,Newton
-10382911.3952226,5615137.93088222,973,01/20/2020 12:21pm,Snow Emergency,"2313 Clinton Ave S,Minneapolis,MN",44.959437,-93.27128,10,Whittier,Powderhorn,3,3,Newton
-10386477.5150785,5620121.73140891,974,01/20/2020 12:21pm,Snow Emergency,"1235 Logan Ave n,Minneapolis,MN",44.991108,-93.303315,5,Near - North,Near North,1,3,Newton
-10386220.9237328,5624018.66431769,975,01/20/2020 12:21pm,Snow Emergency,"3327 james ave n,Minneapolis,MN",45.01586,-93.30101,4,Folwell,Camden,1,3,Newton
-10378893.8748384,5618844.95153455,976,01/20/2020 12:22pm,Snow Emergency,"1305 6th ST se,Minneapolis,MN",44.982996,-93.23519,3,Marcy Holmes,University,4,3,Newton
-10387181.0542679,5620035.946041,977,01/20/2020 12:22pm,Snow Emergency,"1231 Queen ave n ,Minneapolis,MN",44.990563,-93.309635,5,Willard - Hay,Near North,1,3,Newton
-10382894.6973298,5615165.14695332,978,01/20/2020 12:22pm,Snow Emergency,"2315 Clinton Ave S,Minneapolis,MN",44.95961,-93.27113,10,Whittier,Powderhorn,3,3,Newton
-10387203.8748147,5620509.27114128,979,01/20/2020 12:24pm,Snow Emergency,"1407 Queen ave n ,Minneapolis,MN",44.99357,-93.30984,5,Willard - Hay,Near North,1,3,Newton
-10381585.0234923,5616212.16348055,980,01/20/2020 12:26pm,Snow Emergency,"1011 17th st e ,Minneapolis,MN",44.966265,-93.259365,6,Elliot Park,Central,3,3,Newton
-10379371.8807506,5619113.76535886,981,01/20/2020 12:26pm,Snow Emergency,"1005 6th st se,Minneapolis,MN",44.984704,-93.239484,3,Marcy Holmes,University,4,3,Newton
-10379677.5640532,5619527.07455154,982,01/20/2020 12:27pm,Snow Emergency,"715 7th st se,Minneapolis,MN",44.98733,-93.24223,3,Marcy Holmes,University,4,3,Newton
-10381934.0100715,5621866.263518,983,01/20/2020 12:28pm,Snow Emergency,"341 14th ave ne,Minneapolis,MN",45.00219,-93.2625,3,Sheridan,Northeast,2,3,Newton
-10385724.4387339,5615234.36737281,984,01/20/2020 12:28pm,Snow Emergency,"2225 girard Ave s ,Minneapolis,MN",44.96005,-93.29655,7,East Isles,Calhoun Isle,3,3,Newton
-10379441.5666617,5612706.59085427,985,01/20/2020 12:30pm,Snow Emergency,"3219 22 ave s,Minneapolis,MN",44.94398,-93.24011,9,Corcoran,Powderhorn,6,3,Newton
-10382405.0028327,5623285.65659207,986,01/20/2020 12:30pm,Snow Emergency,"115 23rd ave ne,Minneapolis,MN",45.011205,-93.266731,3,Bottineau,Northeast,2,3,Newton
-10386078.4347209,5624324.16729049,987,01/20/2020 12:33pm,Snow Emergency,"3435 Irving ave n,Minneapolis,MN",45.0178,-93.29973,4,Folwell,Camden,1,3,Newton
-10378908.3463388,5619089.5277276,988,01/20/2020 12:37pm,Snow Emergency,"1213 7th St se,Minneapolis,MN",44.98455,-93.23532,3,Marcy Holmes,University,4,3,Newton
-10379373.6618445,5619320.88978366,989,01/20/2020 12:40pm,Snow Emergency,"915 7th st se,Minneapolis,MN",44.98602,-93.2395,3,Marcy Holmes,University,4,3,Newton
-10386477.5150785,5620218.85083156,990,01/20/2020 12:41pm,Snow Emergency,"1315 Logan Ave n,Minneapolis,MN",44.991725,-93.303315,5,Willard - Hay,Near North,1,3,Newton
-10379442.679908,5612670.41751384,991,01/20/2020 12:43pm,Snow Emergency,"3225 22nd ave so,Minneapolis,MN",44.94375,-93.24012,9,Corcoran,Powderhorn,6,3,Newton
-10386477.5150785,5620108.0371097,992,01/20/2020 12:44pm,Snow Emergency,"1233 Logan Ave N,Minneapolis,MN",44.991021,-93.303315,5,Near - North,Near North,1,3,Newton
-10382125.8135894,5623458.86467611,993,01/20/2020 12:45pm,Snow Emergency,"311 24th ave ne,Minneapolis,MN",45.012305,-93.264223,3,Bottineau,Northeast,2,3,Newton
-10383019.3751026,5616024.93448128,994,01/20/2020 12:45pm,Snow Emergency,"309 18TH ST E ,Minneapolis,MN",44.965075,-93.27225,6,Steven's Square - Loring Heights,Central,3,3,Newton
-10379484.4247399,5613049.77337392,995,01/20/2020 12:45pm,Snow Emergency,"3111 22nd AVE S,Minneapolis,MN",44.946162,-93.240495,9,Corcoran,Powderhorn,6,3,Newton
-10379484.4247399,5613049.77337392,996,01/20/2020 12:45pm,Snow Emergency,"3111 22nd av s,Minneapolis,MN",44.946162,-93.240495,9,Corcoran,Powderhorn,6,3,Newton
-10382301.9210359,5623458.86467611,997,01/20/2020 12:46pm,Snow Emergency,"213 24th ave ne,Minneapolis,MN",45.012305,-93.265805,3,Bottineau,Northeast,2,3,Newton
-10387177.7147294,5621213.0869594,998,01/20/2020 12:46pm,Snow Emergency,"1825 queen Ave n,Minneapolis,MN",44.998041,-93.309605,5,Willard - Hay,Near North,1,3,Newton
-10378874.1712809,5618833.46263138,999,01/20/2020 12:47pm,Snow Emergency,"1311 6TH st se,Minneapolis,MN",44.982923,-93.235013,3,Marcy Holmes,University,4,3,Newton
-10379460.4910469,5613063.61411513,1000,01/20/2020 12:47pm,Snow Emergency,"3107 22nd av s,Minneapolis,MN",44.94625,-93.24028,9,Corcoran,Powderhorn,6,3,Newton
-10379950.2967686,5613368.7465244,1001,01/20/2020 12:47pm,Snow Emergency,"3011 19th AVE S,Minneapolis,MN",44.94819,-93.24468,9,Corcoran,Powderhorn,6,3,Newton
-10384310.6812781,5615062.89034849,1002,01/20/2020 12:48pm,Snow Emergency,"2401 grand ave s,Minneapolis,MN",44.95896,-93.28385,10,Whittier,Powderhorn,3,3,Newton
-10386756.9270712,5621234.02451191,1003,01/20/2020 12:48pm,Snow Emergency,"1821 newton Ave n,Minneapolis,MN",44.998174,-93.305825,5,Willard - Hay,Near North,1,3,Newton
-10382117.6872922,5622815.64974491,1004,01/20/2020 12:49pm,Snow Emergency,"1921 3rd st ne,Minneapolis,MN",45.00822,-93.26415,3,Bottineau,Northeast,2,3,Newton
