X,Y,OBJECTID,Snow_Emerg,Snow_Eme_1,Snow_Eme_2,Citation_N,Date,Time,Date___Tim,Address,Latitude,Longitude,Ordinance_,Violation,Ward,Neighborho,Community,Day,Tow_Zone
-10385952.1984035,5612548.37280918,2900,Lourdes,2022-2023,3,271122465392,2022/12/22 00:00:00+00,12:52:00,12/22/22 12:52 PM,1432 33RD ST W,44.942974,-93.298596,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5
-10385954.6474451,5612549.31649122,2901,Lourdes,2022-2023,3,271122465391,2022/12/22 00:00:00+00,12:51:00,12/22/22 12:51 PM,1434 33RD ST W,44.94298,-93.298618,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5
-10385980.1396828,5612547.74368787,2902,Lourdes,2022-2023,3,271122465390,2022/12/22 00:00:00+00,12:48:00,12/22/22 12:48 PM,1436 33RD ST W,44.94297,-93.298847,478.1000(b),Snow emergency parking restrictions - even number address,10,East Bde Maka Ska,Calhoun Isle,2,5
-10387194.9692452,5627586.45138261,2903,Lourdes,2022-2023,3,271122465382,2022/12/22 00:00:00+00,12:48:00,12/22/22 12:48 PM,2208 46TH AVE N,45.038512,-93.30976,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10385578.498959,5626799.43856331,2904,Lourdes,2022-2023,3,271122465381,2022/12/22 00:00:00+00,12:12:00,12/22/22 12:12 PM,1218 43RD AVE N,45.033516,-93.295239,478.1000(b),Snow emergency parking restrictions - even number address,4,Webber - Camden,Camden,2,1
-10385602.432652,5626798.49353122,2905,Lourdes,2022-2023,3,271122465380,2022/12/22 00:00:00+00,12:11:00,12/22/22 12:11 PM,1220 43RD AVE N,45.03351,-93.295454,478.1000(b),Snow emergency parking restrictions - even number address,4,Webber - Camden,Camden,2,1
-10386532.5069401,5626776.44049643,2906,Lourdes,2022-2023,3,271122465379,2022/12/22 00:00:00+00,12:06:00,12/22/22 12:06 PM,1910 43RD AVE N,45.03337,-93.303809,478.1000(b),Snow emergency parking restrictions - even number address,4,Webber - Camden,Camden,2,1
-10386975.0018989,5626777.7005834,2907,Lourdes,2022-2023,3,271122465378,2022/12/22 00:00:00+00,12:04:00,12/22/22 12:04 PM,2128 43RD AVE N,45.033378,-93.307784,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387697.3541489,5626777.7005834,2908,Lourdes,2022-2023,3,271122465377,2022/12/22 00:00:00+00,11:55:00,12/22/22 11:55 AM,2608 43RD AVE N,45.033378,-93.314273,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387587.7043995,5626169.53126315,2909,Lourdes,2022-2023,3,271122465376,2022/12/22 00:00:00+00,11:45:00,12/22/22 11:45 AM,2606 41ST AVE N,45.029517,-93.313288,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387588.5949965,5626172.20892726,2910,Lourdes,2022-2023,3,271122465375,2022/12/22 00:00:00+00,11:47:00,12/22/22 11:47 AM,2524 41ST AVE N,45.029534,-93.313296,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387644.1433812,5625885.5440228,2911,Lourdes,2022-2023,3,271122465373,2022/12/22 00:00:00+00,11:42:00,12/22/22 11:42 AM,2600 40TH AVE N,45.027714,-93.313795,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387509.3354681,5625602.03811004,2912,Lourdes,2022-2023,3,271122465372,2022/12/22 00:00:00+00,11:39:00,12/22/22 11:39 AM,2510 39TH AVE N,45.025914,-93.312584,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387512.3411328,5625602.66814226,2913,Lourdes,2022-2023,3,271122465371,2022/12/22 00:00:00+00,11:37:00,12/22/22 11:37 AM,2514 39TH AVE N,45.025918,-93.312611,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387586.3686042,5625600.1481553,2914,Lourdes,2022-2023,3,271122465370,2022/12/22 00:00:00+00,11:35:00,12/22/22 11:35 AM,2524 39TH AVE N,45.025902,-93.313276,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387660.1734263,5625605.97567046,2915,Lourdes,2022-2023,3,271122465369,2022/12/22 00:00:00+00,11:33:00,12/22/22 11:33 AM,2606 39TH AVE N,45.025939,-93.313939,478.1000(b),Snow emergency parking restrictions - even number address,4,Victory,Camden,2,1
-10387139.4208606,5625030.64336358,2916,Lourdes,2022-2023,3,271122465368,2022/12/22 00:00:00+00,11:27:00,12/22/22 11:27 AM,2214 37TH AVE N,45.022286,-93.309261,478.1000(b),Snow emergency parking restrictions - even number address,4,Cleveland,Camden,2,1
-10387643.9207319,5625024.97371823,2917,Lourdes,2022-2023,3,271122465367,2022/12/22 00:00:00+00,11:24:00,12/22/22 11:24 AM,2602 37TH AVE N,45.02225,-93.313793,478.1000(b),Snow emergency parking restrictions - even number address,4,Cleveland,Camden,2,1
-10385961.6605961,5629294.29752047,2918,Lourdes,2022-2023,3,271122465366,2022/12/22 00:00:00+00,09:17:00,12/22/22 9:17 AM,1420 52ND AVE N,45.049352,-93.298681,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385130.1039953,5629008.32100718,2919,Lourdes,2022-2023,3,271122465365,2022/12/22 00:00:00+00,09:13:00,12/22/22 9:13 AM,820 51ST AVE N,45.047537,-93.291211,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385198.0089127,5629010.68452116,2920,Lourdes,2022-2023,3,271122465364,2022/12/22 00:00:00+00,09:11:00,12/22/22 9:11 AM,902 51ST AVE N,45.047552,-93.291821,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385200.3466297,5629010.36938592,2921,Lourdes,2022-2023,3,271122465363,2022/12/22 00:00:00+00,09:11:00,12/22/22 9:11 AM,906 51ST AVE N,45.04755,-93.291842,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385204.0201421,5629012.26005579,2922,Lourdes,2022-2023,3,271122465362,2022/12/22 00:00:00+00,09:10:00,12/22/22 9:10 AM,908 51ST AVE N,45.047562,-93.291875,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385268.9193947,5629005.95763551,2923,Lourdes,2022-2023,3,271122465361,2022/12/22 00:00:00+00,09:08:00,12/22/22 9:08 AM,918 51ST AVE N,45.047522,-93.292458,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385281.8324504,5629005.48493291,2924,Lourdes,2022-2023,3,271122465360,2022/12/22 00:00:00+00,09:06:00,12/22/22 9:06 AM,920 51ST AVE N,45.047519,-93.292574,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384928.7270604,5628729.91629143,2925,Lourdes,2022-2023,3,271122465359,2022/12/22 00:00:00+00,08:59:00,12/22/22 8:59 AM,708 50TH AVE N,45.04577,-93.289402,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384958.7833074,5628724.71700686,2926,Lourdes,2022-2023,3,271122465358,2022/12/22 00:00:00+00,08:57:00,12/22/22 8:57 AM,716 50TH AVE N,45.045737,-93.289672,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384984.8320681,5628722.51113044,2927,Lourdes,2022-2023,3,271122465357,2022/12/22 00:00:00+00,08:54:00,12/22/22 8:54 AM,718 50TH AVE N,45.045723,-93.289906,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384992.179193,5628725.66224093,2928,Lourdes,2022-2023,3,271122465356,2022/12/22 00:00:00+00,08:53:00,12/22/22 8:53 AM,720 50TH AVE N,45.045743,-93.289972,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385685.6995666,5628153.43940729,2929,Lourdes,2022-2023,3,271122465355,2022/12/22 00:00:00+00,08:47:00,12/22/22 8:47 AM,1218 48TH AVE N,45.042111,-93.296202,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384969.9152692,5627869.54706762,2930,Lourdes,2022-2023,3,271122465354,2022/12/22 00:00:00+00,08:44:00,12/22/22 8:44 AM,720 47TH AVE N,45.040309,-93.289772,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385195.7825203,5627869.70461529,2931,Lourdes,2022-2023,3,271122465353,2022/12/22 00:00:00+00,08:43:00,12/22/22 8:43 AM,902 47TH AVE N,45.04031,-93.291801,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385198.8994096,5627869.07442462,2932,Lourdes,2022-2023,3,271122465352,2022/12/22 00:00:00+00,08:42:00,12/22/22 8:42 AM,904 47TH AVE N,45.040306,-93.291829,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385384.4690488,5627864.97832799,2933,Lourdes,2022-2023,3,271122465351,2022/12/22 00:00:00+00,08:40:00,12/22/22 8:40 AM,1012 47TH AVE N,45.04028,-93.293496,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385180.1977737,5627585.03363989,2934,Lourdes,2022-2023,3,271122465350,2022/12/22 00:00:00+00,08:35:00,12/22/22 8:35 AM,902 46TH AVE N,45.038503,-93.291661,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385200.2353051,5627579.83487401,2935,Lourdes,2022-2023,3,271122465349,2022/12/22 00:00:00+00,08:35:00,12/22/22 8:35 AM,906 46TH AVE N,45.03847,-93.291841,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385220.7180348,5627578.73221751,2936,Lourdes,2022-2023,3,271122465348,2022/12/22 00:00:00+00,08:34:00,12/22/22 8:34 AM,908 46TH AVE N,45.038463,-93.292025,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385451.2607199,5627575.42396543,2937,Lourdes,2022-2023,3,271122465347,2022/12/22 00:00:00+00,08:32:00,12/22/22 8:32 AM,1104 46TH AVE N,45.038442,-93.294096,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10384879.6351035,5627106.9261893,2938,Lourdes,2022-2023,3,271122465346,2022/12/22 00:00:00+00,08:27:00,12/22/22 8:27 AM,710 44TH AVE N,45.035468,-93.288961,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385073.2197152,5627106.9261893,2939,Lourdes,2022-2023,3,271122465345,2022/12/22 00:00:00+00,08:23:00,12/22/22 8:23 AM,808 44TH AVE N,45.035468,-93.2907,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10385075.2234584,5627107.39879234,2940,Lourdes,2022-2023,3,271122465344,2022/12/22 00:00:00+00,08:22:00,12/22/22 8:22 AM,812 44TH AVE N,45.035471,-93.290718,478.1000(b),Snow emergency parking restrictions - even number address,4,Lind - Bohanon,Camden,2,1
-10380678.8828972,5614828.17666918,2941,Lourdes,2022-2023,3,271122464858,2022/12/23 00:00:00+00,02:00:00,12/23/22 2:00 PM,2447 16TH AVE S,44.957468,-93.251225,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380671.9810709,5614828.01934913,2942,Lourdes,2022-2023,3,271122464857,2022/12/23 00:00:00+00,01:59:00,12/23/22 1:59 PM,2445 16TH AVE S,44.957467,-93.251163,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380674.0961386,5614862.78559129,2943,Lourdes,2022-2023,3,271122464856,2022/12/23 00:00:00+00,01:58:00,12/23/22 1:58 PM,2443 16TH AVE S,44.957688,-93.251182,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380662.8528521,5614879.14610567,2944,Lourdes,2022-2023,3,271122464855,2022/12/23 00:00:00+00,01:57:00,12/23/22 1:57 PM,2437 16TH AVE S,44.957792,-93.251081,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380668.3074584,5614870.96584477,2945,Lourdes,2022-2023,3,271122464854,2022/12/23 00:00:00+00,01:55:00,12/23/22 1:55 PM,2435 16TH AVE S,44.95774,-93.25113,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380663.6321245,5615116.5356363,2946,Lourdes,2022-2023,3,271122464853,2022/12/23 00:00:00+00,01:53:00,12/23/22 1:53 PM,2325 16TH AVE S,44.959301,-93.251088,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380663.5207999,5615115.11971069,2947,Lourdes,2022-2023,3,271122464852,2022/12/23 00:00:00+00,01:52:00,12/23/22 1:52 PM,2323 16TH AVE S,44.959292,-93.251087,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380669.1980554,5615172.69831804,2948,Lourdes,2022-2023,3,271122464851,2022/12/23 00:00:00+00,01:51:00,12/23/22 1:51 PM,2317 16TH AVE S,44.959658,-93.251138,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380672.4262692,5615196.61077886,2949,Lourdes,2022-2023,3,271122464850,2022/12/23 00:00:00+00,01:49:00,12/23/22 1:49 PM,2313 16TH AVE S,44.95981,-93.251167,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380669.30938,5615207.78039964,2950,Lourdes,2022-2023,3,271122464849,2022/12/23 00:00:00+00,01:48:00,12/23/22 1:48 PM,2307 16TH AVE S,44.959881,-93.251139,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380663.186826,5615229.96249709,2951,Lourdes,2022-2023,3,271122464848,2022/12/23 00:00:00+00,01:46:00,12/23/22 1:46 PM,2305 16TH AVE S,44.960022,-93.251084,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380665.6358676,5615252.3019765,2952,Lourdes,2022-2023,3,271122464847,2022/12/23 00:00:00+00,01:43:00,12/23/22 1:43 PM,2223 16TH AVE S,44.960164,-93.251106,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380670.199977,5615325.61346879,2953,Lourdes,2022-2023,3,271122464846,2022/12/23 00:00:00+00,01:37:00,12/23/22 1:37 PM,2213 16TH AVE S,44.96063,-93.251147,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380674.5414371,5615358.49367576,2954,Lourdes,2022-2023,3,271122464845,2022/12/23 00:00:00+00,01:35:00,12/23/22 1:35 PM,2205 16TH AVE S,44.960839,-93.251186,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380661.7396059,5615423.93992967,2955,Lourdes,2022-2023,3,271122464844,2022/12/23 00:00:00+00,01:33:00,12/23/22 1:33 PM,2127 16TH AVE S,44.961255,-93.251071,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380662.0735797,5615417.96165796,2956,Lourdes,2022-2023,3,271122464843,2022/12/23 00:00:00+00,01:32:00,12/23/22 1:32 PM,2115 16TH AVE S,44.961217,-93.251074,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380662.9641767,5615439.20028766,2957,Lourdes,2022-2023,3,271122464842,2022/12/23 00:00:00+00,01:30:00,12/23/22 1:30 PM,2113 16TH AVE S,44.961352,-93.251082,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380668.1961337,5615445.49323506,2958,Lourdes,2022-2023,3,271122464841,2022/12/23 00:00:00+00,01:28:00,12/23/22 1:28 PM,2111 16TH AVE S,44.961392,-93.251129,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380661.1830829,5615480.8910398,2959,Lourdes,2022-2023,3,271122464840,2022/12/23 00:00:00+00,01:26:00,12/23/22 1:26 PM,2107 16TH AVE S,44.961617,-93.251066,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380655.5057272,5615521.63813309,2960,Lourdes,2022-2023,3,271122464839,2022/12/23 00:00:00+00,01:18:00,12/23/22 1:18 PM,2101 16TH AVE S,44.961876,-93.251015,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380669.6433539,5615502.601813,2961,Lourdes,2022-2023,3,271122464838,2022/12/23 00:00:00+00,01:17:00,12/23/22 1:17 PM,2049 16TH AVE S,44.961755,-93.251142,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380659.8471874,5615595.89581357,2962,Lourdes,2022-2023,3,271122464837,2022/12/23 00:00:00+00,01:14:00,12/23/22 1:14 PM,2009 16TH AVE S,44.962348,-93.251054,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380662.296229,5615607.85259664,2963,Lourdes,2022-2023,3,271122464836,2022/12/23 00:00:00+00,01:13:00,12/23/22 1:13 PM,2007 16TH AVE S,44.962424,-93.251076,478.1000(c),Snow emergency parking restrictions - odd number address,6,Ventura Village,Phillips,3,3
-10380682.1111111,5613532.48407374,2964,Lourdes,2022-2023,3,271122464835,2022/12/23 00:00:00+00,12:58:00,12/23/22 12:58 PM,2925 16TH AVE S,44.949231,-93.251254,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380684.2261789,5613583.44633659,2965,Lourdes,2022-2023,3,271122464834,2022/12/23 00:00:00+00,12:56:00,12/23/22 12:56 PM,2923 16TH AVE S,44.949555,-93.251273,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380698.0298316,5613595.40045435,2966,Lourdes,2022-2023,3,271122464833,2022/12/23 00:00:00+00,12:52:00,12/23/22 12:52 PM,2915 16TH AVE S,44.949631,-93.251397,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380669.7546785,5613631.57750102,2967,Lourdes,2022-2023,3,271122464832,2022/12/23 00:00:00+00,12:51:00,12/23/22 12:51 PM,2911 16TH AVE S,44.949861,-93.251143,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380683.7808804,5613755.20986266,2968,Lourdes,2022-2023,3,271122464831,2022/12/23 00:00:00+00,12:48:00,12/23/22 12:48 PM,2847 16TH AVE S,44.950647,-93.251269,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380688.4563144,5613756.7827349,2969,Lourdes,2022-2023,3,271122464830,2022/12/23 00:00:00+00,12:44:00,12/23/22 12:44 PM,2845 16TH AVE S,44.950657,-93.251311,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380696.2487377,5613766.22039851,2970,Lourdes,2022-2023,3,271122464829,2022/12/23 00:00:00+00,12:42:00,12/23/22 12:42 PM,2841 16TH AVE S,44.950717,-93.251381,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380678.4375987,5613781.32065253,2971,Lourdes,2022-2023,3,271122464828,2022/12/23 00:00:00+00,12:41:00,12/23/22 12:41 PM,2839 16TH AVE S,44.950813,-93.251221,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380680.8866404,5613774.24235669,2972,Lourdes,2022-2023,3,271122464827,2022/12/23 00:00:00+00,12:39:00,12/23/22 12:39 PM,2837 16TH AVE S,44.950768,-93.251243,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380677.1017032,5613802.24082753,2973,Lourdes,2022-2023,3,271122464826,2022/12/23 00:00:00+00,12:37:00,12/23/22 12:37 PM,2835 16TH AVE S,44.950946,-93.251209,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380688.3449897,5613808.53263386,2974,Lourdes,2022-2023,3,271122464825,2022/12/23 00:00:00+00,12:35:00,12/23/22 12:35 PM,2833 16TH AVE S,44.950986,-93.25131,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380690.3487329,5613831.34050393,2975,Lourdes,2022-2023,3,271122464824,2022/12/23 00:00:00+00,12:33:00,12/23/22 12:33 PM,2825 16TH AVE S,44.951131,-93.251328,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380687.120519,5613869.40599459,2976,Lourdes,2022-2023,3,271122464823,2022/12/23 00:00:00+00,12:27:00,12/23/22 12:27 PM,2817 16TH AVE S,44.951373,-93.251299,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380677.5470017,5613906.05605124,2977,Lourdes,2022-2023,3,271122464822,2022/12/23 00:00:00+00,12:21:00,12/23/22 12:21 PM,2813 16TH AVE S,44.951606,-93.251213,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380676.4338556,5613924.3024832,2978,Lourdes,2022-2023,3,271122464821,2022/12/23 00:00:00+00,12:15:00,12/23/22 12:15 PM,2807 16TH AVE S,44.951722,-93.251203,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380970.8738717,5613741.36791969,2979,Lourdes,2022-2023,3,271122464820,2022/12/23 00:00:00+00,11:19:00,12/23/22 11:19 AM,2837 15TH AVE S,44.950559,-93.253848,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380967.3116839,5613600.11912985,2980,Lourdes,2022-2023,3,271122464819,2022/12/23 00:00:00+00,11:33:00,12/23/22 11:33 AM,2917 15TH AVE S,44.949661,-93.253816,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380535.2807393,5613553.40367213,2981,Lourdes,2022-2023,3,271122464818,2022/12/23 00:00:00+00,12:02:00,12/23/22 12:02 PM,2923 17TH AVE S,44.949364,-93.249935,478.1000(c),Snow emergency parking restrictions - odd number address,9,East Phillips,Phillips,3,3
-10380976.7737764,5613452.42369117,2982,Lourdes,2022-2023,3,271122464817,2022/12/23 00:00:00+00,11:45:00,12/23/22 11:45 AM,2947 15TH ST E,44.948722,-93.253901,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380968.2021808,5613480.73575711,2983,Lourdes,2022-2023,3,271122464816,2022/12/23 00:00:00+00,11:40:00,12/23/22 11:40 AM,2929 15TH ST E,44.948902,-93.253824,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380970.0945993,5613594.77126008,2984,Lourdes,2022-2023,3,271122464814,2022/12/23 00:00:00+00,11:25:00,12/23/22 11:25 AM,2909 15TH ST E,44.949627,-93.253841,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380963.0815484,5613842.35113264,2985,Lourdes,2022-2023,3,271122464812,2022/12/23 00:00:00+00,11:18:00,12/23/22 11:18 AM,2823 15TH ST E,44.951201,-93.253778,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380966.0871131,5613845.96895804,2986,Lourdes,2022-2023,3,271122464811,2022/12/23 00:00:00+00,11:14:00,12/23/22 11:14 AM,2821 15TH ST E,44.951224,-93.253805,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380966.4210869,5613877.90009638,2987,Lourdes,2022-2023,3,271122464810,2022/12/23 00:00:00+00,11:11:00,12/23/22 11:11 AM,2819 15TH ST E,44.951427,-93.253808,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380963.5267468,5613891.27019603,2988,Lourdes,2022-2023,3,271122464809,2022/12/23 00:00:00+00,11:06:00,12/23/22 11:06 AM,2813 15TH ST E,44.951512,-93.253782,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380962.5249253,5613940.97604744,2989,Lourdes,2022-2023,3,271122464808,2022/12/23 00:00:00+00,10:59:00,12/23/22 10:59 AM,2801 15TH ST E,44.951828,-93.253773,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380965.0852916,5613963.78425212,2990,Lourdes,2022-2023,3,271122464807,2022/12/23 00:00:00+00,10:57:00,12/23/22 10:57 AM,2749 15TH ST E,44.951973,-93.253796,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380965.3079408,5614017.737479,2991,Lourdes,2022-2023,3,271122464806,2022/12/23 00:00:00+00,10:54:00,12/23/22 10:54 AM,2747 15TH ST E,44.952316,-93.253798,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380964.8626423,5614015.37803181,2992,Lourdes,2022-2023,3,271122464805,2022/12/23 00:00:00+00,10:52:00,12/23/22 10:52 AM,2745 15TH ST E,44.952301,-93.253794,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380965.0852916,5614036.29874921,2993,Lourdes,2022-2023,3,271122464804,2022/12/23 00:00:00+00,10:43:00,12/23/22 10:43 AM,2741 15TH ST E,44.952434,-93.253796,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380975.6606303,5614414.29619312,2994,Lourdes,2022-2023,3,271122464803,2022/12/23 00:00:00+00,10:36:00,12/23/22 10:36 AM,2621 15TH ST E,44.954837,-93.253891,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380961.8569776,5614564.20964408,2995,Lourdes,2022-2023,3,271122464802,2022/12/23 00:00:00+00,10:28:00,12/23/22 10:28 AM,2541 15TH ST E,44.95579,-93.253767,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380953.3967066,5614711.45131945,2996,Lourdes,2022-2023,3,271122464801,2022/12/23 00:00:00+00,10:22:00,12/23/22 10:22 AM,2519 15TH ST E,44.956726,-93.253691,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380958.9627376,5614735.83451374,2997,Lourdes,2022-2023,3,271122464800,2022/12/23 00:00:00+00,10:17:00,12/23/22 10:17 AM,2515 15TH ST E,44.956881,-93.253741,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380951.9495866,5614916.74419161,2998,Lourdes,2022-2023,3,271122464799,2022/12/23 00:00:00+00,10:12:00,12/23/22 10:12 AM,2439 15TH ST E,44.958031,-93.253678,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
-10380950.7250157,5614982.02991991,2999,Lourdes,2022-2023,3,271122464798,2022/12/23 00:00:00+00,10:06:00,12/23/22 10:06 AM,2417 15TH ST E,44.958446,-93.253667,478.1000(c),Snow emergency parking restrictions - odd number address,9,Midtown Phillips,Phillips,3,3
